id,brand,head_office_legal_name,address,country,country_code,region,webpage,configurator,models_amount,min_sqm,max_sqm,main_structure_material,min_home_price,median_home_price,latitude,longitude,type,viz,plans,sqm_ranges,median_u_price,desc,desc_en
59,Jandel Homes,Jandel Homes Inc.,"101-53016 Hwy 60, Acheson, Alberta, T7X 5A7, Canada",Canada,CAN,Alberta,https://www.jandelhomes.com,https://www.jandelhomes.com/modular-solutions/modular-homes/,88,73.6,224.4,wood,102000,,55.2282861,-118.7770086,homes,"[""https://www.jandelhomes.com/app/uploads/2024/02/Nova-2401T-Kitchen-11-1020x680.jpg.webp"",""https://www.jandelhomes.com/app/uploads/2021/01/Pinnacle-2400T-Kitchen.jpg"",""https://www.jandelhomes.com/app/uploads/2024/02/Nova-2401T-Ensuite-1020x680.jpg.webp"",""https://www.jandelhomes.com/app/uploads/2024/02/Nova-2401T-Living-Room-3-1020x680.jpg.webp"",""https://www.jandelhomes.com/app/uploads/2024/02/Nova-2401T-Sun-Room-3-1020x680.jpg.webp""]",,"[73.6,224.4]",,Building custom designed modular homes in Alberta and BC since 1974. Hundreds of floor plans available with the exceptional quality of on-site built homes.,Building custom designed modular homes in Alberta and BC since 1974. Hundreds of floor plans available with the exceptional quality of on-site built homes.
61,Cedar Ridge Homes,Cedar Ridge Custom Homes and Renovations Inc.,"1234 Example Street, Edmonton, Alberta, T5A 1A1, Canada",Canada,CAN,Alberta,https://www.cedarridgehomes.ca,,5,75,200,wood,103000,188788,53.5462055,-113.491241,homes,,,"[75,200]",1373,"At Cedar Ridge Homes we believe there is a better new home experience for everyone. From better designs and innovative products, to award winning customer service - a new home should be about you...","At Cedar Ridge Homes we believe there is a better new home experience for everyone. From better designs and innovative products, to award winning customer service - a new home should be about you..."
62,Rocky Mountain Modular,Rocky Mountain Modular Homes Ltd.,"123 Main Street, Calgary, Alberta, T1X 0L3, Canada",Canada,CAN,Alberta,https://www.rockymountainmodular.com,,10,46.45,185.81,wood,150000,209034,55.001251,-115.002136,homes,"[""https://img1.wsimg.com/isteam/videos/uA41GmyyG8IMaxXdb""]",,"[46.45,185.81]",1800,"Sign up for our email list for updates, promotions, and more.","Sign up for our email list for updates, promotions, and more."
64,Summit Modular Construction,Summit Modular Construction Ltd.,"Edmonton, Alberta, Canada",Canada,CAN,Alberta,https://www.summitmodular.com,,25,46.45,185.8,wood,5331,6711,53.5462055,-113.491241,homes,,,"[46.45,185.8]",58,"Great domain names provide SEO, branding, and a memorable experience for your users. Get a premium domain today.","Great domain names provide SEO, branding, and a memorable experience for your users. Get a premium domain today."
70,Urban Timber,,"15635 112 Ave NW, Edmonton, AB T5M 2V8, Canada",Canada,CAN,Alberta,https://www.urbantimber.ca,https://www.urbantimber.ca/gallery,,,,wood,,,53.568398,-113.585318,panels,"[""https://images.squarespace-cdn.com/content/v1/67ae1cd925ca5753f195270b/5ca80073-cbe8-4886-9f09-6b2603a78e6e/Stikwood+-+Reclaimed+Weathered+White-2.jpg?format=2500w"",""https://images.squarespace-cdn.com/content/v1/67ae1cd925ca5753f195270b/52eb515a-44e1-42b1-80ad-499b8d905c34/WHite+oak+birch+table-2.jpg?format=2500w"",""https://images.squarespace-cdn.com/content/v1/67ae1cd925ca5753f195270b/8a85acd5-fbc8-4271-a2dd-e071486871b2/2.png?format=2500w"",""https://images.squarespace-cdn.com/content/v1/67ae1cd925ca5753f195270b/d8f0412b-425a-4e78-8e02-650c9d3160bc/Marlborough+Pine+Flooring.jpg?format=2500w"",""https://images.squarespace-cdn.com/content/v1/67ae1cd925ca5753f195270b/73c50cae-dd07-4c04-b113-80b630de444f/Walnut+%26+River+Rock+Boardroom+Table-3.jpg?format=2500w""]",,,,"Urban Timber offers premium custom woodworking including flooring, furniture, walls, and siding, crafted with authentic solid wood and local artistry in Edmonton, AB.","Urban Timber offers premium custom woodworking including flooring, furniture, walls, and siding, crafted with authentic solid wood and local artistry in Edmonton, AB."
74,Prairie Cedar Homes,Prairie Cedar Homes Ltd.,"123 Example Street, Edmonton, Alberta, T5A 0A1, Canada",Canada,CAN,Alberta,https://prairiecedarhomes.com,https://prairiecedarhomes.com/frank-lloyd-wright.aspx,4,74.32,185.8,wood,102000,176882,51.0527983,-114.0911689,homes,"[""https://prairiecedarhomes.com/images/silverton.jpg"",""https://prairiecedarhomes.com/images/franklloydwright/thumbs/mesquite.jpg""]",,"[74.32,185.8]",1360,"Fine Point Cedar Homes is a local independent distributor of Lindal Homes Cedar Homes with offices in Western Canada, Saskatchewan, Manitoba and British Columbia.","Fine Point Cedar Homes is a local independent distributor of Lindal Homes Cedar Homes with offices in Western Canada, Saskatchewan, Manitoba and British Columbia."
75,Miro Construction,Miro Construction Ltd.,"123 Example Street, Edmonton, Alberta, T5A 0A1, Canada",Canada,CAN,Alberta,https://www.miroconstruction.com,,5,92.9,185.8,wood,150000,292635,45.520342996121,-73.426934961894,homes,"[""https://www.miroconstruction.com/assets/img/frontend/stages/home/miro-construction-renovation-de-maison.png""]",,"[92.9,185.8]",2100,"Pour votre reconstruction après un sinistre ou pour vos projets de construction ou de rénovation nous vous offrons un service tapis rouge. Nous prenons soin de vos travaux comme s'il s'agissait de notre propre propriété, c'est-à-dire en effectuant une reconstruction rapide, consciencieuse et dans un respect total des lieux d'origine.","For your reconstruction after a disaster or for your construction or renovation projects we offer you a red carpet service. We take care of your work as if it were our own property, that is to say by carrying out a rapid, conscientious reconstruction and with total respect for the original places."
78,BC Timberframe,BC Timberframe Co.,"10176 McDonald Park Road, Sidney, British Columbia, V8L 5X5, Canada",Canada,CAN,British Columbia,https://www.bctimberframe.ca,,5,74.32,278.71,wood,250000,,48.656482,-123.42117,homes,,,"[74.32,278.71]",,,
80,Pacific Homes,Pacific Building Systems Ltd.,"1425 Cowichan Bay Road, Cobble Hill, British Columbia, V0R 1L3, Canada",Canada,CAN,British Columbia,https://pacific-homes.com,https://pacific-homes.com/building-your-home/,29,92.9,464.5,wood,102000,416935,48.7425,-123.6092,homes,"[""https://pacific-homes.com/wp-content/uploads/2018/07/Loaded-Truck-Idaho.jpg""]","[""https://pacific-homes.com/wp-content/uploads/2024/02/Optimized-ph-plan-book-cover-cta.webp"",""https://pacific-homes.com/wp-content/uploads/2024/01/savory-house-plan.webp""]","[92.9,464.5]",1496,"Pacific Homes prefabricated home packages are 100% custom! Build your home from one of our plans as is, or modify it as little or as much as you like.","Pacific Homes prefabricated home packages are 100% custom! Build your home from one of our plans as is, or modify it as little or as much as you like."
87,EcoNest Homes,EcoNest Architecture Inc.,"PO Box 1611, Invermere, BC, V0A 1K0, Canada",Canada,CAN,British Columbia,https://www.econesthomes.com,https://www.econesthomes.com/design-2,3,55.74,223.06,wood,350000,446080,50.504853,-116.0302062,homes,"[""https://images.squarespace-cdn.com/content/v1/620d9fe601c2e42dffedca2d/5f4030d6-9890-427b-b781-bb29df89a977/cover-of-book-prescriptions-for-a-healthy-house.jpg?format=2500w"",""https://images.squarespace-cdn.com/content/v1/620d9fe601c2e42dffedca2d/1714692795273-OB5P1ANOLYKYV6PNQ58U/DiningRoom8243.jpg"",""https://images.squarespace-cdn.com/content/v1/620d9fe601c2e42dffedca2d/3d68bd19-950e-475e-be07-debd06f0fbc6/bedroom-with-natural-plaster-wall.jpg?format=2500w"",""https://images.squarespace-cdn.com/content/v1/620d9fe601c2e42dffedca2d/3185db26-052f-41b5-9f2c-32e5b4afb2b3/Overhead-image-of-material-swatches-and-+econest-book.jpg?format=2500w"",""https://images.squarespace-cdn.com/content/v1/620d9fe601c2e42dffedca2d/1655159184179-ZRB3A31FAPU8MVFQN159/detail+of+buddha.jpeg""]",,"[55.74,223.06]",3200,"DESIGN FOR WELLBEING. We are committed to excellent design that deeply nurtures your health and wellbeing through the thoughtful use of space, materials, and resources. Since 1986, we have designed healthy, hand-crafted, award-winning custom homes for our clients.","DESIGN FOR WELLBEING. We are committed to excellent design that deeply nurtures your health and wellbeing through the thoughtful use of space, materials, and resources. Since 1986, we have designed healthy, hand-crafted, award-winning custom homes for our clients."
89,Stack Modular,Stack Modular Structures Ltd.,"1100 Melville Street, Vancouver, British Columbia, V6E 4A6, Canada",Canada,CAN,British Columbia,https://www.stackmodular.com,https://www.stackmodular.com/start-a-project/,59,27.87,139.35,steel,102000,255847,49.284376,-123.124089,homes,"[""https://www.stackmodular.com/wp-content/uploads/2021/01/northern-lights-banner.jpg""]","[""https://www.stackmodular.com/wp-content/uploads/2018/11/stack-modular-floor-plans2-small-1.jpg""]","[27.87,139.35]",3060,"Stack Modular manufactures purpose-built structural steel modular buildings for the residential, hospitality, commercial &amp; resource sectors.","Stack Modular manufactures purpose-built structural steel modular buildings for the residential, hospitality, commercial &amp; resource sectors."
91,Greenstone Building Products,Greenstone Building Products Inc.,"1825-B 32nd Avenue NE, Calgary, Alberta, T2E 7C8, Canada",Canada,CAN,British Columbia,https://www.greenstoneproductsonline.com/,,,,,composite,,,49.117885,-122.663731,panels,,,,,"Mostbet is your go-to online betting platform in Pakistan. Visit the official site for quick registration, in-depth reviews, and hassle-free verification.","Mostbet is your go-to online betting platform in Pakistan. Visit the official site for quick registration, in-depth reviews, and hassle-free verification."
92,Blackfish Homes,Blackfish Homes Ltd.,"105-1305 Welch Street, North Vancouver, BC V7P 1B3, Canada",Canada,CAN,British Columbia,https://www.blackfishhomes.ca,,3,,,wood,,,49.315876,-123.098421,homes,"[""https://www.blackfishhomes.ca/v1site_images/slideshow/gallery1/W12th_Cover.jpg"",""https://www.blackfishhomes.ca/v1site_images/slideshow/gallery1/Vale.jpg"",""https://www.blackfishhomes.ca/v1site_images/slideshow/gallery1/William.jpg"",""https://www.blackfishhomes.ca/v1site_images/slideshow/gallery1/Marine.jpg"",""https://www.blackfishhomes.ca/v1site_images/slideshow/gallery1/NewMarket_Classic.jpg""]",,,,"Based on the North Shore, Blackfish Homes delivers quality New Homes and Renovations to the North Shore, Vancouver, Burnaby, and Gabriola Island.","Based on the North Shore, Blackfish Homes delivers quality New Homes and Renovations to the North Shore, Vancouver, Burnaby, and Gabriola Island."
93,Ma Modular,,"916 Springdale Rd, Building 5 Suite 101, Austin, TX 78702, USA",Canada,CAN,British Columbia,https://www.mamodular.com/,https://www.mamodular.com/,86,,,steel,,,49.2176748,-123.1234185,homes,"[""https://www.mamodular.com/wp-content/uploads/2016/10/thedusk85678.2-1.jpeg"",""https://www.mamodular.com/wp-content/uploads/2016/10/livingroom66735-1-1091x818.jpeg"",""https://www.mamodular.com/wp-content/uploads/2016/10/kitchendining66557-1-960x720.jpeg"",""https://www.mamodular.com/wp-content/uploads/2016/10/hallway66635.2-1-960x720.jpeg"",""http://www.mamodular.com/wp-content/uploads/2016/09/Ma-Hero-16-12-06.jpg""]",,,,what is ma? ma is an architect designed modern modular homes system built with high quality materials—and delivered to you at an affordable price. Our mission at ma is to make modern design accessible. why ma? ma is faster —roughly half the time it takes to build a home ground up. ma is quality built in a controlled environment. No exposure to natural elements = a tighter build. ma is affordable —compared to a typical architect designed home.,what is ma? ma is an architect designed modern modular homes system built with high quality materials—and delivered to you at an affordable price. Our mission at ma is to make modern design accessible. why ma? ma is faster —roughly half the time it takes to build a home ground up. ma is quality built in a controlled environment. No exposure to natural elements = a tighter build. ma is affordable —compared to a typical architect designed home.
94,Canadian Timberframes,Canadian Timberframes Ltd.,"1100 10th Avenue North, Golden, British Columbia, V0A 1H2, Canada",Canada,CAN,British Columbia,https://canadiantimberframes.com,https://canadiantimberframes.com/projects/idaho-mountain-home,,,,wood,,,51.3080453,-116.9784576,panels,"[""https://cdn.prod.website-files.com/673dfe2a17b59f445a1527d7/67462f96854d757bec1bb007_6746145a1ffba81d0113f944_10.1.2024-Boden-Arch-White-Cloud-Twilight-Front-Exterior-Large.webp"",""https://cdn.prod.website-files.com/673dfe2a17b59f445a1527d7/67462f96854d757bec1baff2_674616b110cc401c40734f85_IMG_2748.webp"",""https://cdn.prod.website-files.com/673dfe2a17b59f445a1527d7/67462f97854d757bec1bb0a2_674616bd6f46c3b1216c9a5d_IMG_2750.webp"",""https://cdn.prod.website-files.com/673dfe2a17b59f445a1527d7/67462f95854d757bec1bafd7_67461698f8baf4b18125b9ee_IMG_2744.webp"",""https://cdn.prod.website-files.com/673dfe2a17b59f445a1527d7/67462f96854d757bec1bb004_674616a95577f1e8586c18b1_IMG_2746.webp""]",,,,"Discover Canadian Timberframes, the experts in crafting timber frame homes. Our commitment to quality and craftsmanship ensures each timber frame is uniquely tailored to your vision. Explore our range of customizable timber frame structures and start your journey toward a beautiful, timeless home.","Discover Canadian Timberframes, the experts in crafting timber frame homes. Our commitment to quality and craftsmanship ensures each timber frame is uniquely tailored to your vision. Explore our range of customizable timber frame structures and start your journey toward a beautiful, timeless home."
95,Winton Homes & Cottages,Winton Homes Ltd.,"1140 5th Avenue, Prince George, BC, V2L 3L1, Canada",Canada,CAN,British Columbia,https://www.wintonhomes.ca,https://www.wintonhomes.ca/designs,21,59.92,232.26,wood,80000,,53.914437,-122.749194,homes,"[""https://www.wintonhomes.ca/uploads/thumbnails/18015Owen15.jpg.1f5287f9.jpg""]","[""https://www.wintonhomes.ca/uploads/files/Images/pages/process/square/1-Consulting_and_Planning.jpg""]","[59.92,232.26]",,We&#x20;specialize&#x20;in&#x20;building&#x20;prefab&#x20;homes&#x20;so&#x20;you&#x20;can&#x20;spend&#x20;less&#x20;time&#x20;building&#x20;and&#x20;more&#x20;time&#x20;living.&#x20;Start&#x20;with&#x20;Winton&#x20;Homes&#x20;prefabricated&#x20;home&#x20;packages.,We&#x20;specialize&#x20;in&#x20;building&#x20;prefab&#x20;homes&#x20;so&#x20;you&#x20;can&#x20;spend&#x20;less&#x20;time&#x20;building&#x20;and&#x20;more&#x20;time&#x20;living.&#x20;Start&#x20;with&#x20;Winton&#x20;Homes&#x20;prefabricated&#x20;home&#x20;packages.
96,Tamlin Homes,Tamlin International Homes Ltd.,"20460 Langley Bypass, Langley, British Columbia, V3A 5E7, Canada",Canada,CAN,British Columbia,https://tamlinhomes.com,https://tamlinhomes.com/our-homes/,58,55.74,278.71,wood,102000,284283,49.10792,-122.66129,homes,,,"[55.74,278.71]",1700,"Choose from our over 100 prefab home plans. We specialize in a hybrid timber frame building style, with as much (or as little) beautiful BC-wood as desired. Tamlin&#039;s reputation is built on our world-class customer service; our knowledgeable team will help make your home-building experience hassle-free.","Choose from our over 100 prefab home plans. We specialize in a hybrid timber frame building style, with as much (or as little) beautiful BC-wood as desired. Tamlin&#039;s reputation is built on our world-class customer service; our knowledgeable team will help make your home-building experience hassle-free."
97,Kemp Construction Management Ltd.,Kemp Construction Management Ltd.,"1515 Broadway Street, Port Coquitlam, BC, V3C 2M7, Canada",Canada,CAN,British Columbia,https://kempconstruction.ca,,,,,wood,,,49.2401562,-122.7655646,homes,,,,,,
98,Method Homes,"Method Prefab, LLC","3445 Roanoke Road, Seattle, Washington, 98144, USA",Canada,CAN,British Columbia,https://www.methodhomes.net,https://www.methodhomes.net/featured-projects,8,55.74,371.61,wood,200000,,48.502521,-123.344797,homes,"[""https://cdn.prod.website-files.com/6540250bb99e8be37b523929/69654db7bb20111690f065e6_GabeBorder-Wilson-19%20for%20web.png"",""https://cdn.prod.website-files.com/6540250bb99e8be37b523929/68ffc425e062a526f0dd7138_Orcas%20Retreat%2007.webp"",""https://cdn.prod.website-files.com/654e2d17ca02e3904b4df6c0/68d59a59f44a113334af8da3_eea1d883baaabe04a4e4bc8d3861a842c38b5568%20(1).webp"",""https://cdn.prod.website-files.com/654e2d17ca02e3904b4df6c0/68d521c8c177fde0bdb82329_Peninsula%20Custom%2004%20(1).webp""]",,"[55.74,371.61]",,Method Homes builds distinctive architect designed prefab custom modular homes through advanced off-site construction methodologies.,Method Homes builds distinctive architect designed prefab custom modular homes through advanced off-site construction methodologies.
100,Timberland Homes,Timberland Homes Ltd.,"1234 Example Street, Vancouver, BC, V1A 2B3, Canada",Canada,CAN,British Columbia,https://www.timberlandhomes.ca,,62,46.45,232.26,wood,103448.28,240268,42.247882,-83.0659238,homes,"[""https://timberlandhomes.ca/wp-content/uploads/2023/11/Screenshot-2023-11-10-at-4.09.02%E2%80%AFPM.png"",""https://timberlandhomes.ca/wp-content/uploads/2023/11/Bondy-Hi-Res-4-of-29-scaled-1.jpg""]",,"[46.45,232.26]",1724,Timberland Homes is a leading luxury custom home builder contractor in Canada. From house design to crafting dream spaces we are here to help you. Contact now!,Timberland Homes is a leading luxury custom home builder contractor in Canada. From house design to crafting dream spaces we are here to help you. Contact now!
