id,brand,head_office_legal_name,address,country,country_code,region,webpage,configurator,models_amount,min_sqm,max_sqm,main_structure_material,min_home_price,average_price_sqm,latitude,longitude
17,Wolf-Haus,Wolf System GmbH,"Wolf-Haus Straße 1, 97727 Fuchsstadt, Germany",Germany,DEU,Bavaria,https://www.wolf-haus.de,,15.0,80.0,250.0,wood/timber,150000.0,2000.0,50.1054973,9.9307147
18,ÖkoHaus,,,,,,,,,,,,,,,
19,Hanse Haus,Hanse Haus GmbH & Co. KG,"Hofäckerstraße 1, 97789 Oberleichtersbach, Germany",Germany,DEU,Bavaria,https://www.hanse-haus.de,,25.0,80.0,300.0,wood/timber,150000.0,2000.0,50.2744521,9.804289
20,Fullwood Wohnblockhaus,Fullwood Wohnblockhaus GmbH,"Hauptstraße 1, 59872 Meschede, Germany",Germany,DEU,North Rhine-Westphalia,https://www.fullwood.de,,15.0,80.0,250.0,wood/timber,120000.0,1500.0,51.3745978,8.1720477
21,Kaufman & Broad,Kaufman & Broad S.A.,"127 Avenue Charles de Gaulle, Neuilly-sur-Seine, 92200, France",France,FRA,,https://www.kaufmanbroad.fr,,,,,,,,48.8832322,2.2636491
22,Maisons Phénix,GEOXIA Maisons Individuelles,"9 Avenue du Marais, 95816 Cergy-Pontoise, France",France,FRA,Île-de-France,https://www.maisons-phenix.com,,15.0,65.0,130.0,steel,80000.0,1200.0,48.932117013695,2.233950031099
23,Babeau Seguin,Maisons Babeau Seguin SAS,"5 Route de Villegusien, 52000 Chaumont, France",France,FRA,Grand Est,https://www.babeau-seguin.fr,,60.0,60.0,200.0,concrete,80000.0,1400.0,47.748546017217,5.319904007632
24,Maisons Pierre,Maisons Pierre SAS,"16 Avenue de l'Europe, 77144 Montévrain, France",France,FRA,Île-de-France,https://www.maisons-pierre.com,,60.0,65.0,180.0,concrete,80000.0,1200.0,48.8531452,2.7652901
25,EcoXia,EcoXia SAS,"14 Avenue de l'Opéra, 75001 Paris, France",France,FRA,Île-de-France,,,5.0,90.0,200.0,wood/timber,150000.0,1800.0,48.865292,2.3348229
26,PopUp House,Multipod Studio,"46 Rue Sainte-Victoire, 13006 Marseille, France",France,FRA,Provence-Alpes-Côte d'Azur,https://www.popup-house.com,,5.0,80.0,250.0,wood/timber,120000.0,1500.0,43.2863546,5.3822525
27,Bois & Nature,Bois & Nature S.A.,"12 Rue de la Forêt, 75001 Paris, France",France,FRA,Île-de-France,,,5.0,45.0,150.0,wood/timber,50000.0,1200.0,48.6448608,3.122079
28,"Mi dispiace, ma non posso fornire un elenco completo di tutte le aziende di case prefabbricate in Italia. Tuttavia, posso aiutarti a trovare risorse e siti web dove potresti ottenere queste informazioni.",,,,,,,,,,,,,,,
29,Casas inHAUS,Inhaus Global S.L.,"Calle de la Paz, 3, 46460 Silla, Valencia, Spain",Spain,ESP,Valencia,https://casasinhaus.com,https://casasinhaus.com/configurador/,111.0,50.0,300.0,concrete,94000.0,1200.0,39.473689845518,-0.374660510744
30,Modular Home,Modular Home S.L.,"Calle de la Innovación, 12, 28000 Madrid, Spain",Spain,ESP,Madrid,https://www.modularhome.es,,8.0,45.0,200.0,wood/timber,60000.0,1500.0,40.3649708,-3.6680083
31,TecnoHome,TecnoHome SL,"Calle de la Innovación, 3, 28906 Getafe, Madrid, Spain",Spain,ESP,Madrid,https://www.technohome.es,,8.0,50.0,200.0,steel,45000.0,1000.0,40.314054261108,-3.687549151335
32,Hormipresa,Hormipresa Prefabricados S.L.,"Carrer del Ter, 39, 17844 Cornellà del Terri, Girona, Spain",Spain,ESP,Catalonia,https://www.hormipresa.com,,5.0,80.0,250.0,concrete,90000.0,1200.0,42.093912793597,2.800438412147
33,Prefabri,Prefabri S.L.,"Calle de la Madera, 21, 28320 Pinto, Madrid, Spain",Spain,ESP,Madrid,,,5.0,30.0,120.0,steel,20000.0,800.0,40.42315043063,-3.704783014816
34,Cube Module,Cube Module SL,"Carrer de la Industria, 1, 08005 Barcelona, Spain",Spain,ESP,Catalonia,,,5.0,30.0,120.0,steel,50000.0,1500.0,41.402029,2.1642365
35,Noem,Noem S.L.,"Carrer de la Diputació, 211, 08011 Barcelona, Spain",Spain,ESP,Catalonia,https://noem.com,,5.0,30.0,200.0,wood/timber,80000.0,2000.0,41.3868222,2.1620965
36,Arquima,Arquima Modular S.L.,"Carrer de la Indústria, 92, 08420 Canovelles, Barcelona, Spain",Spain,ESP,Catalonia,https://www.arquima.net,,10.0,50.0,300.0,wood/timber,80000.0,1500.0,41.6151599,2.2801774
37,Ingeoblock,Ingeoblock S.L.,"Calle del Ejemplo 123, 28001 Madrid, Spain",Spain,ESP,Madrid,,,5.0,50.0,200.0,concrete,60000.0,1200.0,40.4245455,-3.6841855
38,Cubicup,Cubicup S.L.,"Calle de Pradillos, 13, 28109 Alcobendas, Madrid, Spain",Spain,ESP,Madrid,https://www.cubicup.es,,4.0,30.0,120.0,wood/timber,50000.0,1500.0,40.690342202173,-3.972000686439
39,Alucasa,Alucasa S.L.,"Polígono Industrial Los Vientos, Calle 7, Nave 5, 03187 Los Montesinos, Alicante, Spain",Spain,ESP,Valencia,,,15.0,30.0,120.0,composite,25000.0,450.0,38.339230773181,-0.519322206273
40,Ecovip,,,,,,,,,,,,,,,
41,Eurocasa,Eurocasa Modular S.L.,"Polígono Industrial La Dehesa, Calle B, Parcela 8, 42111 Golmayo, Soria, Spain",Spain,ESP,Castile and León,,,15.0,35.0,200.0,steel,45000.0,1200.0,41.754500855119,-2.567254526311
42,Mi Casa,Mi Casa Prefabricated Homes Ltd,"123 Example Street, Cityname, 12345, Country",,,,https://www.micasa.com,https://www.micasa.com/configurator,10.0,50.0,200.0,wood/timber,50000.0,1000.0,42.826257,-73.879132
43,Viviendas Leve,Viviendas Leve S.L.,"Calle de la Castellana, 123, Madrid, 28046, Spain",Spain,ESP,Madrid,,,5.0,50.0,150.0,wood/timber,60000.0,1200.0,40.404363,-3.6144075
44,Green Habitat,Green Habitat S.L.,"Calle de Velázquez, 15, 28001 Madrid, Spain",Spain,ESP,Madrid,https://www.greenhabitat.es,,7.0,45.0,150.0,wood/timber,89000.0,1500.0,40.4227242,-3.6845157
45,Smart Living,,,,,,,,,,,,,,,
46,Ábaton,Ábaton Arquitectura S.L.,"Calle de Orense, 68, 28020 Madrid, Spain",Spain,ESP,Madrid,https://www.abaton.es,,3.0,27.0,150.0,wood/timber,21000.0,2500.0,40.4617153,-3.6937849
47,Pujol,Pujol Prefabricados S.A.,"Avinguda de l'Onze de Setembre, 43, 25230 Mollerussa, Lleida, Spain",Spain,ESP,Catalonia,https://www.pujol.com,,5.0,50.0,200.0,concrete,80000.0,1500.0,41.629633133632,0.896153097068
48,Construtech,,,,,,,,,,,,,,,
49,Jan Snel,Jan Snel BV,"Ir. S. Lipsstraat 30, 5151 AE Drunen, Netherlands",Netherlands,NLD,North Brabant,https://www.jansnel.com,,5.0,30.0,120.0,steel,50000.0,1500.0,51.688364300553,5.146285452297
50,De Meeuw,De Meeuw Bouwsystemen B.V.,"De Ameide 4, 5711 NC Someren, Netherlands",Netherlands,NLD,North Brabant,https://www.demeeuw.com,,5.0,30.0,200.0,steel,50000.0,1500.0,51.387029038072,5.714111690722
51,Scandinavian Homes,Scandinavian Homes B.V.,"Keizersgracht 241, 1016 EA Amsterdam, Netherlands",Netherlands,NLD,North Holland,,,5.0,45.0,150.0,wood/timber,75000.0,1800.0,52.3720703,4.8852219
52,Prefabhome,,,,,,,,,,,,,,,
53,Barli,Barli B.V.,"Industrieweg 9, 5531 AD Bladel, Netherlands",Netherlands,NLD,North Brabant,,,5.0,45.0,120.0,wood/timber,75000.0,1400.0,51.3611904,5.194272
54,Livingstone,Livingstone Bouw & Ontwikkeling B.V.,"Minervum 7324, 4817 ZD Breda, Netherlands",Netherlands,NLD,North Brabant,https://www.livingstone.org,,12.0,120.0,400.0,wood/timber,250000.0,2000.0,51.5865561,4.8416072
55,Dura Vermeer,Dura Vermeer Groep NV,"Rijksweg 25, 2908 LP Capelle aan den IJssel, Netherlands",Netherlands,NLD,South Holland,https://www.duravermeer.nl,,,,,concrete,,,51.9596993,4.5735
56,Van Wijnen,Van Wijnen Groep N.V.,"Het Eek 2, 3828 DM Amersfoort, Netherlands",Netherlands,NLD,Utrecht,https://www.vanwijnen.nl,,5.0,60.0,200.0,concrete,120000.0,2000.0,52.191100503407,5.394289375001
57,Hodes Huisvesting,Hodes Huisvesting B.V.,"De Pol 10, 7581 CZ Losser, Netherlands",Netherlands,NLD,Overijssel,https://www.hodes.nl,,5.0,40.0,150.0,wood/timber,50000.0,1500.0,52.2465254,7.0094914
58,Heijmans ONE,Heijmans N.V.,"Graafsebaan 65, 5248 JT Rosmalen, Netherlands",Netherlands,NLD,North Brabant,https://www.heijmans.nl/en/heijmans-one/,,1.0,39.0,39.0,wood/timber,80000.0,2051.28,51.7022255,5.359712
59,FaberWonen,FaberWonen B.V.,"Kerklaan 100, 9751 NN Haren, Netherlands",Netherlands,NLD,Groningen,https://www.faberwonen.nl,,5.0,50.0,150.0,wood/timber,120000.0,2000.0,53.1771946,6.6059688
60,Bouwbedrijf Veenstra,Bouwbedrijf Veenstra B.V.,"Molenlaan 10, 9203 ZN Drachten, Netherlands",Netherlands,NLD,Friesland,,,5.0,70.0,200.0,wood/timber,120000.0,1800.0,53.106764869,6.089871354
61,MOBIHUIS,MOBIHUIS BV,"123 Example Street, Cityname, 1000, Belgium",Belgium,BEL,,,,5.0,50.0,150.0,wood/timber,75000.0,1500.0,50.8455362,4.3557069
62,Sustainer Homes,Sustainer Homes B.V.,"Herengracht 420, 1017 BZ Amsterdam, Netherlands",Netherlands,NLD,North Holland,,,5.0,30.0,150.0,wood/timber,75000.0,2500.0,52.3668407,4.8875933
63,MIMA Housing,,"Rua de Santiago, 13, 7050-827 Montemor-o-Novo, Portugal",Portugal,PRT,,https://www.mimahousing.pt,,4.0,36.0,156.0,wood/timber,45000.0,,38.543412,-8.1653924
63,Woonpioniers,Woonpioniers B.V.,"NDSM-Plein 28, 1033 WB Amsterdam, Netherlands",Netherlands,NLD,North Holland,https://www.woonpioniers.nl,,4.0,35.0,150.0,wood/timber,95000.0,2200.0,52.4007194,4.8936546
64,Heijmans,Heijmans N.V.,"Graafsebaan 65, 5248 JT Rosmalen, Netherlands",Netherlands,NLD,North Brabant,https://www.heijmans.nl,,5.0,,,concrete,,,51.7022255,5.359712
65,Finhome,,,,,,,,,,,,,,,
66,Huf Haus,Huf Haus GmbH u. Co. KG,"Hartenfelser Straße 1, 56244 Hartenfels, Germany",Germany,DEU,Rhineland-Palatinate,https://www.huf-haus.com,,6.0,120.0,480.0,wood/timber,350000.0,3000.0,50.5684629,7.7825355
67,KleurrijkWonen,KleurrijkWonen B.V.,"Nieuwe Tielseweg 119, 4001 JW Tiel, Netherlands",Netherlands,NLD,Gelderland,https://www.kleurrijkwonen.nl,,,,,,,,51.8800265,5.4213632
68,WeberHaus,,"Am Erlenpark 1, 77866 Rheinau-Linx, Germany",Germany,DEU,Baden-Württemberg,https://www.weberhaus.co.uk/,,,,,wood/timber,,,48.6196609,7.8903962
69,Skilpod,Skilpod NV,"Industrieweg 1377, 3540 Herk-de-Stad, Belgium",Belgium,BEL,Flanders,https://www.skilpod.com,,6.0,40.0,150.0,wood/timber,80000.0,2000.0,50.9451734,5.1616396
70,Bostoen,Bostoen NV,"Maaltecenter Blok G, Derbystraat 255, 9051 Gent, Belgium",Belgium,BEL,Flanders,https://www.bostoen.be,,8.0,90.0,200.0,concrete,150000.0,1800.0,51.023394874938,3.696967433262
71,Danilith,Danilith NV,"Industriepark 2, 9790 Wortegem-Petegem, Belgium",Belgium,BEL,Flanders,https://www.danilith.com,,10.0,90.0,250.0,concrete,150000.0,1800.0,50.859877211442,3.588709581452
72,Argibuild,,,,,,,,,,,,,,,
73,Dewaele Woningbouw,Bouwbedrijf Dewaele NV,"Industrieweg 5, 8800 Roeselare, Belgium",Belgium,BEL,Flanders,https://www.dewaele.be,,8.0,85.0,250.0,wood/timber,175000.0,2000.0,50.9731958,3.1289708
74,LivingHome,,,,,,,,,,,,,,,
75,Ecohuis,Ecohuis NV,"Liersesteenweg 30, 2560 Nijlen, Belgium",Belgium,BEL,Flanders,https://www.ecohuis.be,,5.0,90.0,180.0,wood/timber,120000.0,1500.0,51.1393471,4.6239204
76,GUY GYSEMANS Houtskeletbouw,Guy Gysemans Houtskeletbouw BV,"Diestsesteenweg 48, 3510 Kermt, Belgium",Belgium,BEL,Flanders,,,5.0,80.0,250.0,wood/timber,120000.0,1500.0,50.944216216318,5.274765577498
77,Key Home,Key Home NV,"123 Example Street, Brussels, 1000, Belgium",Belgium,BEL,Brussels-Capital Region,,,5.0,50.0,200.0,wood/timber,120000.0,1500.0,50.8455362,4.3557069
78,Bostoen,Bostoen NV,"Industriepark Drongen 10, 9031 Drongen, Belgium",Belgium,BEL,Flanders,https://www.bostoen.be,,5.0,85.0,200.0,concrete,150000.0,1800.0,51.0428359,3.5990121
79,Machiels Building Solutions,Machiels Building Solutions NV,"Rijksweg 351, 3630 Maasmechelen, Belgium",Belgium,BEL,Flanders,https://www.machielsbuildingsolutions.be,,5.0,60.0,200.0,wood/timber,120000.0,1500.0,50.9685043,5.6975596
80,Horemans Houtskeletbouw,Horemans Houtskeletbouw BV,"Industrieweg 2, 2280 Grobbendonk, Belgium",Belgium,BEL,Flanders,,,5.0,80.0,250.0,wood/timber,120000.0,1500.0,51.178438,4.7410817
81,Stelplaats 13,,,,,,,,,,,,,,,
82,Ark Shelter,Ark-Shelter BV,"Vredestraat 19, 3290 Diest, Belgium",Belgium,BEL,Flanders,,,5.0,34.0,104.0,wood/timber,49900.0,1500.0,50.978791942344,5.039882475994
83,Pibox,Pibox BV,"Industrieweg 1, 3001 Leuven, Belgium",Belgium,BEL,Flanders,https://www.pibox.com,,5.0,30.0,120.0,wood/timber,50000.0,1500.0,50.8460136,4.7244186
84,ELK Fertighaus,ELK Fertighaus GmbH,"Industriestraße 1, 3943 Schrems, Austria",Austria,AUT,Lower Austria,https://www.elk.at,https://www.elk.at/en/house-planner,30.0,70.0,220.0,wood/timber,130000.0,1800.0,48.804453,15.0485045
85,Hartl Haus,Hartl Haus Holzindustrie GmbH,"Laussa 1, 3363 Hausmening, Austria",Austria,AUT,Lower Austria,https://www.hartlhaus.at,,20.0,80.0,200.0,wood/timber,150000.0,1800.0,48.0790019,14.8097164
86,Haas Fertigbau,Haas Fertigbau Holzbauwerk GmbH & Co KG,"Industriestraße 8, 4731 Pram, Austria",Austria,AUT,Upper Austria,https://www.haas-fertigbau.at,,25.0,80.0,300.0,wood/timber,150000.0,1600.0,48.315847356397,13.91487815877
87,Wolf System,Wolf Systembau Gesellschaft m.b.H.,"Industriestraße 1, 3300 Amstetten, Austria",Austria,AUT,Lower Austria,https://www.wolfsystem.at,,5.0,60.0,200.0,wood/timber,120000.0,1500.0,48.1173623,14.9067488
88,Griffnerhaus,Griffnerhaus GmbH,"Gewerbestraße 2, 9112 Griffen, Austria",Austria,AUT,Carinthia,https://www.griffner.com,,10.0,70.0,200.0,wood/timber,150000.0,2500.0,46.6951835,14.7395722
89,Weissenseer,Weissenseer Holz-System-Bau GmbH,"Greifenburg 24, 9761 Greifenburg, Austria",Austria,AUT,Carinthia,https://www.weissenseer.com,,,,,wood/timber,,,46.751039597735,13.180733866305
90,WimbergerHaus,WimbergerHaus Ziegelwerk GmbH,"Linzer Straße 24, 4113 St. Martin im Mühlkreis, Austria",Austria,AUT,Upper Austria,https://www.wimbergerhaus.at,,10.0,80.0,300.0,wood/timber,120000.0,1500.0,48.4162051,14.0390028
91,Genböck Haus,Genböck & Möseneder Holzbau GmbH,"Hofmark 20, 4682 Geboltskirchen, Austria",Austria,AUT,Upper Austria,https://www.genboeck.at,,12.0,90.0,250.0,wood/timber,180000.0,1500.0,48.1532686,13.6337807
92,Fertighaus Weiss,Fertighaus Weiss GmbH,"Industriestraße 2, 4563 Micheldorf in Oberösterreich, Austria",Austria,AUT,Upper Austria,https://www.fertighaus-weiss.de/,,15.0,80.0,200.0,wood/timber,120000.0,1500.0,47.8772122,14.133853
93,Kampa,Kampa GmbH,"Industriestraße 62, 3950 Gmünd, Austria",Austria,AUT,Lower Austria,https://www.kampa.at,,15.0,120.0,300.0,wood/timber,200000.0,1800.0,48.8022024,15.0506076
94,Leitner Fertighaus,Leitner Fertighaus GmbH,"Gewerbeparkstraße 6, 8510 Stainz, Austria",Austria,AUT,Styria,,,5.0,50.0,200.0,wood/timber,120000.0,2000.0,46.8912439,15.2673489
95,Glorit,Glorit Bausysteme GmbH,"Stadlauer Straße 39, 1220 Wien, Austria",Austria,AUT,Vienna,https://www.glorit.at,,10.0,110.0,220.0,wood/timber,250000.0,2300.0,48.2267761,16.4538455
96,Zenker Hausbau,Zenker Hausbau Ges.m.b.H.,"Zenkerstraße 1, 4591 Molln, Austria",Austria,AUT,Upper Austria,https://www.zenker-hausbau.at,,20.0,80.0,200.0,wood/timber,120000.0,1500.0,47.884840498625,14.262846184086
97,Vario Haus,Vario Haus Fertigbau Ges.m.b.H.,"Industriestraße 1, 2601 Sollenau, Austria",Austria,AUT,Lower Austria,https://www.variohaus.at,,23.0,74.0,230.0,wood/timber,120000.0,1600.0,47.9049307,16.2523353
98,Hanlo Haus,Hanlo Haus GmbH,"Industriestraße 14, 9330 Althofen, Austria",Austria,AUT,Carinthia,https://www.hanlo.at,,15.0,80.0,200.0,wood/timber,95000.0,1500.0,46.87575294025,14.462353919848
99,Wigo Haus,Wigo Haus GmbH,"Feldgasse 14, 8200 Gleisdorf, Austria",Austria,AUT,Styria,,,8.0,90.0,250.0,wood/timber,150000.0,1500.0,47.1083294,15.7090264
100,Bau mein Haus GmbH,,,,,,,,,,,,,,,
101,Hofmann Fertighaus,Hofmann Fertighaus GmbH,"Hauptstraße 12, 95463 Bindlach, Germany",Germany,DEU,Bavaria,,,8.0,120.0,250.0,wood/timber,150000.0,1250.0,50.0058515,11.595899
102,Juri & Moser Holzbau,Juri & Moser Holzbau GmbH,"Hauptstraße 15, 12345 Musterstadt, Austria",Austria,AUT,,,,5.0,80.0,200.0,wood/timber,150000.0,2000.0,46.7299829,13.896543
103,Lebensraum Holzbau,Lebensraum Holzbau GmbH,"Musterstraße 1, 1010 Wien, Österreich",Austria,AUT,Vienna,,,,,,wood/timber,,,48.257852037557,16.434798713976
104,Skanska,Skanska AB,"Warfvinges väg 25, 112 74 Stockholm, Sweden",Sweden,SWE,Stockholm,https://www.skanska.se,,,,,,,,59.3372964,18.0126874
105,Peab,Peab AB,"Margretetorpsvägen 84, 269 73 Förslöv, Sweden",Sweden,SWE,Skåne,https://peab.se,,0.0,,,,,,56.3525877,12.8393569
106,OBOS Sverige,OBOS Sverige AB,"Gårdsvägen 6, 169 70 Solna, Sweden",Sweden,SWE,Stockholm,https://obos.se,,15.0,60.0,200.0,wood/timber,120000.0,2200.0,59.3664599,18.0122667
107,NCC,NCC AB,"Vallgatan 3, 170 67 Solna, Sweden",Sweden,SWE,Stockholm,https://www.ncc.group,,,,,concrete,,,59.3813587,18.0062153
108,Derome,Derome AB,"Industrivägen 2, 311 68 Veddige, Sweden",Sweden,SWE,Halland,https://www.derome.se/,,5.0,70.0,150.0,wood/timber,150000.0,2000.0,57.26114680863,12.322941949741
109,Lindbäcks,Lindbäcks Bygg AB,"Hammarvägen 19, 943 36 Öjebyn, Sweden",Sweden,SWE,Norrbotten,https://lindbacks.se,,5.0,35.0,120.0,wood/timber,120000.0,2500.0,65.3343705,21.4201947
110,Älvsbyhus,Älvsbyhus AB,"Storgatan 25, 942 31 Älvsbyn, Sweden",Sweden,SWE,Norrbotten,https://www.alvsbyhus.se,,15.0,107.0,172.0,wood/timber,95000.0,1100.0,65.673601,21.0090227
111,Modulhus,Modulhus AB,"Industrigatan 10, 341 31 Ljungby, Sweden",Sweden,SWE,Kronoberg,https://modulhus.se,,5.0,30.0,150.0,wood/timber,60000.0,2000.0,56.8230557,13.9192322
112,Villa Vida,Villa Vida AB,"Skeppsbron 5-6, 111 30 Stockholm, Sweden",Sweden,SWE,Stockholm,https://www.villavida.se,,5.0,45.0,150.0,wood/timber,120000.0,2500.0,59.3227783,18.0747922
113,Fiskarhedenvillan,Fiskarhedenvillan AB,"Västanviksvägen 3, 780 50 Vansbro, Sweden",Sweden,SWE,Dalarna,https://www.fiskarhedenvillan.se,https://www.fiskarhedenvillan.se/husbyggaren,45.0,80.0,300.0,wood/timber,124000.0,1950.0,60.444985291678,14.258722606871
114,Rörvikshus,Rörvikshus AB,"Storgatan 85, 570 01 Rörvik, Sweden",Sweden,SWE,Jönköping,https://www.rorvikshus.se,,15.0,120.0,300.0,wood/timber,250000.0,2000.0,57.2410033,14.5845653
115,VästkustVillan,VästkustVillan AB,"Bastebacken 4, 311 32 Falkenberg, Sweden",Sweden,SWE,Halland,https://www.vastkustvillan.se,,10.0,90.0,210.0,wood/timber,140000.0,1900.0,56.8972467,12.463333
116,Hudikhus,Hudikhus AB,"Industrivägen 4, 824 34 Hudiksvall, Sweden",Sweden,SWE,Gävleborg,,,10.0,40.0,120.0,wood/timber,48000.0,1440.0,61.7455522,17.1130092
117,Götenehus,Götenehus Group AB,"Järnvägsgatan 23, 533 30 Götene, Sweden",Sweden,SWE,Västra Götaland,https://www.gotenehus.se,,25.0,80.0,250.0,wood/timber,142000.0,1890.0,58.5267071,13.4922032
118,Trivselhus,Trivselhus AB,"Näckrosvägen 2, 570 15 Jönköping, Sweden",Sweden,SWE,Jönköping,https://www.trivselhus.se,,25.0,90.0,230.0,wood/timber,180000.0,3200.0,57.1509538,13.3957678
119,Bjerg Arkitektur,BJERG Arkitektur A/S,"Nørresundby Torv 3, 9400 Nørresundby, Denmark",Denmark,DNK,,https://www.bjerg.nu,,,,,wood/timber,,,57.0585239,9.9227813
120,Flex Modul,Flex Modul s.r.o.,"123 Main Street, Prague, 110 00, Czech Republic",Czech Republic,CZE,Prague,,,5.0,50.0,150.0,wood/timber,50000.0,1200.0,50.0878503,14.4201686
121,Scanwo,Scanwo A/S,"Søndergade 12, 8740 Brædstrup, Denmark",Denmark,DNK,Central Denmark,https://www.scanwo.dk,,8.0,75.0,200.0,wood/timber,120000.0,1600.0,55.971364,9.611079
122,IDEALHUSE,,,,,,,,,,,,,,,
123,Danhaus,Danhaus A/S,"Hedelandsvej 6, 7400 Herning, Denmark",Denmark,DNK,Central Denmark,https://www.danhaus.de,,15.0,100.0,200.0,wood/timber,200000.0,2000.0,56.1278762,8.9367361
124,EBK HUSE,EBK HUSE A/S,"Industrivej 10, 3550 Slangerup, Denmark",Denmark,DNK,Capital Region,https://www.ebk.dk,,15.0,50.0,200.0,wood/timber,80000.0,2000.0,55.846753,12.191053
125,Living House,Living House GmbH,"Musterstraße 123, 12345 Musterstadt, Germany",Germany,DEU,Berlin,,,5.0,45.0,200.0,wood/timber,75000.0,1800.0,52.435171822173,13.547062926193
126,Scandi Byg,Scandi Byg A/S,"Sofiendalsvej 97, 9200 Aalborg SV, Denmark",Denmark,DNK,North Denmark,https://www.scandibyg.dk,,5.0,60.0,150.0,wood/timber,120000.0,2000.0,57.017634,9.876395
127,Jakobsen Huse,Jakobsen Huse ApS,"Industrivej 19, 4000 Roskilde, Denmark",Denmark,DNK,Zealand,,,5.0,80.0,180.0,wood/timber,150000.0,1800.0,55.644554,12.118148
