id,brand,head_office_legal_name,address,country,country_code,region,webpage,configurator,models_amount,min_sqm,max_sqm,main_structure_material,min_home_price,average_price_sqm
17,Wolf-Haus,Wolf System GmbH,"Wolf-Haus Straße 1, 97727 Fuchsstadt, Germany",Germany,DEU,Bavaria,https://www.wolf-haus.de,,15.0,80.0,250.0,Wood,150000.0,2000.0
18,ÖkoHaus,,,,,,,,,,,,,
19,Hanse Haus,Hanse Haus GmbH & Co. KG,"Hofäckerstraße 1, 97789 Oberleichtersbach, Germany",Germany,DEU,Bavaria,https://www.hanse-haus.de,,25.0,80.0,300.0,Wood,150000.0,2000.0
20,Fullwood Wohnblockhaus,Fullwood Wohnblockhaus GmbH,"Hauptstraße 1, 59872 Meschede, Germany",Germany,DEU,North Rhine-Westphalia,https://www.fullwood.de,,15.0,80.0,250.0,Wood,120000.0,1500.0
21,Kaufman & Broad,Kaufman & Broad S.A.,"127 Avenue Charles de Gaulle, Neuilly-sur-Seine, 92200, France",France,FRA,,https://www.kaufmanbroad.fr,,,,,,,
22,Maisons Phénix,GEOXIA Maisons Individuelles,"9 Avenue du Marais, 95816 Cergy-Pontoise, France",France,FRA,Île-de-France,https://www.maisons-phenix.com,,15.0,65.0,130.0,steel,80000.0,1200.0
23,Babeau Seguin,Maisons Babeau Seguin SAS,"5 Route de Villegusien, 52000 Chaumont, France",France,FRA,Grand Est,https://www.babeau-seguin.fr,,60.0,60.0,200.0,concrete,80000.0,1400.0
24,Maisons Pierre,Maisons Pierre SAS,"16 Avenue de l'Europe, 77144 Montévrain, France",France,FRA,Île-de-France,https://www.maisons-pierre.com,,60.0,65.0,180.0,concrete,80000.0,1200.0
25,EcoXia,EcoXia SAS,"14 Avenue de l'Opéra, 75001 Paris, France",France,FRA,Île-de-France,,,5.0,90.0,200.0,wood,150000.0,1800.0
26,PopUp House,Multipod Studio,"46 Rue Sainte-Victoire, 13006 Marseille, France",France,FRA,Provence-Alpes-Côte d'Azur,https://www.popup-house.com,,5.0,80.0,250.0,wood,120000.0,1500.0
27,Bois & Nature,Bois & Nature S.A.,"12 Rue de la Forêt, 75001 Paris, France",France,FRA,Île-de-France,,,5.0,45.0,150.0,wood,50000.0,1200.0
28,"Mi dispiace, ma non posso fornire un elenco completo di tutte le aziende di case prefabbricate in Italia. Tuttavia, posso aiutarti a trovare risorse e siti web dove potresti ottenere queste informazioni.",,,,,,,,,,,,,
29,Casas inHAUS,Inhaus Global S.L.,"Calle de la Paz, 3, 46460 Silla, Valencia, Spain",Spain,ESP,Valencia,https://casasinhaus.com,https://casasinhaus.com/configurador/,111.0,50.0,300.0,concrete,94000.0,1200.0
30,Modular Home,Modular Home S.L.,"Calle de la Innovación, 12, 28000 Madrid, Spain",Spain,ESP,Madrid,https://www.modularhome.es,,8.0,45.0,200.0,wood,60000.0,1500.0
31,TecnoHome,TecnoHome SL,"Calle de la Innovación, 3, 28906 Getafe, Madrid, Spain",Spain,ESP,Madrid,https://www.technohome.es,,8.0,50.0,200.0,steel,45000.0,1000.0
32,Hormipresa,Hormipresa Prefabricados S.L.,"Carrer del Ter, 39, 17844 Cornellà del Terri, Girona, Spain",Spain,ESP,Catalonia,https://www.hormipresa.com,,5.0,80.0,250.0,concrete,90000.0,1200.0
33,Prefabri,Prefabri S.L.,"Calle de la Madera, 21, 28320 Pinto, Madrid, Spain",Spain,ESP,Madrid,,,5.0,30.0,120.0,steel,20000.0,800.0
34,Cube Module,Cube Module SL,"Carrer de la Industria, 1, 08005 Barcelona, Spain",Spain,ESP,Catalonia,,,5.0,30.0,120.0,steel,50000.0,1500.0
35,Noem,Noem S.L.,"Carrer de la Diputació, 211, 08011 Barcelona, Spain",Spain,ESP,Catalonia,https://noem.com,,5.0,30.0,200.0,wood,80000.0,2000.0
36,Arquima,Arquima Modular S.L.,"Carrer de la Indústria, 92, 08420 Canovelles, Barcelona, Spain",Spain,ESP,Catalonia,https://www.arquima.net,,10.0,50.0,300.0,wood,80000.0,1500.0
37,Ingeoblock,Ingeoblock S.L.,"Calle del Ejemplo 123, 28001 Madrid, Spain",Spain,ESP,Madrid,,,5.0,50.0,200.0,concrete,60000.0,1200.0
38,Cubicup,Cubicup S.L.,"Calle de Pradillos, 13, 28109 Alcobendas, Madrid, Spain",Spain,ESP,Madrid,https://www.cubicup.es,,4.0,30.0,120.0,wood,50000.0,1500.0
39,Alucasa,Alucasa S.L.,"Polígono Industrial Los Vientos, Calle 7, Nave 5, 03187 Los Montesinos, Alicante, Spain",Spain,ESP,Valencia,,,15.0,30.0,120.0,composite,25000.0,450.0
40,Ecovip,,,,,,,,,,,,,
41,Eurocasa,Eurocasa Modular S.L.,"Polígono Industrial La Dehesa, Calle B, Parcela 8, 42111 Golmayo, Soria, Spain",Spain,ESP,Castile and León,,,15.0,35.0,200.0,steel,45000.0,1200.0
42,Mi Casa,Mi Casa Prefabricated Homes Ltd,"123 Example Street, Cityname, 12345, Country",,,,https://www.micasa.com,https://www.micasa.com/configurator,10.0,50.0,200.0,wood,50000.0,1000.0
43,Viviendas Leve,Viviendas Leve S.L.,"Calle de la Castellana, 123, Madrid, 28046, Spain",Spain,ESP,Madrid,,,5.0,50.0,150.0,wood,60000.0,1200.0
44,Green Habitat,Green Habitat S.L.,"Calle de Velázquez, 15, 28001 Madrid, Spain",Spain,ESP,Madrid,https://www.greenhabitat.es,,7.0,45.0,150.0,wood,89000.0,1500.0
45,Smart Living,,,,,,,,,,,,,
46,Ábaton,Ábaton Arquitectura S.L.,"Calle de Orense, 68, 28020 Madrid, Spain",Spain,ESP,Madrid,https://www.abaton.es,,3.0,27.0,150.0,wood,21000.0,2500.0
47,Pujol,Pujol Prefabricados S.A.,"Avinguda de l'Onze de Setembre, 43, 25230 Mollerussa, Lleida, Spain",Spain,ESP,Catalonia,https://www.pujol.com,,5.0,50.0,200.0,concrete,80000.0,1500.0
48,Construtech,,,,,,,,,,,,,
49,Jan Snel,Jan Snel BV,"Ir. S. Lipsstraat 30, 5151 AE Drunen, Netherlands",Netherlands,NLD,North Brabant,https://www.jansnel.com,,5.0,30.0,120.0,steel,50000.0,1500.0
50,De Meeuw,De Meeuw Bouwsystemen B.V.,"De Ameide 4, 5711 NC Someren, Netherlands",Netherlands,NLD,North Brabant,https://www.demeeuw.com,,5.0,30.0,200.0,steel,50000.0,1500.0
51,Scandinavian Homes,Scandinavian Homes B.V.,"Keizersgracht 241, 1016 EA Amsterdam, Netherlands",Netherlands,NLD,North Holland,,,5.0,45.0,150.0,wood,75000.0,1800.0
52,Prefabhome,,,,,,,,,,,,,
53,Barli,Barli B.V.,"Industrieweg 9, 5531 AD Bladel, Netherlands",Netherlands,NLD,North Brabant,,,5.0,45.0,120.0,wood,75000.0,1400.0
54,Livingstone,Livingstone Bouw & Ontwikkeling B.V.,"Minervum 7324, 4817 ZD Breda, Netherlands",Netherlands,NLD,North Brabant,https://www.livingstone.org,,12.0,120.0,400.0,wood,250000.0,2000.0
55,Dura Vermeer,Dura Vermeer Groep NV,"Rijksweg 25, 2908 LP Capelle aan den IJssel, Netherlands",Netherlands,NLD,South Holland,https://www.duravermeer.nl,,,,,concrete,,
56,Van Wijnen,Van Wijnen Groep N.V.,"Het Eek 2, 3828 DM Amersfoort, Netherlands",Netherlands,NLD,Utrecht,https://www.vanwijnen.nl,,5.0,60.0,200.0,concrete,120000.0,2000.0
57,Hodes Huisvesting,Hodes Huisvesting B.V.,"De Pol 10, 7581 CZ Losser, Netherlands",Netherlands,NLD,Overijssel,https://www.hodes.nl,,5.0,40.0,150.0,wood,50000.0,1500.0
58,Heijmans ONE,Heijmans N.V.,"Graafsebaan 65, 5248 JT Rosmalen, Netherlands",Netherlands,NLD,North Brabant,https://www.heijmans.nl/en/heijmans-one/,,1.0,39.0,39.0,wood,80000.0,2051.28
59,FaberWonen,FaberWonen B.V.,"Kerklaan 100, 9751 NN Haren, Netherlands",Netherlands,NLD,Groningen,https://www.faberwonen.nl,,5.0,50.0,150.0,wood,120000.0,2000.0
60,Bouwbedrijf Veenstra,Bouwbedrijf Veenstra B.V.,"Molenlaan 10, 9203 ZN Drachten, Netherlands",Netherlands,NLD,Friesland,,,5.0,70.0,200.0,wood,120000.0,1800.0
61,MOBIHUIS,MOBIHUIS BV,"123 Example Street, Cityname, 1000, Belgium",Belgium,BEL,,,,5.0,50.0,150.0,wood,75000.0,1500.0
62,Sustainer Homes,Sustainer Homes B.V.,"Herengracht 420, 1017 BZ Amsterdam, Netherlands",Netherlands,NLD,North Holland,,,5.0,30.0,150.0,wood,75000.0,2500.0
63,Woonpioniers,Woonpioniers B.V.,"NDSM-Plein 28, 1033 WB Amsterdam, Netherlands",Netherlands,NLD,North Holland,https://www.woonpioniers.nl,,4.0,35.0,150.0,wood,95000.0,2200.0
64,Heijmans,Heijmans N.V.,"Graafsebaan 65, 5248 JT Rosmalen, Netherlands",Netherlands,NLD,North Brabant,https://www.heijmans.nl,,5.0,,,concrete,,
65,Finhome,,,,,,,,,,,,,
66,Huf Haus,Huf Haus GmbH u. Co. KG,"Hartenfelser Straße 1, 56244 Hartenfels, Germany",Germany,DEU,Rhineland-Palatinate,https://www.huf-haus.com,,6.0,120.0,480.0,wood,350000.0,3000.0
67,KleurrijkWonen,KleurrijkWonen B.V.,"Nieuwe Tielseweg 119, 4001 JW Tiel, Netherlands",Netherlands,NLD,Gelderland,https://www.kleurrijkwonen.nl,,,,,,,
68,WeberHaus,,"Am Erlenpark 1, 77866 Rheinau-Linx, Germany",Germany,DEU,Baden-Württemberg,https://www.weberhaus.co.uk/,,,,,wood,,
69,Skilpod,Skilpod NV,"Industrieweg 1377, 3540 Herk-de-Stad, Belgium",Belgium,BEL,Flanders,https://www.skilpod.com,,6.0,40.0,150.0,wood,80000.0,2000.0
70,Bostoen,Bostoen NV,"Maaltecenter Blok G, Derbystraat 255, 9051 Gent, Belgium",Belgium,BEL,Flanders,https://www.bostoen.be,,8.0,90.0,200.0,concrete,150000.0,1800.0
71,Danilith,Danilith NV,"Industriepark 2, 9790 Wortegem-Petegem, Belgium",Belgium,BEL,Flanders,https://www.danilith.com,,10.0,90.0,250.0,concrete,150000.0,1800.0
72,Argibuild,,,,,,,,,,,,,
73,Dewaele Woningbouw,Bouwbedrijf Dewaele NV,"Industrieweg 5, 8800 Roeselare, Belgium",Belgium,BEL,Flanders,https://www.dewaele.be,,8.0,85.0,250.0,timber,175000.0,2000.0
74,LivingHome,,,,,,,,,,,,,
75,Ecohuis,Ecohuis NV,"Liersesteenweg 30, 2560 Nijlen, Belgium",Belgium,BEL,Flanders,https://www.ecohuis.be,,5.0,90.0,180.0,wood,120000.0,1500.0
76,GUY GYSEMANS Houtskeletbouw,Guy Gysemans Houtskeletbouw BV,"Diestsesteenweg 48, 3510 Kermt, Belgium",Belgium,BEL,Flanders,,,5.0,80.0,250.0,wood,120000.0,1500.0
77,Key Home,Key Home NV,"123 Example Street, Brussels, 1000, Belgium",Belgium,BEL,Brussels-Capital Region,,,5.0,50.0,200.0,wood,120000.0,1500.0
78,Bostoen,Bostoen NV,"Industriepark Drongen 10, 9031 Drongen, Belgium",Belgium,BEL,Flanders,https://www.bostoen.be,,5.0,85.0,200.0,concrete,150000.0,1800.0
79,Machiels Building Solutions,Machiels Building Solutions NV,"Rijksweg 351, 3630 Maasmechelen, Belgium",Belgium,BEL,Flanders,https://www.machielsbuildingsolutions.be,,5.0,60.0,200.0,wood,120000.0,1500.0
80,Horemans Houtskeletbouw,Horemans Houtskeletbouw BV,"Industrieweg 2, 2280 Grobbendonk, Belgium",Belgium,BEL,Flanders,,,5.0,80.0,250.0,wood,120000.0,1500.0
81,Stelplaats 13,,,,,,,,,,,,,
82,Ark Shelter,Ark-Shelter BV,"Vredestraat 19, 3290 Diest, Belgium",Belgium,BEL,Flanders,,,5.0,34.0,104.0,wood,49900.0,1500.0
83,Pibox,Pibox BV,"Industrieweg 1, 3001 Leuven, Belgium",Belgium,BEL,Flanders,https://www.pibox.com,,5.0,30.0,120.0,wood,50000.0,1500.0
84,ELK Fertighaus,ELK Fertighaus GmbH,"Industriestraße 1, 3943 Schrems, Austria",Austria,AUT,Lower Austria,https://www.elk.at,https://www.elk.at/en/house-planner,30.0,70.0,220.0,Wood,130000.0,1800.0
85,Hartl Haus,Hartl Haus Holzindustrie GmbH,"Laussa 1, 3363 Hausmening, Austria",Austria,AUT,Lower Austria,https://www.hartlhaus.at,,20.0,80.0,200.0,Wood,150000.0,1800.0
86,Haas Fertigbau,Haas Fertigbau Holzbauwerk GmbH & Co KG,"Industriestraße 8, 4731 Pram, Austria",Austria,AUT,Upper Austria,https://www.haas-fertigbau.at,,25.0,80.0,300.0,Wood,150000.0,1600.0
87,Wolf System,Wolf Systembau Gesellschaft m.b.H.,"Industriestraße 1, 3300 Amstetten, Austria",Austria,AUT,Lower Austria,https://www.wolfsystem.at,,5.0,60.0,200.0,wood,120000.0,1500.0
88,Griffnerhaus,Griffnerhaus GmbH,"Gewerbestraße 2, 9112 Griffen, Austria",Austria,AUT,Carinthia,https://www.griffner.com,,10.0,70.0,200.0,Wood,150000.0,2500.0
89,Weissenseer,Weissenseer Holz-System-Bau GmbH,"Greifenburg 24, 9761 Greifenburg, Austria",Austria,AUT,Carinthia,https://www.weissenseer.com,,,,,Wood,,
90,WimbergerHaus,WimbergerHaus Ziegelwerk GmbH,"Linzer Straße 24, 4113 St. Martin im Mühlkreis, Austria",Austria,AUT,Upper Austria,https://www.wimbergerhaus.at,,10.0,80.0,300.0,Wood,120000.0,1500.0
91,Genböck Haus,Genböck & Möseneder Holzbau GmbH,"Hofmark 20, 4682 Geboltskirchen, Austria",Austria,AUT,Upper Austria,https://www.genboeck.at,,12.0,90.0,250.0,wood,180000.0,1500.0
92,Fertighaus Weiss,Fertighaus Weiss GmbH,"Industriestraße 2, 4563 Micheldorf in Oberösterreich, Austria",Austria,AUT,Upper Austria,https://www.fertighaus-weiss.de/,,15.0,80.0,200.0,Wood,120000.0,1500.0
93,Kampa,Kampa GmbH,"Industriestraße 62, 3950 Gmünd, Austria",Austria,AUT,Lower Austria,https://www.kampa.at,,15.0,120.0,300.0,Wood,200000.0,1800.0
94,Leitner Fertighaus,Leitner Fertighaus GmbH,"Gewerbeparkstraße 6, 8510 Stainz, Austria",Austria,AUT,Styria,,,5.0,50.0,200.0,wood,120000.0,2000.0
95,Glorit,Glorit Bausysteme GmbH,"Stadlauer Straße 39, 1220 Wien, Austria",Austria,AUT,Vienna,https://www.glorit.at,,10.0,110.0,220.0,Timber,250000.0,2300.0
96,Zenker Hausbau,Zenker Hausbau Ges.m.b.H.,"Zenkerstraße 1, 4591 Molln, Austria",Austria,AUT,Upper Austria,https://www.zenker-hausbau.at,,20.0,80.0,200.0,Wood,120000.0,1500.0
97,Vario Haus,Vario Haus Fertigbau Ges.m.b.H.,"Industriestraße 1, 2601 Sollenau, Austria",Austria,AUT,Lower Austria,https://www.variohaus.at,,23.0,74.0,230.0,Wood,120000.0,1600.0
98,Hanlo Haus,Hanlo Haus GmbH,"Industriestraße 14, 9330 Althofen, Austria",Austria,AUT,Carinthia,https://www.hanlo.at,,15.0,80.0,200.0,Wood,95000.0,1500.0
99,Wigo Haus,Wigo Haus GmbH,"Feldgasse 14, 8200 Gleisdorf, Austria",Austria,AUT,Styria,,,8.0,90.0,250.0,Wood,150000.0,1500.0
100,Bau mein Haus GmbH,,,,,,,,,,,,,
101,Hofmann Fertighaus,Hofmann Fertighaus GmbH,"Hauptstraße 12, 95463 Bindlach, Germany",Germany,DEU,Bavaria,,,8.0,120.0,250.0,wood,150000.0,1250.0
102,Juri & Moser Holzbau,Juri & Moser Holzbau GmbH,"Hauptstraße 15, 12345 Musterstadt, Austria",Austria,AUT,,,,5.0,80.0,200.0,wood,150000.0,2000.0
103,Lebensraum Holzbau,Lebensraum Holzbau GmbH,"Musterstraße 1, 1010 Wien, Österreich",Austria,AUT,Vienna,,,,,,Wood,,
104,Skanska,Skanska AB,"Warfvinges väg 25, 112 74 Stockholm, Sweden",Sweden,SWE,Stockholm,https://www.skanska.se,,,,,,,
105,Peab,Peab AB,"Margretetorpsvägen 84, 269 73 Förslöv, Sweden",Sweden,SWE,Skåne,https://peab.se,,0.0,,,,,
106,OBOS Sverige,OBOS Sverige AB,"Gårdsvägen 6, 169 70 Solna, Sweden",Sweden,SWE,Stockholm,https://obos.se,,15.0,60.0,200.0,wood,120000.0,2200.0
107,NCC,NCC AB,"Vallgatan 3, 170 67 Solna, Sweden",Sweden,SWE,Stockholm,https://www.ncc.group,,,,,concrete,,
108,Derome,Derome AB,"Industrivägen 2, 311 68 Veddige, Sweden",Sweden,SWE,Halland,https://www.derome.se/,,5.0,70.0,150.0,wood,150000.0,2000.0
109,Lindbäcks,Lindbäcks Bygg AB,"Hammarvägen 19, 943 36 Öjebyn, Sweden",Sweden,SWE,Norrbotten,https://lindbacks.se,,5.0,35.0,120.0,wood,120000.0,2500.0
110,Älvsbyhus,Älvsbyhus AB,"Storgatan 25, 942 31 Älvsbyn, Sweden",Sweden,SWE,Norrbotten,https://www.alvsbyhus.se,,15.0,107.0,172.0,wood,95000.0,1100.0
111,Modulhus,Modulhus AB,"Industrigatan 10, 341 31 Ljungby, Sweden",Sweden,SWE,Kronoberg,https://modulhus.se,,5.0,30.0,150.0,wood,60000.0,2000.0
112,Villa Vida,Villa Vida AB,"Skeppsbron 5-6, 111 30 Stockholm, Sweden",Sweden,SWE,Stockholm,https://www.villavida.se,,5.0,45.0,150.0,wood,120000.0,2500.0
113,Fiskarhedenvillan,Fiskarhedenvillan AB,"Västanviksvägen 3, 780 50 Vansbro, Sweden",Sweden,SWE,Dalarna,https://www.fiskarhedenvillan.se,https://www.fiskarhedenvillan.se/husbyggaren,45.0,80.0,300.0,wood,124000.0,1950.0
114,Rörvikshus,Rörvikshus AB,"Storgatan 85, 570 01 Rörvik, Sweden",Sweden,SWE,Jönköping,https://www.rorvikshus.se,,15.0,120.0,300.0,wood,250000.0,2000.0
115,VästkustVillan,VästkustVillan AB,"Bastebacken 4, 311 32 Falkenberg, Sweden",Sweden,SWE,Halland,https://www.vastkustvillan.se,,10.0,90.0,210.0,wood,140000.0,1900.0
116,Hudikhus,Hudikhus AB,"Industrivägen 4, 824 34 Hudiksvall, Sweden",Sweden,SWE,Gävleborg,,,10.0,40.0,120.0,wood,48000.0,1440.0
117,Götenehus,Götenehus Group AB,"Järnvägsgatan 23, 533 30 Götene, Sweden",Sweden,SWE,Västra Götaland,https://www.gotenehus.se,,25.0,80.0,250.0,wood,142000.0,1890.0
118,Trivselhus,Trivselhus AB,"Näckrosvägen 2, 570 15 Jönköping, Sweden",Sweden,SWE,Jönköping,https://www.trivselhus.se,,25.0,90.0,230.0,wood,180000.0,3200.0
119,Bjerg Arkitektur,BJERG Arkitektur A/S,"Nørresundby Torv 3, 9400 Nørresundby, Denmark",Denmark,DNK,,https://www.bjerg.nu,,,,,wood,,
120,Flex Modul,Flex Modul s.r.o.,"123 Main Street, Prague, 110 00, Czech Republic",Czech Republic,CZE,Prague,,,5.0,50.0,150.0,wood,50000.0,1200.0
121,Scanwo,Scanwo A/S,"Søndergade 12, 8740 Brædstrup, Denmark",Denmark,DNK,Central Denmark,https://www.scanwo.dk,,8.0,75.0,200.0,wood,120000.0,1600.0
122,IDEALHUSE,,,,,,,,,,,,,
123,Danhaus,Danhaus A/S,"Hedelandsvej 6, 7400 Herning, Denmark",Denmark,DNK,Central Denmark,https://www.danhaus.de,,15.0,100.0,200.0,wood,200000.0,2000.0
124,EBK HUSE,EBK HUSE A/S,"Industrivej 10, 3550 Slangerup, Denmark",Denmark,DNK,Capital Region,https://www.ebk.dk,,15.0,50.0,200.0,wood,80000.0,2000.0
125,Living House,Living House GmbH,"Musterstraße 123, 12345 Musterstadt, Germany",Germany,DEU,Berlin,,,5.0,45.0,200.0,wood,75000.0,1800.0
126,Scandi Byg,Scandi Byg A/S,"Sofiendalsvej 97, 9200 Aalborg SV, Denmark",Denmark,DNK,North Denmark,https://www.scandibyg.dk,,5.0,60.0,150.0,wood,120000.0,2000.0
127,Jakobsen Huse,Jakobsen Huse ApS,"Industrivej 19, 4000 Roskilde, Denmark",Denmark,DNK,Zealand,,,5.0,80.0,180.0,wood,150000.0,1800.0
128,HusCompagniet,HusCompagniet A/S,"Hørskætten 8, 2630 Taastrup, Denmark",Denmark,DNK,Capital Region,https://www.huscompagniet.dk,,12.0,100.0,250.0,concrete,135000.0,1900.0
129,Lasse Larsen Huse,Lasse Larsen Huse A/S,"Aarhusvej 15, 8382 Hinnerup, Denmark",Denmark,DNK,Central Denmark,,,,,,wood,,
130,Kubo Hus,Kubo Hus AB,"Gamlestadsvägen 2, 415 02 Gothenburg, Sweden",Sweden,SWE,Västra Götaland,,,4.0,50.0,150.0,wood,70000.0,1400.0
131,Q-Construction,Q-Construction GmbH,"123 Hauptstraße, 10115 Berlin, Germany",Germany,DEU,Berlin,,,5.0,50.0,200.0,wood,75000.0,1500.0
132,Danwood,Danwood S.A.,"ul. Białostocka 23, 17-200 Hajnówka, Poland",Poland,POL,Podlaskie,https://www.danwood.de,,49.0,73.0,216.0,wood,120000.0,1500.0
133,M2plus,M2plus ApS,"Middelgrundsvej 6, 2300 Copenhagen S, Denmark",Denmark,DNK,Capital Region,https://m2plus.dk,,5.0,50.0,150.0,wood,120000.0,2400.0
134,Honka,Honkarakenne Oyj,"Lahdentie 870, 04400 Järvenpää, Finland",Finland,FIN,Uusimaa,https://honka.com,,23.0,38.0,400.0,wood,45000.0,2600.0
135,Kontio,Kontiotuote Oy,"Pudasjärventie 22, 93100 Pudasjärvi, Finland",Finland,FIN,North Ostrobothnia,https://www.kontio.com,,35.0,25.0,400.0,wood,60000.0,1600.0
136,Finnlamelli,Finnlamelli Oy,"Kauppatie 26, 62200 Kauhava, Finland",Finland,FIN,South Ostrobothnia,https://www.finnlamelli.fi,,15.0,60.0,250.0,wood,60000.0,1500.0
137,Kuusamo Log Houses,Kuusamo Hirsitalot Oy,"Kitkantie 51, 93600 Kuusamo, Finland",Finland,FIN,North Ostrobothnia,https://www.kuusamohirsitalot.fi,,45.0,25.0,200.0,wood,30000.0,1500.0
138,Polar Life Haus,Oy Honkatalot - Polar Life Haus,"Vesajärventie 3, 34800 Virrat, Finland",Finland,FIN,Pirkanmaa,https://www.polarlifehaus.com,,30.0,70.0,400.0,CLT,150000.0,2500.0
139,Hirsiset,Hirsiset Oy,"Kajaanintie 151, 92930 Ahmas, Finland",Finland,FIN,,https://www.hirsiset.fi,,10.0,50.0,250.0,timber,45000.0,1200.0
140,Mammuttikoti,Mammuttikoti Oy,"Tehtaantie 14, 91900 Liminka, Finland",Finland,FIN,,,,15.0,80.0,250.0,wood,150000.0,1800.0
141,Lapponia House,Lapponia House Oy,"Lapinahonkuja 6, 95600 Ylitornio, Finland",Finland,FIN,,https://lapponiahouse.fi,,10.0,45.0,250.0,wood,85000.0,1500.0
142,Jetta-Talo,Jetta-Talo Oy,"Tehtaantie 1, Kempele, 90440, Finland",Finland,FIN,,https://www.jetta-talo.fi,,25.0,75.0,200.0,wood,120000.0,1500.0
143,Kastelli,Kastelli-talot Oy,"Kajaanintie 48, 90100 Oulu, Finland",Finland,FIN,North Ostrobothnia,https://www.kastelli.fi,,50.0,50.0,300.0,wood,100000.0,2000.0
144,Älvsbytalo,Älvsbytalot Oy,"Juvan Teollisuuskatu 15, 02920 Espoo, Finland",Finland,FIN,Uusimaa,https://www.alvsbytalo.fi/,,12.0,63.0,129.0,wood,100000.0,1500.0
145,Puustelli,Puustelli Group Oy,"Hirsimäentie 48, 21250 Masku, Finland",Finland,FIN,,https://www.puustelli.fi,,,,,wood,,
146,Oma Tupa,,,,,,,,,,,,,
147,Vieskan Elementti,Vieskan Elementti Oy,"Ollilanojantie 5, 84100 Ylivieska, Finland",Finland,FIN,,https://www.vieskanelementti.fi,,5.0,80.0,200.0,wood,120000.0,1500.0
