id,brand,head_office_legal_name,address,country,country_code,region,webpage,configurator,models_amount,min_sqm,max_sqm,main_structure_material,min_home_price,average_price_sqm
60,Modern Prefab Systems,Modern Prefab Systems LLC,"Building 12, Al Quoz Industrial Area 3, Dubai, United Arab Emirates",United Arab Emirates,ARE,Dubai,https://www.modernprefabsystems.com,,5,50.0,200.0,steel,150000.0,3000.0
61,Advanced Concrete Technologies,Advanced Concrete Technologies LLC,,United Arab Emirates,ARE,Dubai,https://www.actech.ae,,,,,concrete,,
62,National Industries Park,Economic Zones World,"National Industries Park, Jebel Ali, Dubai, United Arab Emirates",United Arab Emirates,ARE,Dubai,https://www.jafza.ae/en/national-industries-park,,,,,,,
63,Al Salami Group,,,United Arab Emirates,ARE,Dubai,,,,,,,,
64,Gulf Precast,Gulf Precast Concrete Company LLC,"Al Mina Street, Al Layyah, Sharjah, United Arab Emirates",United Arab Emirates,ARE,Sharjah,https://www.gulfprecast.ae,,0,,,concrete,,
65,Emirates Beton,Emirates Beton Ready Mix LLC,"Industrial Area 15, Sharjah, United Arab Emirates",United Arab Emirates,ARE,Sharjah,https://www.ebrm.ae,,,,,concrete,,
66,Al Hamra Group,Al Hamra Group LLC,,United Arab Emirates,ARE,Sharjah,https://www.alhamra.ae,,,,,,,
67,Bee'ah Prefabricated Solutions,Bee'ah Prefabricated Solutions LLC,"Bee'ah Headquarters, Al Sa'ada Street, Al Rahmaniya Area, Sharjah, United Arab Emirates",United Arab Emirates,ARE,Sharjah,https://www.beeah.ae,,,,,steel,,
68,Al Baddad International,Al Baddad International LLC,"Al Baddad Building, Al Mina Street, Al Khan, Sharjah, United Arab Emirates",United Arab Emirates,ARE,Sharjah,https://www.albaddadintl.com,,5,45.0,250.0,steel,100000.0,2200.0
69,Karmod Prefabricated Building Technologies,Karmod Prefabricated Building Technologies LLC,"Building No. 19, Al Mamzar Business Center, Al Nahda Street, Al Nahda, Sharjah, United Arab Emirates",United Arab Emirates,ARE,Sharjah,https://www.karmod.ae,,15,35.0,150.0,steel,50000.0,2000.0
70,Al Zayed Shades & Tents,Al Zayed Shades & Tents Industry LLC,"Industrial Area 15, Sharjah, United Arab Emirates",United Arab Emirates,ARE,Sharjah,https://www.alzayedshades.com,,,,,,,
71,Space Box,Space Box Prefab Building System LLC,"Industrial Area 15, Sharjah, United Arab Emirates",United Arab Emirates,ARE,Sharjah,https://www.spaceboxuae.com,,5,50.0,200.0,steel,150000.0,3000.0
72,Prefab UAE,Prefab Building Solutions LLC,"Office 17, Al Thiqah Building, Al Qasimia, Sharjah, United Arab Emirates",United Arab Emirates,ARE,Sharjah,https://www.prefabuae.com,,5,50.0,200.0,steel,50000.0,1500.0
73,Shamal Plastic Industries LLC,Shamal Plastic Industries LLC,,United Arab Emirates,ARE,Sharjah,,,,,,,,
74,Mabani Steel,Mabani Steel LLC,"Plot No. 1, Industrial Area 15, Sharjah, United Arab Emirates",United Arab Emirates,ARE,Sharjah,https://www.mabanisteel.com,,,,,steel,,
75,Tiger Steel Engineering LLC,,,United Arab Emirates,ARE,Sharjah,,,,,,,,
76,Al Sard Factory for Prefabricated Houses LLC,Al Sard Factory for Prefabricated Houses LLC,,United Arab Emirates,ARE,Sharjah,,,,,,,,
77,Al Shafar Steel Engineering LLC,Al Shafar Steel Engineering LLC,"Industrial Area 15, Sharjah, United Arab Emirates",United Arab Emirates,ARE,Sharjah,https://www.asse.ae,,,,,steel,,
78,Trojan General Contracting,Trojan General Contracting LLC,"Trojan Building, Sheikh Mohammed Bin Zayed Road, Al Juraina, Sharjah, United Arab Emirates",United Arab Emirates,ARE,Sharjah,https://trojanconstructiongroup.com,,,,,,,
