id,brand,head_office_legal_name,address,webpage,configurator,models_amount,min_sqm,max_sqm,main_structure_material,min_home_price,average_price_sqm
57,Scandia-Hus,Scandia-Hus Limited,"Oakleigh House, Scandia-Hus Business Park, Felcourt Road, Felcourt, East Grinstead, West Sussex, RH19 2LP, United Kingdom",https://www.scandia-hus.co.uk,,30,100.0,400.0,timber,200000.0,1500.0
58,Koto,Koto Design Ltd,"190 New North Road, London, N1 7BJ, United Kingdom",https://www.koto.design,,5,30.0,200.0,timber,100000.0,2500.0
59,ECOFAB,,,,,,,,,,
60,Tingdene Homes,Tingdene Homes Limited,"Bradfield Road, Finedon Road Industrial Estate, Wellingborough, Northamptonshire, NN8 4HB, United Kingdom",https://www.tingdene.co.uk,,13,45.0,123.0,timber,90000.0,1500.0
61,Willerby,Willerby Ltd.,"Imperial House, 1251 Hedon Road, Hull, East Yorkshire, HU9 5NA, United Kingdom",https://www.willerby.com,,12,30.0,100.0,composite,30000.0,1200.0
62,Homestead Timber Buildings,Homestead Timber Buildings Ltd,"Unit 4, Building A, Church Farm, Ulcombe, Maidstone, Kent, ME17 1DN, United Kingdom",https://www.homesteadtimberbuildings.co.uk,,8,20.0,90.0,timber,30000.0,1500.0
63,MIMA Housing,,,,,,,,,,
64,ZEDFactory,ZEDfactory Limited,"8A Lower Teddington Road, Kingston upon Thames, Surrey, KT1 4ER, United Kingdom",https://www.zedfactory.com,,5,50.0,200.0,wood,100000.0,1500.0
65,Qube Modular,Qube Modular Ltd,"Unit 1, The Old Dairy, Elm Farm, Glatton, Huntingdon, PE28 5RZ, United Kingdom",https://www.qubemodular.com,,5,20.0,120.0,timber,45000.0,1500.0
66,The Wee House Company,The Wee House Company Ltd,"Bespoke Housebuilding Centre, 1 Olympic Business Park, Drybridge Road, Dundonald, KA2 9BE, United Kingdom",https://www.weehousecompany.co.uk,,3,30.66,139.35,wood,80000.0,1500.0
67,Urban Splash,Urban Splash House Holdings Ltd,"Timber Wharf, 16-22 Worsley Street, Manchester, M15 4LD, United Kingdom",https://www.urbansplash.co.uk,,3,50.0,135.0,cross-laminated timber,150000.0,3000.0
68,Facit Homes,Facit Homes Limited,"27 Downham Road, London, N1 5AA, United Kingdom",https://facit-homes.com,,5,100.0,250.0,timber,250000.0,3000.0
69,POD Developments,,,https://www.poddevelopments.com,,,,,,,
70,Euromodul,,,,,,,,,,
71,Budbox,,,,,,,,,,
72,Modular Home,,,,,,,,,,
73,Domikom,Domikom LLC,"123 Some Street, Kyiv, Kyiv Oblast, 01001, Ukraine",https://domikom.ua,,8,50.0,200.0,wood,1200000.0,15000.0
74,Karkasbud,,,,,,,,,,
75,West Frame House,,,,,,,,,,
76,Ekodim,,,https://ekodim.ua,,,,,wood,,
77,Ukrdom,Ukrdom LLC,"123 Main Street, Kyiv, Kyiv Oblast, 02000, Ukraine",https://www.ukrdom.ua,,5,50.0,200.0,wood,500000.0,12000.0
78,SIP Ukraine,"ТОВ ""СІП УКРАЇНА""","вул. Київська, 12, м. Київ, Київська обл., 01001, Ukraine",https://sipukraine.com.ua,,5,50.0,150.0,wood,500000.0,10000.0
79,SIP House,,,https://siphouse.ua,,,,,composite,,
80,Kiev Modular,,,,,,,,,,
81,Lviv House,,,,,,,,,,
82,Green House,,,,,,,,,,
83,SIP Panel,,,,,,,,,,
84,Ukrainian Prefab,,,,,,,,,,
85,Prefabricated Housing Solutions,,,,,,,,,,
86,Eco House,Eco House LLC,"123 Green Street, Kyiv, Kyiv Province, 01001, Ukraine",https://www.ecohouse.ua,,5,45.0,150.0,wood,800000.0,12000.0
87,Tiny House Ukraine,,,,,,,,,,
88,ADU Prefab Ukraine,,,,,,,,,,
89,Sustainable Modular,,,,,,,,,,
