id,brand,head_office_legal_name,address,webpage,configurator,models_amount,min_sqm,max_sqm,main_structure_material,min_home_price,average_price_sqm
50,De Meeuw,De Meeuw Bouwsystemen B.V.,"De Ameide 4, 5711 NC Someren, Netherlands",https://www.demeeuw.com,NaN,5,30.0,200.0,steel,50000.0,1500.0
51,Scandinavian Homes,Scandinavian Homes B.V.,"Keizersgracht 241, 1016 EA Amsterdam, Netherlands",https://www.scandinavianhomes.nl,NaN,5,45.0,150.0,wood,75000.0,1800.0
52,Prefabhome,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,Barli,Barli B.V.,"Industrieweg 9, 5531 AD Bladel, Netherlands",https://barli.nl,NaN,5,45.0,120.0,wood,75000.0,1400.0
54,Livingstone,Livingstone Bouw & Ontwikkeling B.V.,"Minervum 7324, 4817 ZD Breda, Netherlands",https://www.livingstone.org,NaN,12,120.0,400.0,wood,250000.0,2000.0
55,Dura Vermeer,Dura Vermeer Groep NV,"Rijksweg 25, 2908 LP Capelle aan den IJssel, Netherlands",https://www.duravermeer.nl,NaN,NaN,nan,nan,concrete,nan,nan
56,Van Wijnen,Van Wijnen Groep N.V.,"Het Eek 2, 3828 DM Amersfoort, Netherlands",https://www.vanwijnen.nl,NaN,5,60.0,200.0,concrete,120000.0,2000.0
57,Hodes Huisvesting,Hodes Huisvesting B.V.,"De Pol 10, 7581 CZ Losser, Netherlands",https://www.hodeshuisvesting.nl,NaN,5,40.0,150.0,wood,50000.0,1500.0
58,Heijmans ONE,Heijmans N.V.,"Graafsebaan 65, 5248 JT Rosmalen, Netherlands",https://www.heijmans.nl,NaN,1,39.0,39.0,wood,80000.0,2051.28
59,FaberWonen,FaberWonen B.V.,"Kerklaan 100, 9751 NN Haren, Netherlands",https://www.faberwonen.nl,NaN,5,50.0,150.0,wood,120000.0,2000.0
60,Bouwbedrijf Veenstra,Bouwbedrijf Veenstra B.V.,"Molenlaan 10, 9203 ZN Drachten, Netherlands",https://www.bouwbedrijfveenstra.nl,NaN,5,70.0,200.0,wood,120000.0,1800.0
61,MOBIHUIS,MOBIHUIS BV,"123 Example Street, Cityname, 1000, Belgium",https://www.mobihuis.eu,NaN,5,50.0,150.0,wood,75000.0,1500.0
62,Sustainer Homes,Sustainer Homes B.V.,"Herengracht 420, 1017 BZ Amsterdam, Netherlands",https://www.sustainerhomes.nl,NaN,5,30.0,150.0,wood,75000.0,2500.0
63,Woonpioniers,Woonpioniers B.V.,"NDSM-Plein 28, 1033 WB Amsterdam, Netherlands",https://www.woonpioniers.nl,NaN,4,35.0,150.0,wood,95000.0,2200.0
64,Heijmans,Heijmans N.V.,"Graafsebaan 65, 5248 JT Rosmalen, Netherlands",https://www.heijmans.nl,NaN,5,nan,nan,concrete,nan,nan
65,Finhome,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,Huf Haus,Huf Haus GmbH u. Co. KG,"Hartenfelser Straße 1, 56244 Hartenfels, Germany",https://www.huf-haus.com,NaN,6,120.0,480.0,wood,350000.0,3000.0
67,KleurrijkWonen,KleurrijkWonen B.V.,"Nieuwe Tielseweg 119, 4001 JW Tiel, Netherlands",https://www.kleurrijkwonen.nl,NaN,NaN,nan,nan,NaN,nan,nan
68,WeberHaus,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
69,Skilpod,Skilpod NV,"Industrieweg 1377, 3540 Herk-de-Stad, Belgium",https://www.skilpod.com,NaN,6,40.0,150.0,wood,80000.0,2000.0
70,Bostoen,Bostoen NV,"Maaltecenter Blok G, Derbystraat 255, 9051 Gent, Belgium",https://www.bostoen.be,NaN,8,90.0,200.0,concrete,150000.0,1800.0
71,Danilith,Danilith NV,"Industriepark 2, 9790 Wortegem-Petegem, Belgium",https://www.danilith.com,NaN,10,90.0,250.0,concrete,150000.0,1800.0
72,Argibuild,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
73,Dewaele Woningbouw,Bouwbedrijf Dewaele NV,"Industrieweg 5, 8800 Roeselare, Belgium",https://www.dewaele.be,NaN,8,85.0,250.0,timber,175000.0,2000.0
74,LivingHome,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
75,Ecohuis,Ecohuis NV,"Liersesteenweg 30, 2560 Nijlen, Belgium",https://www.ecohuis.be,NaN,5,90.0,180.0,wood,120000.0,1500.0
76,GUY GYSEMANS Houtskeletbouw,Guy Gysemans Houtskeletbouw BV,"Diestsesteenweg 48, 3510 Kermt, Belgium",https://www.gysemans.be,NaN,5,80.0,250.0,wood,120000.0,1500.0
77,Key Home,Key Home NV,"123 Example Street, Brussels, 1000, Belgium",https://www.keyhome.be,NaN,5,50.0,200.0,wood,120000.0,1500.0
78,Bostoen,Bostoen NV,"Industriepark Drongen 10, 9031 Drongen, Belgium",https://www.bostoen.be,NaN,5,85.0,200.0,concrete,150000.0,1800.0
79,Machiels Building Solutions,Machiels Building Solutions NV,"Rijksweg 351, 3630 Maasmechelen, Belgium",https://www.machielsbuildingsolutions.be,NaN,5,60.0,200.0,wood,120000.0,1500.0
80,Horemans Houtskeletbouw,Horemans Houtskeletbouw BV,"Industrieweg 2, 2280 Grobbendonk, Belgium",https://www.horemans-houtskeletbouw.be,NaN,5,80.0,250.0,wood,120000.0,1500.0
81,Stelplaats 13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
82,Ark Shelter,Ark-Shelter BV,"Vredestraat 19, 3290 Diest, Belgium",https://arkshelter.com,NaN,5,34.0,104.0,wood,49900.0,1500.0
83,Pibox,Pibox BV,"Industrieweg 1, 3001 Leuven, Belgium",https://www.pibox.be,NaN,5,30.0,120.0,wood,50000.0,1500.0
84,ELK Fertighaus,ELK Fertighaus GmbH,"Industriestraße 1, 3943 Schrems, Austria",https://www.elk.at,https://www.elk.at/en/house-planner,30,70.0,220.0,Wood,130000.0,1800.0
85,Hartl Haus,Hartl Haus Holzindustrie GmbH,"Laussa 1, 3363 Hausmening, Austria",https://www.hartlhaus.at,NaN,20,80.0,200.0,Wood,150000.0,1800.0
86,Haas Fertigbau,Haas Fertigbau Holzbauwerk GmbH & Co KG,"Industriestraße 8, 4731 Pram, Austria",https://www.haas-fertigbau.at,NaN,25,80.0,300.0,Wood,150000.0,1600.0
87,Wolf System,Wolf Systembau Gesellschaft m.b.H.,"Industriestraße 1, 3300 Amstetten, Austria",https://www.wolfsystem.at,NaN,5,60.0,200.0,wood,120000.0,1500.0
88,Griffnerhaus,Griffnerhaus GmbH,"Gewerbestraße 2, 9112 Griffen, Austria",https://www.griffner.com,NaN,10,70.0,200.0,Wood,150000.0,2500.0
89,Weissenseer,Weissenseer Holz-System-Bau GmbH,"Greifenburg 24, 9761 Greifenburg, Austria",https://www.weissenseer.com,NaN,NaN,nan,nan,Wood,nan,nan
90,WimbergerHaus,WimbergerHaus Ziegelwerk GmbH,"Linzer Straße 24, 4113 St. Martin im Mühlkreis, Austria",https://www.wimbergerhaus.at,NaN,10,80.0,300.0,Wood,120000.0,1500.0
91,Genböck Haus,Genböck & Möseneder Holzbau GmbH,"Hofmark 20, 4682 Geboltskirchen, Austria",https://www.genboeck.at,NaN,12,90.0,250.0,wood,180000.0,1500.0
92,Fertighaus Weiss,Fertighaus Weiss GmbH,"Industriestraße 2, 4563 Micheldorf in Oberösterreich, Austria",https://www.fertighaus-weiss.at,NaN,15,80.0,200.0,Wood,120000.0,1500.0
93,Kampa,Kampa GmbH,"Industriestraße 62, 3950 Gmünd, Austria",https://www.kampa.at,NaN,15,120.0,300.0,Wood,200000.0,1800.0
94,Leitner Fertighaus,Leitner Fertighaus GmbH,"Gewerbeparkstraße 6, 8510 Stainz, Austria",https://www.leitner-fertighaus.at,NaN,5,50.0,200.0,wood,120000.0,2000.0
95,Glorit,Glorit Bausysteme GmbH,"Stadlauer Straße 39, 1220 Wien, Austria",https://www.glorit.at,NaN,10,110.0,220.0,Timber,250000.0,2300.0
96,Zenker Hausbau,Zenker Hausbau Ges.m.b.H.,"Zenkerstraße 1, 4591 Molln, Austria",https://www.zenker-hausbau.at,NaN,20,80.0,200.0,Wood,120000.0,1500.0
97,Vario Haus,Vario Haus Fertigbau Ges.m.b.H.,"Industriestraße 1, 2601 Sollenau, Austria",https://www.variohaus.at,NaN,23,74.0,230.0,Wood,120000.0,1600.0
98,Hanlo Haus,Hanlo Haus GmbH,"Industriestraße 14, 9330 Althofen, Austria",https://www.hanlo.com,NaN,15,80.0,200.0,Wood,95000.0,1500.0
99,Wigo Haus,Wigo Haus GmbH,"Feldgasse 14, 8200 Gleisdorf, Austria",https://www.wigohaus.at,NaN,8,90.0,250.0,Wood,150000.0,1500.0
100,Bau mein Haus GmbH,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
101,Hofmann Fertighaus,Hofmann Fertighaus GmbH,"Hauptstraße 12, 95463 Bindlach, Germany",https://www.hofmann-fertighaus.de,NaN,8,120.0,250.0,wood,150000.0,1250.0
102,Juri & Moser Holzbau,Juri & Moser Holzbau GmbH,"Hauptstraße 15, 12345 Musterstadt, Austria",https://www.jurimoser.com,NaN,5,80.0,200.0,wood,150000.0,2000.0
103,Lebensraum Holzbau,Lebensraum Holzbau GmbH,"Musterstraße 1, 1010 Wien, Österreich",https://www.lebensraum-holzbau.at,NaN,NaN,nan,nan,Wood,nan,nan
104,Skanska,Skanska AB,"Warfvinges väg 25, 112 74 Stockholm, Sweden",https://www.skanska.se,NaN,NaN,nan,nan,NaN,nan,nan
105,Peab,Peab AB,"Margretetorpsvägen 84, 269 73 Förslöv, Sweden",https://peab.se,NaN,0,nan,nan,NaN,nan,nan
106,OBOS Sverige,OBOS Sverige AB,"Gårdsvägen 6, 169 70 Solna, Sweden",https://obos.se,NaN,15,60.0,200.0,wood,120000.0,2200.0
107,NCC,NCC AB,"Vallgatan 3, 170 67 Solna, Sweden",https://www.ncc.se,NaN,NaN,nan,nan,concrete,nan,nan
108,Derome,Derome AB,"Industrivägen 2, 311 68 Veddige, Sweden",https://www.derome.se/,NaN,5,70.0,150.0,wood,150000.0,2000.0
109,Lindbäcks,Lindbäcks Bygg AB,"Hammarvägen 19, 943 36 Öjebyn, Sweden",https://lindbacks.se,NaN,5,35.0,120.0,wood,120000.0,2500.0
110,Älvsbyhus,Älvsbyhus AB,"Storgatan 25, 942 31 Älvsbyn, Sweden",https://www.alvsbyhus.se,NaN,15,107.0,172.0,wood,95000.0,1100.0
111,Modulhus,Modulhus AB,"Industrigatan 10, 341 31 Ljungby, Sweden",https://modulhus.se,NaN,5,30.0,150.0,wood,60000.0,2000.0
112,Villa Vida,Villa Vida AB,"Skeppsbron 5-6, 111 30 Stockholm, Sweden",https://www.villavida.se,NaN,5,45.0,150.0,wood,120000.0,2500.0
113,Fiskarhedenvillan,Fiskarhedenvillan AB,"Västanviksvägen 3, 780 50 Vansbro, Sweden",https://www.fiskarhedenvillan.se,https://www.fiskarhedenvillan.se/husbyggaren,45,80.0,300.0,wood,124000.0,1950.0
114,Rörvikshus,Rörvikshus AB,"Storgatan 85, 570 01 Rörvik, Sweden",https://www.rorvikshus.se,NaN,15,120.0,300.0,wood,250000.0,2000.0
115,VästkustVillan,VästkustVillan AB,"Bastebacken 4, 311 32 Falkenberg, Sweden",https://www.vastkustvillan.se,NaN,10,90.0,210.0,wood,140000.0,1900.0
116,Hudikhus,Hudikhus AB,"Industrivägen 4, 824 34 Hudiksvall, Sweden",https://www.hudikhus.se,NaN,10,40.0,120.0,wood,48000.0,1440.0
117,Götenehus,Götenehus Group AB,"Järnvägsgatan 23, 533 30 Götene, Sweden",https://www.gotenehus.se,NaN,25,80.0,250.0,wood,142000.0,1890.0
118,Trivselhus,Trivselhus AB,"Näckrosvägen 2, 570 15 Jönköping, Sweden",https://www.trivselhus.se,NaN,25,90.0,230.0,wood,180000.0,3200.0
119,Bjerg Arkitektur,BJERG Arkitektur A/S,"Nørresundby Torv 3, 9400 Nørresundby, Denmark",https://www.bjerg.nu,NaN,NaN,nan,nan,wood,nan,nan
120,Flex Modul,Flex Modul s.r.o.,"123 Main Street, Prague, 110 00, Czech Republic",https://www.flexmodul.cz,NaN,5,50.0,150.0,wood,50000.0,1200.0
121,Scanwo,Scanwo A/S,"Søndergade 12, 8740 Brædstrup, Denmark",https://www.scanwo.dk,NaN,8,75.0,200.0,wood,120000.0,1600.0
122,IDEALHUSE,NaN,null,null,NaN,NaN,nan,nan,NaN,nan,nan
123,Danhaus,Danhaus A/S,"Hedelandsvej 6, 7400 Herning, Denmark",https://www.danhaus.dk,NaN,15,100.0,200.0,wood,200000.0,2000.0
124,EBK HUSE,EBK HUSE A/S,"Industrivej 10, 3550 Slangerup, Denmark",https://www.ebk.dk,NaN,15,50.0,200.0,wood,80000.0,2000.0
125,Living House,Living House GmbH,"Musterstraße 123, 12345 Musterstadt, Germany",https://www.livinghouse.eu,NaN,5,45.0,200.0,wood,75000.0,1800.0
126,Scandi Byg,Scandi Byg A/S,"Sofiendalsvej 97, 9200 Aalborg SV, Denmark",https://www.scandibyg.dk,NaN,5,60.0,150.0,wood,120000.0,2000.0
127,Jakobsen Huse,Jakobsen Huse ApS,"Industrivej 19, 4000 Roskilde, Denmark",https://jakobsenhuse.dk,NaN,5,80.0,180.0,wood,150000.0,1800.0
128,HusCompagniet,HusCompagniet A/S,"Hørskætten 8, 2630 Taastrup, Denmark",https://www.huscompagniet.dk,NaN,12,100.0,250.0,concrete,135000.0,1900.0
129,Lasse Larsen Huse,Lasse Larsen Huse A/S,"Aarhusvej 15, 8382 Hinnerup, Denmark",https://www.lasselarsenhuse.dk,NaN,NaN,nan,nan,wood,nan,nan
130,Kubo Hus,Kubo Hus AB,"Gamlestadsvägen 2, 415 02 Gothenburg, Sweden",https://www.kubohus.se,NaN,4,50.0,150.0,wood,70000.0,1400.0
131,Q-Construction,Q-Construction GmbH,"123 Hauptstraße, 10115 Berlin, Germany",https://www.q-construction.eu,NaN,5,50.0,200.0,wood,75000.0,1500.0
132,Danwood,Danwood S.A.,"ul. Białostocka 23, 17-200 Hajnówka, Poland",https://www.danwood.de,NaN,49,73.0,216.0,wood,120000.0,1500.0
133,M2plus,M2plus ApS,"Middelgrundsvej 6, 2300 Copenhagen S, Denmark",https://m2plus.dk,NaN,5,50.0,150.0,wood,120000.0,2400.0
134,Honka,Honkarakenne Oyj,"Lahdentie 870, 04400 Järvenpää, Finland",https://honka.com,NaN,23,38.0,400.0,wood,45000.0,2600.0
135,Kontio,Kontiotuote Oy,"Pudasjärventie 22, 93100 Pudasjärvi, Finland",https://www.kontio.com,NaN,35,25.0,400.0,wood,60000.0,1600.0
136,Finnlamelli,Finnlamelli Oy,"Kauppatie 26, 62200 Kauhava, Finland",https://www.finnlamelli.fi,NaN,15,60.0,250.0,wood,60000.0,1500.0
137,Kuusamo Log Houses,Kuusamo Hirsitalot Oy,"Kitkantie 51, 93600 Kuusamo, Finland",https://www.kuusamohirsitalot.fi,NaN,45,25.0,200.0,wood,30000.0,1500.0
138,Polar Life Haus,Oy Honkatalot - Polar Life Haus,"Vesajärventie 3, 34800 Virrat, Finland",https://www.polarlifehaus.com,NaN,30,70.0,400.0,CLT,150000.0,2500.0
139,Hirsiset,Hirsiset Oy,"Kajaanintie 151, 92930 Ahmas, Finland",https://www.hirsiset.fi,NaN,10,50.0,250.0,timber,45000.0,1200.0
140,Mammuttikoti,Mammuttikoti Oy,"Tehtaantie 14, 91900 Liminka, Finland",https://www.mammuttikoti.fi,NaN,15,80.0,250.0,wood,150000.0,1800.0
141,Lapponia House,Lapponia House Oy,"Lapinahonkuja 6, 95600 Ylitornio, Finland",https://lapponiahouse.fi,NaN,10,45.0,250.0,wood,85000.0,1500.0
142,Jetta-Talo,Jetta-Talo Oy,"Tehtaantie 1, Kempele, 90440, Finland",https://www.jetta-talo.fi,NaN,25,75.0,200.0,wood,120000.0,1500.0
143,Kastelli,Kastelli-talot Oy,"Kajaanintie 48, 90100 Oulu, Finland",https://www.kastelli.fi,NaN,50,50.0,300.0,wood,100000.0,2000.0
144,Älvsbytalo,Älvsbytalot Oy,"Juvan Teollisuuskatu 15, 02920 Espoo, Finland",https://www.alvsbytalo.fi/,NaN,12,63.0,129.0,wood,100000.0,1500.0
145,Puustelli,Puustelli Group Oy,"Hirsimäentie 48, 21250 Masku, Finland",https://www.puustelli.fi,NaN,NaN,nan,nan,wood,nan,nan
146,Oma Tupa,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
147,Vieskan Elementti,Vieskan Elementti Oy,"Ollilanojantie 5, 84100 Ylivieska, Finland",https://www.vieskanelementti.fi,NaN,5,80.0,200.0,wood,120000.0,1500.0
148,K-Rauta,Kesko Oyj,"Työpajankatu 12, 00580 Helsinki, Finland",https://www.k-rauta.fi/,NaN,NaN,nan,nan,NaN,nan,nan
149,Teri-Hus,Teri-Hus Oy,"Puutarhakatu 45, 20100 Turku, Finland",https://www.terihus.fi,NaN,12,50.0,250.0,wood,100000.0,2000.0
150,Kimara,Kimara Oy,"Kimarakatu 1, 80100 Joensuu, Finland",https://www.kimara.fi,NaN,15,40.0,250.0,wood,70000.0,2200.0
151,Punkaharjun Puutaito,Punkaharjun Puutaito Oy,"Tuunaansaarentie 5, 58450 Punkaharju, Finland",https://www.punkaharjunpuutaito.fi,NaN,5,50.0,150.0,wood,75000.0,1500.0
152,Saariston Rakenne,Saariston Rakenne Oy,"Pasilanraitio 5, Helsinki, 00240, Finland",https://www.saaristonrakenne.fi,NaN,5,45.0,150.0,wood,75000.0,1600.0
153,Honkatalot,Honkatalot Oy,"Kauppatie 26, 43500 Karstula, Finland",https://honkatalot.fi,NaN,15,30.0,300.0,wood,50000.0,2000.0
154,Budimex,Budimex S.A.,"ul. Siedmiogrodzka 9, 01-204 Warszawa, Poland",https://www.budimex.pl,NaN,NaN,NaN,NaN,NaN,NaN,NaN
155,Unibep,Unibep S.A.,"3 Gdańska Street, Bielsk Podlaski, 17-100, Poland",https://unibep.pl,NaN,10,50.0,200.0,wood,nan,nan
156,EcoReadyHouse,EcoReadyHouse Sp. z o.o.,"ul. Grunwaldzka 82, 81-771 Sopot, Poland",https://www.ecoreadyhouse.com,NaN,8,60.0,180.0,wood,70000.0,1200.0
157,Danwood,Danwood S.A.,"Białostocka 3, Bielsk Podlaski, 17-100, Poland",https://www.danwood.pl,NaN,130,85.0,300.0,wood,100000.0,1400.0
158,Module Home,Module Home Sp. z o.o.,"ul. Przykładowa 123, 00-000 Warszawa, Poland",https://modulehome.pl,NaN,5,35.0,150.0,wood,40000.0,1200.0
