id,brand,head_office_legal_name,address,country,country_code,region,webpage,configurator,models_amount,min_sqm,max_sqm,main_structure_material,min_home_price,average_price_sqm
72,Vefa Prefabrik,Vefa Prefabrike Yapılar Sanayi ve Ticaret A.Ş.,"Organize Sanayi Bölgesi, 75. Yıl Bulvarı No:12, Nilüfer, Bursa, 16200, Turkey",Turkey,TUR,Bursa,https://www.vefa.com.tr,,15.0,45.0,200.0,steel,150000.0,2000.0
73,Prefabrik Yapı İnşaat,,,Turkey,TUR,,,,,,,,,
74,Hekim Holding,Hekim Holding A.Ş.,"OSB, 16. Cadde, No: 13, Nilüfer, Bursa, 16140, Turkey",Turkey,TUR,Bursa,,,,,,steel,,
75,Dora Prefabrik,Dora Prefabrik Yapı Sistemleri Sanayi ve Ticaret Ltd. Şti.,"Organize Sanayi Bölgesi, 1. Cadde, No: 10, Nilüfer, Bursa, 16140, Turkey",Turkey,TUR,Bursa,,,15.0,45.0,200.0,steel,150000.0,2500.0
76,Kent Prefabrik,Kent Prefabrik Yapı Sistemleri Sanayi ve Ticaret Ltd. Şti.,"Organize Sanayi Bölgesi, 2. Cadde, Nilüfer, Bursa, 16140, Turkey",Turkey,TUR,Bursa,,,15.0,40.0,200.0,steel,150000.0,2000.0
77,Konfor Prefabrik,,,Turkey,TUR,,https://konforprefabrik.com,,,,,,,
78,Aksu Prefabrik,Aksu Prefabrik Yapı İnşaat Sanayi ve Ticaret Ltd. Şti.,"Organize Sanayi Bölgesi, Bursa, Turkey",Turkey,TUR,Bursa,,,10.0,30.0,150.0,steel,100000.0,4000.0
79,Tuna Prefabrik,Tuna Prefabrik Yapı Sistemleri Sanayi ve Ticaret Ltd. Şti.,"Organize Sanayi Bölgesi, 1. Cadde No: 5, Nilüfer, Bursa, Turkey",Turkey,TUR,Bursa,http://www.tunaprefabrik.com,,5.0,45.0,150.0,steel,150000.0,2500.0
80,Bursa Prefabrik,,,Turkey,TUR,,,,,,,,,
81,Özge Yapı,Özge Yapı Sanayi ve Ticaret A.Ş.,"Organize Sanayi Bölgesi, 75. Yıl Bulvarı No:12, Nilüfer, Bursa, 16140, Turkey",Turkey,TUR,Bursa,https://www.ozgeyapi.com,,20.0,40.0,150.0,steel,150000.0,2000.0
82,Prefabrik Evim,,,Turkey,TUR,,,,,,,,,
83,Tekno Yapı Prefabrik,Tekno Yapı Prefabrik İnşaat Sanayi ve Ticaret Ltd. Şti.,"Otosansit Sanayi Sitesi, 20. Blok No: 10, Yıldırım, Bursa, 16270, Turkey",Turkey,TUR,Bursa,,,10.0,50.0,200.0,steel,100000.0,1500.0
84,Çelik Prefabrik,,,Turkey,TUR,,,,,,,,,
85,Yapı Prefabrik,,,Turkey,TUR,,,,,,,,,
86,Gaziantep Prefabrik,,,Turkey,TUR,,,,,,,,,
87,Öz Prefabrik Yapı,,,Turkey,TUR,,,,,,,,,
88,Prefabrik Ev Gaziantep,,,Turkey,TUR,,,,,,,,,
89,Kardelen Prefabrik,,,Turkey,TUR,,,,,,,,,
90,Anadolu Prefabrik,Anadolu Prefabrik Yapı Sistemleri Sanayi ve Ticaret A.Ş.,"Organize Sanayi Bölgesi, 4. Cadde No:2, Gaziantep, Turkey",Turkey,TUR,Gaziantep,http://www.anadoluprefabrik.com.tr/,,15.0,45.0,200.0,steel,150000.0,3000.0
91,Şahin Prefabrik,,,Turkey,TUR,,,,,,,,,
92,Demir Prefabrik Ev,,,Turkey,TUR,,,,,,,,,
93,Güneş Prefabrik,,,Turkey,TUR,,,,,,,,,
94,Ege Prefabrik Yapı,,,Turkey,TUR,,,,,,,,,
95,Çelik Prefabrik,,,Turkey,TUR,,,,,,,,,
96,Prefabrik Ev Mersin,,,Turkey,TUR,,,,,,,,,
97,Mersin Prefabrik,,,Turkey,TUR,,,,,,,,,
98,Mersin Modüler Yapı,,,Turkey,TUR,,,,,,,,,
99,Akdeniz Prefabrik,,,Turkey,TUR,,,,,,,,,
100,Yeniçağ Prefabrik,,,Turkey,TUR,,,,,,,,,
101,Mersin Panel Ev,,,Turkey,TUR,,,,,,,,,
102,Güney Prefabrik,,,Turkey,TUR,,,,,,,,,
103,Toros Prefabrik,,,Turkey,TUR,,,,,,,,,
104,Erdemli Prefabrik,,,Turkey,TUR,,,,,,,,,
105,Mersin Çelik Yapı,,,Turkey,TUR,,,,,,,,,
106,Yörük Prefabrik,,,Turkey,TUR,,,,,,,,,
107,Bozkurt Prefabrik,Bozkurt Prefabrik Yapı Sanayi ve Ticaret Ltd. Şti.,"Sanayi Mahallesi, 1234. Sokak, No:56, Mersin, Turkey",Turkey,TUR,Mersin,,,15.0,45.0,150.0,steel,120000.0,2500.0
108,Adanus Prefabrik,,,Turkey,TUR,,,,,,,,,
109,Mediterranean Prefab,,,Turkey,TUR,,,,,,,,,
110,Kilikya Prefabrik,,,Turkey,TUR,,,,,,,,,
111,Prefabrik Evim,,,Turkey,TUR,,,,,,,,,
112,Karmod Prefabrik,Karmod Prefabrik Yapı Teknolojileri Sanayi ve Ticaret A.Ş.,"Yeni Mahalle, 115. Sk. No:1, Başiskele, Kocaeli, 41140, Turkey",Turkey,TUR,Kocaeli,https://www.karmod.com,,25.0,21.0,149.0,steel,50000.0,2500.0
113,Vefa Prefabrik,Vefa Prefabrik Yapı Sistemleri Sanayi ve Ticaret A.Ş.,"TOSB Otomotiv Yan Sanayi İhtisas Organize Sanayi Bölgesi 3. Cadde No:1/1, Şekerpınar, Çayırova, Kocaeli, Turkey",Turkey,TUR,Kocaeli,https://www.vefa.com.tr,,15.0,30.0,300.0,steel,150000.0,2500.0
114,Ak Prefabrik,AK Prefabrik Yapı Sanayi ve Ticaret Ltd. Şti.,"Sanayi Mahallesi, 3010. Sokak No:2, Başiskele, Kocaeli, Turkey",Turkey,TUR,Kocaeli,,,15.0,40.0,200.0,steel,150000.0,3500.0
115,Dora Prefabrik,Dora Prefabrik Yapı Sistemleri Sanayi ve Ticaret Ltd. Şti.,,Turkey,TUR,,,,,,,steel,,
116,Hekim Holding,Hekim Yapı Endüstri Sanayi ve Ticaret A.Ş.,"Şekerpınar Mahallesi, İstiklal Caddesi, No: 203, Çayırova, Kocaeli, 41420, Turkey",Turkey,TUR,Kocaeli,,,,,,steel,,
117,Evim Prefabrik,,,Turkey,TUR,,,,,,,,,
118,İzopref,,,Turkey,TUR,,,,,,,,,
119,Tekno Prefabrik,Tekno Prefabrik Yapı Elemanları San. ve Tic. Ltd. Şti.,"Gebze Plastikçiler Organize Sanayi Bölgesi, 8. Cadde, No:20, Gebze, Kocaeli, 41400, Turkey",Turkey,TUR,Kocaeli,https://www.teknoprefabrik.com.tr,,15.0,30.0,150.0,steel,200000.0,1500.0
120,Düzce Prefabrik,,,Turkey,TUR,,,,,,,,,
121,Özge Yapı,Özge Yapı Sanayi ve Ticaret Anonim Şirketi,"Sanayi Mah. Özgürlük Cad. No:38, Başiskele, Kocaeli, Turkey",Turkey,TUR,Kocaeli,https://www.ozgeyapi.com,,20.0,40.0,200.0,steel,150000.0,3000.0
122,Modul Yapı,,,Turkey,TUR,,,,,,,,,
123,Prefabrik Yapı,Prefabrik Yapı İnşaat Sanayi ve Ticaret A.Ş.,"Başiskele Mahallesi, 1. Cadde, No: 3, Başiskele, Kocaeli, Turkey",Turkey,TUR,Kocaeli,https://www.prefabrikyapi.com,,15.0,40.0,200.0,steel,150000.0,2500.0
124,Natura Prefabrik,,,Turkey,TUR,,,,,,,,,
125,Başak Prefabrik,,,Turkey,TUR,,,,,,,,,
126,Karmod Prefabricated Technologies,Karmod Prefabrik Yapı Teknolojileri A.Ş.,"Organize Sanayi Bölgesi, 8. Cadde, No: 34, Selçuklu, Konya, Turkey",Turkey,TUR,Konya,https://www.karmod.com,,25.0,30.0,150.0,steel,50000.0,1500.0
127,Hekim Holding,Hekim Yapı Endüstrisi A.Ş.,"Organize Sanayi Bölgesi, Büyük Kayacık Mah. 5. Sokak No: 7, Konya, Turkey",Turkey,TUR,Konya,https://www.hekimholding.com,,,,,steel,,
128,Vefa Prefabricated Construction,Vefa Prefabrike Yapılar Sanayi Ticaret Anonim Şirketi,"Organize Sanayi Bölgesi, 15. Sokak No: 8, Selçuklu, Konya, 42050, Turkey",Turkey,TUR,Konya,https://www.vefa.com.tr,,,,,steel,,
129,Prefabrik Yapı,Prefabrik Yapı Sanayi ve Ticaret Anonim Şirketi,"Organize Sanayi Bölgesi, 1. Cadde No: 10, Selçuklu, Konya, Turkey",Turkey,TUR,Konya,https://www.prefabrikyapi.com,,15.0,45.0,250.0,steel,60000.0,2000.0
130,Özge Yapı,Özge Yapı Sanayi ve Ticaret A.Ş.,"Organize Sanayi Bölgesi, 7. Sokak No:12, Konya, Turkey",Turkey,TUR,Konya,https://www.ozgeyapi.com,,25.0,40.0,200.0,steel,150000.0,3750.0
131,Dorce Prefabricated Building & Construction,Dorce Prefabrik Yapı ve İnşaat Sanayi Ticaret A.Ş.,"Organize Sanayi Bölgesi, 12. Sokak No: 4, Selçuklu, Konya, 42050, Turkey",Turkey,TUR,Konya,https://www.dorce.com.tr,,10.0,50.0,200.0,steel,150000.0,3000.0
132,Ak Prefabrik,Ak Prefabrik Yapı Sistemleri Sanayi ve Ticaret Ltd. Şti.,"Fevzi Çakmak Mahallesi, 10577. Sk. No:4, Karatay, Konya, 42050, Turkey",Turkey,TUR,Konya,,,8.0,45.0,150.0,steel,150000.0,2500.0
133,Kontek Prefabrik,,,Turkey,TUR,,,,,,,,,
134,Ege Prefabrik,,,Turkey,TUR,,,,,,,,,
135,Polpref Prefabricated,Polpref Prefabrik İnşaat Sanayi ve Ticaret Ltd. Şti.,"Organize Sanayi Bölgesi, 15. Cadde No:3, Konya, Turkey",Turkey,TUR,Konya,,,5.0,45.0,180.0,steel,150000.0,3000.0
136,Ugurel Prefabrik,,,Turkey,TUR,,,,,,,,,
137,Fabrika Prefabrik,,,Turkey,TUR,,,,,,,,,
138,As Prefabrik,As Prefabrik Yapı İnşaat Sanayi ve Ticaret Ltd. Şti.,"Beyşehir Yolu 15. Km, Meram, Konya, Turkey",Turkey,TUR,Konya,,,15.0,45.0,220.0,steel,150000.0,2000.0
139,Eksen Prefabrik,Eksen Prefabrik Yapı Sistemleri Sanayi ve Ticaret Ltd. Şti.,"Büyükkayacık OSB Mah. 46. Sok. No:7 Selçuklu, Konya, 42000, Turkey",Turkey,TUR,Konya,,,15.0,45.0,250.0,steel,75000.0,3000.0
140,Beton Prefabrik,Beton Prefabrik Yapı Elemanları Sanayi ve Ticaret A.Ş.,"Organize Sanayi Bölgesi, 10132. Sokak No:10, Selçuklu, Konya, 42250, Turkey",Turkey,TUR,Konya,,,5.0,50.0,200.0,concrete,150000.0,3000.0
141,Prefabrik Yapı,Prefabrik Yapı İnşaat Sanayi ve Ticaret A.Ş.,"Adapazarı Karasu Yolu No: 14, Erenler, Sakarya, 54100, Turkey",Turkey,TUR,Sakarya,https://www.prefabrikyapi.com,,12.0,40.0,250.0,steel,75000.0,3000.0
142,Vefa Prefabrik,Vefa Prefabrik Yapı Elemanları Sanayi ve Ticaret A.Ş.,"Vefa Prefabrik Yapı Elemanları Sanayi ve Ticaret A.Ş., Yeni Mahalle, 3215. Sokak No: 13, Arifiye, Sakarya, Turkey",Turkey,TUR,Sakarya,https://www.vefa.com.tr,,20.0,30.0,250.0,steel,100000.0,2500.0
143,Karmod Prefabrik,Karmod Prefabrik Yapı Teknolojileri A.Ş.,"Karmod Prefabrik, Arifiye Mahallesi, Sakarya Caddesi No: 24, Arifiye, Sakarya, Turkey",Turkey,TUR,Sakarya,https://www.karmod.com,,30.0,21.0,149.0,steel,50000.0,3000.0
144,Ak Prefabrik,Ak Prefabrik Yapı İnşaat Sanayi ve Ticaret Ltd. Şti.,"Dörtyol Sanayi Sitesi 401 Nolu Cadde No: 5, Adapazarı, Sakarya, Turkey",Turkey,TUR,Sakarya,,,10.0,45.0,150.0,steel,150000.0,2000.0
145,Hekim Holding,Hekim Yapı Endüstrisi Sanayi ve Ticaret A.Ş.,"Hekim Yapı A.Ş., Sakarya 2. Organize Sanayi Bölgesi, 2. Yol, No: 8, Hendek, Sakarya, Turkey",Turkey,TUR,Sakarya,https://www.hekimholding.eu/,,,,,steel,,
146,Özge Yapı,Özge Yapı A.Ş.,"Arifiye, 1. Organize Sanayi Bölgesi 5. Cadde No:6, Sakarya, Turkey",Turkey,TUR,Sakarya,https://www.ozgeyapi.com,,15.0,35.0,200.0,steel,150000.0,2500.0
147,Eryap Prefabrik,,,Turkey,TUR,,,,,,,,,
148,Polpref Prefabrik,,,Turkey,TUR,,,,,,,,,
149,Teknopanel,Teknopanel Çatı ve Cephe Panelleri Sanayi ve Ticaret A.Ş.,"Adapazarı-Karasu Yolu Üzeri, Çaybaşı Köyü Mevkii, No:255, Adapazarı, Sakarya, 54100, Turkey",Turkey,TUR,Sakarya,https://www.teknopanel.com.tr,,,,,steel,,
150,Dora Prefabrik,,,Turkey,TUR,,,,,,,,,
151,Armada Prefabrik,Armada Prefabrik Yapı Sistemleri Sanayi ve Ticaret Limited Şirketi,"Organize Sanayi Bölgesi, Adapazarı, Sakarya, Turkey",Turkey,TUR,Sakarya,,,12.0,40.0,200.0,steel,120000.0,1500.0
152,Delta Prefabrik,Delta Prefabrik Yapı Sanayi ve Ticaret Ltd. Şti.,"Karaçay Mahallesi, 151. Sokak No:2, Adapazarı, Sakarya, 54100, Turkey",Turkey,TUR,Sakarya,https://www.deltaprefabrik.com,,12.0,40.0,200.0,steel,90000.0,2500.0
153,Bertan Prefabrik,,,Turkey,TUR,,,,,,,,,
154,Alfa Prefabrik,Alfa Prefabrik İnşaat Sanayi ve Ticaret Ltd. Şti.,"Dörtyol Sanayi Sitesi No:12, Sakarya, Turkey",Turkey,TUR,Sakarya,https://www.alfaprefabrik.com,,8.0,45.0,150.0,steel,120000.0,2500.0
155,Nokta Prefabrik,,,Turkey,TUR,,,,,,,,,
156,Karmod Prefabrik,Karmod Prefabrik Yapı Teknolojileri Sanayi ve Ticaret A.Ş.,"Organize Sanayi Bölgesi, 11. Cadde No: 3, Eskişehir, Turkey",Turkey,TUR,Eskişehir,https://www.karmod.com,,20.0,21.0,149.0,steel,50000.0,2500.0
157,Vefa Prefabrik,Vefa Prefabrik Yapı Elemanları Sanayi ve Ticaret A.Ş.,,Turkey,TUR,,https://www.vefa.com.tr,,,,,steel,,
158,Ak Prefabrik,,,Turkey,TUR,,,,,,,,,
159,Prefabrik Evim,,,Turkey,TUR,,,,,,,,,
160,Özge Yapı,Özge Yapı A.Ş.,"Organize Sanayi Bölgesi, 16. Cadde, No: 9, Eskişehir, Turkey",Turkey,TUR,Eskişehir,https://www.ozgeyapi.com,,25.0,45.0,300.0,steel,150000.0,2000.0
161,Dost Prefabrik,Dost Prefabrik Yapı Sanayi ve Ticaret A.Ş.,"Organize Sanayi Bölgesi, 17. Cadde No:12, Eskişehir, Turkey",Turkey,TUR,Eskişehir,,,10.0,40.0,200.0,steel,100000.0,2500.0
162,Hekim Yapı,Hekim Yapı Endüstrisi Sanayi ve Ticaret A.Ş.,"Organize Sanayi Bölgesi, 9. Cadde, No:10, Eskişehir, Turkey",Turkey,TUR,Eskişehir,,,,,,steel,,
163,Tuna Prefabrik,Tuna Prefabrik Yapı Sistemleri Sanayi ve Ticaret Limited Şirketi,"Organize Sanayi Bölgesi 15. Cadde No:12, Eskişehir, Eskişehir, 26110, Turkey",Turkey,TUR,Eskişehir,https://www.tunaprefabrik.com,,5.0,45.0,150.0,steel,100000.0,2000.0
164,Yapı Merkezi Prefabrikasyon,,,Turkey,TUR,,,,,,,,,
165,Konteyner Ev,,,Turkey,TUR,,,,,,,,,
166,Prefabrik Evim,,,Turkey,TUR,,,,,,,,,
167,Muğla Prefabrik,,,Turkey,TUR,,,,,,,,,
168,Ege Prefabrik Ev,,,Turkey,TUR,,,,,,,,,
