id,brand,head_office_legal_name,address,webpage,configurator,models_amount,min_sqm,max_sqm,main_structure_material,min_home_price,average_price_sqm
27,ADU Префаб,,,,,,,,,,
28,Северный Каркас,,,,,,,,,,
29,Панелька Хаус,,,,,,,,,,
30,Городской Дом,,,,,,,,,,
31,Кубик Дом,,,,,,,,,,
32,Скандинавский Дом,"ООО ""Скандинавский Дом""","ул. Ленина, 10, Санкт-Петербург, Ленинградская область, 197349, Россия",https://scandihouse.ru,,8,45.0,250.0,wood,1500000.0,40000.0
33,Фабрика Домов,,,,,,,,,,
34,Дом Лайф,,,,,,,,,,
35,Модуль Строй,,,,,,,,,,
36,Домокомплект СПб,"ООО ""Домокомплект СПб""","ул. Малая Балканская, д. 58, Санкт-Петербург, Ленинградская область, 192281, Россия",https://domokomplekt-spb.ru,,5,50.0,150.0,wood,1200000.0,25000.0
37,МодульДом,ООО 'МодульДом',"ул. Московская, д. 15, г. Санкт-Петербург, Ленинградская область, 190000, Russia",https://moduldom.ru,,8,36.0,150.0,wood,1200000.0,35000.0
38,КаркасСтрой,,,,,,,,,,
39,ПанельДом ЛО,,,,,,,,,,
40,ПрефабСтрой,,,,,,,,,,
41,БлокДом,,,,,,,,,,
42,Сборные Дома ЛО,,,,,,,,,,
43,КонтейнерСтрой,,,,,,,,,,
44,КитДом СПб,ООО КитДом,"ул. Большая Морская, 55, Санкт-Петербург, Ленинградская область, 190000, Россия",https://kit-dom-spb.ru,,5,30.0,150.0,wood,1200000.0,40000.0
45,Фабрика Домов,,,,,,,,,,
46,МодульПанель,ООО МодульПанель,,,,,,,,,
47,Строим Вместе,,,,,,,,,,
48,ЛенОблКаркасник,,,,,,,,,,
49,Панелька Проект,,,,,,,,,,
50,Домокомплект ЛО,,,,,,,,,,
51,ООО Завод Сип-Панелей,ООО Завод Сип-Панелей,,,,,,,,,
52,СипМонтаж,,,,,,,,,,
53,Кубань Дома,,,,,,,,,,
54,Домокомплект Кубань,,,,,,,,,,
55,Каркасные Дома Юг,,,,,,,,,,
56,СК Кубань-Строй,,,,,,,,,,
57,ЭкоДом Краснодар,,,,,,,,,,
58,Панелька-Юг,,,,,,,,,,
59,Модульный Дом Юг,,,,,,,,,,
60,Префаб Краснодар,,,,,,,,,,
61,БлокКонтейнер Кубань,"ООО ""БлокКонтейнер Кубань""",,,,,,,,,
62,Контейнерные Дома Краснодар,,,,,,,,,,
63,Сборные Дома Кубань,,,,,,,,,,
64,Фабрика Домов Краснодар,,,,,,,,,,
65,ЮгСтройДом,ООО ЮгСтройДом,"ул. Красная, 123, Краснодар, Краснодарский край, 350000, Russia",https://yugstroydom.ru,,5,50.0,150.0,wood,1500000.0,30000.0
66,ООО Домокомплект Ростов,,,,,,,,,,
67,Модульные Дома Ростов,,,,,,,,,,
68,Панельный Дом-Юг,,,,,,,,,,
69,Каркасник-Юг,,,,,,,,,,
70,Сборные Дома Ростова,,,,,,,,,,
71,Контейнерные Дома Юг,,,,,,,,,,
72,Префаб-Ростов,,,,,,,,,,
73,Блок-Контейнер Ростов,,,,,,,,,,
74,Modular Homes Ростов,,,,,,,,,,
75,Factory-Built Юг,,,,,,,,,,
76,Домокомплект Инновация,,,,,,,,,,
77,Модульный Завод Ростов,,,,,,,,,,
78,Каркасные Дома Юга,,,,,,,,,,
79,Панелька Плюс,,,,,,,,,,
80,Домокомплект-Юг,,,,,,,,,,
81,Домостроитель,,,,,,,,,,
82,Сибдом,ООО Сибдом,"ул. Ленина, 10, Новосибирск, Новосибирская область, 630099, Россия",https://sibdom.ru,,12,60.0,200.0,wood,1500000.0,30000.0
83,Новосибирский Завод Домокомплектов,"ООО ""Новосибирский Завод Домокомплектов""","ул. Промышленная 10, Новосибирск, Новосибирская область, 630000, Russia",https://nzdom.ru,,5,50.0,200.0,wood,1500000.0,30000.0
84,ЭкоДом,,,,,,,,,,
85,СК НовоДом,,,,,,,,,,
86,СибСтройДом,,,,,,,,,,
87,Сибирский Панельный Дом,,,,,,,,,,
88,Каркасные Дома Сибири,,,,,,,,,,
89,АртСтрой,,,,,,,,,,
90,СибПанель,,,,,,,,,,
91,СК КонтейнерДом,,,,,,,,,,
92,Новосибирск Префаб,,,,,,,,,,
93,СибКонтейнер,,,,,,,,,,
94,Завод Сборных Домов,,,,,,,,,,
95,СК СибДом,ООО СК СибДом,"ул. Челюскинцев, 15, офис 50, Новосибирск, Новосибирская область, 630099, Россия",https://sk-sibdom.ru,,10,50.0,200.0,wood,1500000.0,30000.0
96,ООО УралДом,ООО УралДом,,,,,,,,,
97,ЗАО СтройМодуль,,,,,,,,,,
98,МодульСтрой,,,,,,,,,,
99,ДомКомплект Урал,,,,,,,,,,
100,Екатеринбургский Дом,,,,,,,,,,
101,УралПанельСтрой,ООО УралПанельСтрой,"ул. Машиностроителей, 19, Екатеринбург, Свердловская область, 620012, Россия",https://uralpanelstroy.ru,,5,45.0,150.0,wood,1200000.0,25000.0
102,Контейнерные Дома Урала,,,,,,,,,,
103,КаркасДомСтрой,ООО КаркасДомСтрой,"ул. Ленина, 50, Екатеринбург, Свердловская область, 620075, Russia",https://karkasdomstroy.ru,,8,50.0,200.0,wood,1500000.0,30000.0
104,ООО ПрефабДом,,,,,,,,,,
105,ЗАО УралПрефаб,,,,,,,,,,
106,Модульные Системы,,,,,,,,,,
107,СборДом Урал,,,,,,,,,,
108,УралКонтейнерСтрой,,,,,,,,,,
109,ПанельДома Урал,,,,,,,,,,
110,ООО КаркасСтрой,ООО КаркасСтрой,,,,,,,,,
111,ООО Домостроитель,,,,,,,,,,
112,Модульные Системы,,,,,,,,,,
113,УралПанель,,,,,,,,,,
114,КаркасСтрой,,,,,,,,,,
115,Жилищные Технологии,,,,,,,,,,
116,СборДом,,,,,,,,,,
117,ТехноДом,,,,,,,,,,
118,ДомКомплектЧеляб,,,,,,,,,,
119,ПрефабСтрой,,,,,,,,,,
120,МодульСтрой,,,,,,,,,,
121,СтройПанель,"ООО ""СтройПанель""","ул. Труда, д. 78, Челябинск, Челябинская область, 454080, Россия",https://stroy-panel.ru,,5,45.0,150.0,concrete,1500000.0,35000.0
122,УралДом,,,,,,,,,,
123,КонтейнерДом,,,,,,,,,,
124,ООО ДомКом,,,,,,,,,,
125,Завод Модульных Конструкций,,,,,,,,,,
126,МодульСтрой,,,,,,,,,,
127,Панельный Дом,,,,,,,,,,
128,КонтейнерСтрой,,,,,,,,,,
129,Префаб Дом,,,,,,,,,,
130,Каркасник НН,,,,,,,,,,
131,Строительные Технологии,,,,,,,,,,
132,Нижегородский Домострой,,,,,,,,,,
133,БлокКонтейнерСтрой,,,,,,,,,,
134,Домокомплект НН,,,,,,,,,,
135,ЭкоПанель,,,,,,,,,,
136,Модульный Дом-НН,,,,,,,,,,
137,Конструктивные Решения,,,,,,,,,,
138,ПроектДом,,,,,,,,,,
139,САМАРА-ДОМ,,,,,,,,,,
140,МодульДом Самара,,,,,,,,,,
141,ПанельДом Самара,,,,,,,,,,
142,Самарский Домокомплект,,,,,,,,,,
143,КоттеджСтрой,ООО КоттеджСтрой,"ул. Московская, 1, Самара, Самарская область, 443079, Россия",https://www.kottedgstroy.ru,,8,60.0,200.0,wood,1500000.0,25000.0
144,Эковилла Самара,,,,,,,,,,
145,ГринДом Самара,,,,,,,,,,
146,АрхиДом Самара,,,,,,,,,,
147,РегионДом,,,,,,,,,,
148,МастерДом Самара,,,,,,,,,,
149,ДачаСтрой,,,,,,,,,,
150,СборДом Самара,"ООО ""СборДом Самара""","ул. Молодогвардейская, 142, Самара, Самарская область, 443001, Россия",https://sbordom-samara.ru,,5,50.0,150.0,wood,1500000.0,30000.0
151,КонтейнерДом Самара,,,,,,,,,,
152,ФабрикаДом Самара,,,,,,,,,,
153,СтройИндустрия Самара,,,,,,,,,,
154,СибДом,,,,,,,,,,
155,СтройГрад,,,,,,,,,,
156,ДомСтрой,,,,,,,,,,
157,СибСтройКомплект,,,,,,,,,,
158,КузбассДрев,,,,,,,,,,
159,СибТехДом,,,,,,,,,,
160,КемеровоДом,,,,,,,,,,
161,ДомТехПроект,,,,,,,,,,
162,КузбассДом,,,,,,,,,,
163,ПромСтройДом,,,,,,,,,,
164,ООО Домострой,,,,,,,,,,
165,Завод модульных конструкций,ООО Завод модульных конструкций,"ул. Ленина, 25, Пермь, Пермский край, 614000, Россия",https://zmk-perm.ru,,5,40.0,120.0,wood,1500000.0,25000.0
166,Пермский домокомплект,,,,,,,,,,
167,СтройПанельКомплект,ООО СтройПанельКомплект,"ул. Промышленная, 123, Пермь, Пермский край, 614000, Россия",https://www.stroypanel.ru,,12,50.0,150.0,concrete,2500000.0,35000.0
168,Пермский завод блок-контейнеров,ООО 'Пермский завод блок-контейнеров',"ул. Промышленная, 123, г. Пермь, Пермский край, 614000, Russia",https://permzavod.ru,,5,20.0,80.0,steel,500000.0,30000.0
169,Модульные дома Пермь,,,,,,,,,,
170,ПанельСтрой,,,,,,,,,,
171,Каркасные дома Пермь,,,,,,,,,,
172,Пермь Префаб,,,,,,,,,,
173,Пермский контейнерный дом,,,,,,,,,,
174,УралСборДом,,,,,,,,,,
175,Пермь Модуль,,,,,,,,,,
176,ЭкоДом Пермь,,,,,,,,,,
177,СтройДизайн,Группа компаний СтройДизайн,"ул. Дзержинского, 40, Пермь, Пермский край, 614000, Russia",https://stroydesign.ru,,,,,,,
178,Пермская строительная компания,,,,,,,,,,
179,ООО 'Татдом',ООО 'Татдом',,,,,,,,,
180,ООО 'КазаньСтройДом',ООО 'КазаньСтройДом',,,,,,,,,
181,ЗАО 'МодульДом',,,,,,,,,,
182,ООО 'Домострой',,,,,,,,,,
183,ООО 'Фабрика домов',ООО 'Фабрика домов',,,,,,,,,
184,ООО 'ТатПанельДом',ООО 'ТатПанельДом',,,,,,,,,
185,КазаньКаркас,ООО 'КазаньКаркас',"ул. Пушкина, д. 50, Казань, Республика Татарстан, 420015, Russia",https://kazankarkas.ru,,5,35.0,150.0,wood,1200000.0,30000.0
186,ООО 'Строитель Казань',ООО 'Строитель Казань',,,,,,,,,
187,ООО 'Домокомплект Казань',ООО 'Домокомплект Казань',,,,,,,,,
188,ООО 'МодульТех',,,,,,,,,,
189,ПанельГрад,ООО 'ПанельГрад',"ул. Независимости, 12, Казань, Республика Татарстан, 420015, Russia",https://panelgrad.ru,,5,50.0,150.0,concrete,2000000.0,35000.0
190,ООО 'КазаньПрефаб',,,,,,,,,,
191,КонтейнерДом Казань,ООО 'КонтейнерДом Казань',"ул. Пушкина, д. 10, Казань, Республика Татарстан, 420000, Russia",https://containerhome-kazan.ru,,5,30.0,120.0,steel,1500000.0,50000.0
192,ООО 'ТатПремиумДом',,,,,,,,,,
193,ООО 'ДомСтройТех',,,,,,,,,,
194,Воронежский Завод Каркасных Домов,ООО Воронежский Завод Каркасных Домов,"ул. Транспортная, дом 10, Воронеж, Воронежская область, 394026, Россия",http://www.vz-kd.ru,,5,60.0,200.0,wood,1500000.0,25000.0
195,Домострой-Воронеж,"ООО ""Домострой-Воронеж""","ул. Ленина, д. 1, г. Воронеж, Воронежская область, 394000, Россия",http://domostroy-vrn.ru,,10,50.0,250.0,wood,1500000.0,30000.0
196,Модульный Дом,,,,,,,,,,
197,Панельный Дом,,,,,,,,,,
198,Домокомплект Москва,,,,,,,,,,
199,Префаб Хаус,,,,,,,,,,
200,Каркасник Строй,ООО Каркасник Строй,"ул. Тверская, д. 7, Москва, Московская область, 125009, Russia",https://karkasnikstroy.ru,,12,45.0,200.0,wood,1500000.0,35000.0
201,Контейнерный Дом Сервис,,,,,,,,,,
202,Сборный Дом Москва,,,,,,,,,,
203,Экодом Префаб,,,https://ekodom-prefab.ru,,,,,,,
204,Блок-Контейнер Строй,,,,,,,,,,
205,Модульный Строй,,,,,,,,,,
206,Системный Дом,,,,,,,,,,
207,Панелька Проект,,,,,,,,,,
208,Тайни Хаус Москва,,,,,,,,,,
209,Фабрика Домов,ООО Фабрика Домов,"123456, ул. Примерная, д. 1, Москва, Россия",https://www.fabrikadomov.ru,,8,45.0,250.0,wood,1500000.0,35000.0
210,Зеленый Дом,,,,,,,,,,
211,Люкс Префаб,,,,,,,,,,
212,Дом-Арт,,,,,,,,,,
213,Смарт Дом,"ООО ""Смарт Дом""","ул. Примерная, д. 10, Москва, Московская область, 123456, Россия",https://smartdom.ru,,8,45.0,200.0,wood,1500000.0,30000.0
214,Мос Префаб,,,,,,,,,,
215,Модул Хаус,,,,,,,,,,
216,СК Дома,ООО СК Дома,"ул. Восстания, 6, Санкт-Петербург, Ленинградская область, 191036, Россия",https://skdoma.ru,,10,50.0,200.0,wood,1500000.0,30000.0
217,Завод Модульных Конструкций,,,,,,,,,,
218,Каркасные Дома СПб,,,,,,,,,,
219,ПСК Дома,,,https://pskdom.ru,,,,,,,
220,ООО Домокомплекты,ООО Домокомплекты,,,,,,,,,
221,Северные Дома,,,,,,,,,,
222,Модульные Дома СПб,,,,,,,,,,
223,Панельные Дома,,,,,,,,,,
224,Компания Префаб,,,,,,,,,,
225,Эко Дома,ООО Эко Дома,"ул. Большая Морская 28, Санкт-Петербург, Ленинградская область, 190000, Россия",https://www.eco-doma.ru,,12,45.0,180.0,wood,2500000.0,45000.0
226,Блок Контейнеры СПб,,,https://blok-konteynery-spb.ru,,,,,,,
227,МодульСтрой,,,,,,,,,,
228,СПб Домокомплект,ООО СПб Домокомплект,"ул. Парашютная, дом 27, лит. А, Санкт-Петербург, Ленинградская область, 197349, Russia",https://spbdomokomplekt.ru,,15,50.0,300.0,wood,1500000.0,35000.0
229,Скандинавские Дома,,,https://scandom.ru,,,,,,,
230,Модульные Системы,,,,,,,,,,
231,Арт Дома,,,,,,,,,,
232,Дома на Заказ,,,,,,,,,,
233,Загородные Дома СПб,,,,,,,,,,
234,Панелька СПб,,,,,,,,,,
235,Энергоэффективные Дома,ООО Энергоэффективные Дома,"ул. Примерная, д. 123, Санкт-Петербург, Ленинградская область, 190000, Россия",https://www.energy-efficient-homes.ru,,5,35.0,150.0,wood,2500000.0,30000.0
236,ООО «Модульные здания»,,,,,,,,,,
237,ЗАО «ПанельДом»,ЗАО «ПанельДом»,,,,,,,,,
238,ООО «Домокомплект РУС»,ООО «Домокомплект РУС»,,,,,,,,,
239,ИП Иванов «Каркасник»,,,,,,,,,,
240,ООО «Префаб Групп»,,,,,,,,,,
241,ООО «Сборный Дом»,,,,,,,,,,
242,ООО «ЭкоМодуль»,,,,,,,,,,
243,ООО «Контейнерные Решения»,,,,,,,,,,
244,ЗАО «БлокКонтейнерСтрой»,,,,,,,,,,
245,ООО «Панелька»,,,,,,,,,,
246,КитДом,ООО «КитДом»,"ул. Московская, д. 25, оф. 3, г. Одинцово, Московская область, 143000, Russia",https://kitdom.ru,,5,50.0,200.0,wood,3000000.0,40000.0
247,ООО «Технология Дома»,ООО «Технология Дома»,,,,,,,,,
248,ООО «Сборка Модулей»,,,,,,,,,,
249,ООО «МодульСтрой»,,,,,,,,,,
250,ООО «Дома на Заказ»,ООО «Дома на Заказ»,,,,,,,,,
251,ООО «СистемСтрой»,,,,,,,,,,
252,ЭкоДом,ООО «ЭкоДом»,"ул. Ленина, д. 10, г. Москва, Московская область, 123456, Russia",https://example-ecodom.ru,,5,50.0,200.0,wood,1500000.0,30000.0
253,ТиниДом,ООО «ТиниДом»,"ул. Ленина, д. 15, г. Москва, Московская область, 123456, Russia",https://tinidom.ru,,5,30.0,120.0,wood,1500000.0,50000.0
254,ООО «АДУ Констракшн»,,,,,,,,,,
255,ООО «Домокомплект Сервис»,ООО «Домокомплект Сервис»,,,,,,,,,
256,ООО ЛенСтройДом,,,,,,,,,,
257,СК ДомСтрой,,,,,,,,,,
258,Северо-Западный Завод Домокомплектов,,,,,,,,,,
259,Модульные Дома СПб,,,,,,,,,,
260,Домокомплекты СПб,,,,,,,,,,
261,Панельные Дома Северо-Запад,,,,,,,,,,
262,Каркасные Дома ЛО,,,,,,,,,,
263,Сборные Дома Санкт-Петербург,,,,,,,,,,
264,ООО Префаб Строй,,,,,,,,,,
265,СК Блок-Контейнер,"ООО ""СК Блок-Контейнер""","ул. Пушкина, д. 15, Санкт-Петербург, Ленинградская область, 191123, Россия",https://block-container.ru,,5,20.0,100.0,steel,500000.0,30000.0
266,Завод Контейнерных Домов,ООО Завод Контейнерных Домов,"ул. Промышленная, д. 12, г. Санкт-Петербург, Ленинградская область, 190000, Россия",https://zavodkonteinerdomov.ru,,5,30.0,150.0,steel,500000.0,30000.0
267,Строительная Компания Модуль,,,,,,,,,,
268,Русский Домокомплект,,,,,,,,,,
269,СПб Каркасник,ООО СПб Каркасник,"ул. Свердлова, 12, Санкт-Петербург, Лениградская область, 197183, Russia",https://spbkarkasnik.ru,,12,45.0,200.0,wood,1500000.0,35000.0
270,СК Панелька,,,,,,,,,,
271,КубаньДомСтрой,,,,,,,,,,
272,Модульные Домокомплекты,,,,,,,,,,
273,Завод Модульных Домов,,"ул. Примерная, 123, Краснодар, Краснодарский край, 350000, Russia",https://zavodmodulnyhdomov.ru,,5,30.0,120.0,wood,1500000.0,30000.0
274,Панельный Дом Краснодар,,,,,,,,,,
275,КраснодарКаркас,"ООО ""КраснодарКаркас""","ул. Красная, 123, Краснодар, Краснодарский край, 350000, Russia",https://krasnodarkarkas.ru,,5,35.0,150.0,wood,1200000.0,35000.0
276,КубаньПрефаб,,,,,,,,,,
277,ПрофиДом,,,,,,,,,,
278,КонтейнерДом,,,,,,,,,,
279,СборДомКраснодар,,,,,,,,,,
280,БлокКонтейнерСтрой,,,,,,,,,,
281,Домокомплект Юг,,,,,,,,,,
282,МодульПроект,ООО МодульПроект,"ул. Кубанская 7, Краснодар, Краснодарский край, 350000, Россия",https://modulproekt.ru,,10,40.0,150.0,wood,2000000.0,30000.0
283,ЭкоПанель,,,,,,,,,,
284,Панельный Дом Кубань,ООО Панельный Дом Кубань,"ул. Красная, д. 123, Краснодар, Краснодарский край, 350000, Russia",https://paneldomkuban.ru,,5,40.0,150.0,wood,1500000.0,30000.0
285,КубаньКаркасник,,,,,,,,,,
286,Компания Модульные Дома,,,,,,,,,,
287,Домокомплект Ростов,ООО Домокомплект Ростов,"ул. Большая Садовая, 115, Ростов-на-Дону, Ростовская область, 344000, Россия",https://domokomplekt-rostov.ru,,5,50.0,200.0,wood,1500000.0,30000.0
288,Панельный Дом Ростов,,,,,,,,,,
289,Каркасник Юг,,,,,,,,,,
290,Сборные Дома ЮФО,,,,,,,,,,
291,Контейнерные Дома Ростов,,,,,,,,,,
292,Префаб Строй,ООО Префаб Строй,"ул. Примерная, д. 123, Ростов-на-Дону, Ростовская область, 344000, Russia",https://prefabstroy.ru,,5,50.0,200.0,wood,1500000.0,30000.0
293,Блок-Контейнер Юг,,,https://blok-konteiner-yug.ru,,,,,,,
294,Модуль-Строй Ростов,,,,,,,,,,
295,Южный Домокомплект,,,,,,,,,,
296,Панелька Региона,,,,,,,,,,
297,Каркасные Дома Ростов,,,,,,,,,,
298,РостовПрефаб,,,,,,,,,,
299,Модульные Технологии,,,,,,,,,,
300,СБ Домокомплекты,,,,,,,,,,
301,ООО «Сибирский Домокомплект»,,,,,,,,,,
302,Модульные Системы,ООО «Модульные Системы»,"ул. Ленина, 25, Новосибирск, Новосибирская область, 630000, Россия",https://modulnye-sistemy.ru,,5,35.0,120.0,wood,1500000.0,35000.0
303,НовосибСтройПанель,ЗАО «НовосибСтройПанель»,"улица Индустриальная, 10, Новосибирск, Новосибирская область, 630000, Russia",https://novosibstroypanel.ru,,5,50.0,150.0,concrete,1500000.0,30000.0
304,СибКаркас,ООО «СибКаркас»,"ул. Ленина, д. 10, Новосибирск, Новосибирская область, 630000, Russia",https://sibkarkas.ru,,5,60.0,150.0,wood,1500000.0,25000.0
305,Компания «Сибирский Префаб»,,,,,,,,,,
306,ООО «Панельные Дома Сибири»,ООО «Панельные Дома Сибири»,,,,,,,,,
307,ООО «Модульный Дом Сервис»,,,,,,,,,,
308,ЗАО «Сборные Конструкции»,ЗАО «Сборные Конструкции»,,,,,,,,,
309,ООО «КонтейнерДомСиб»,,,,,,,,,,
310,ООО «СибирьБлокКонтейнер»,,,,,,,,,,
311,Компания «Домокомплект Новосибирск»,,,,,,,,,,
312,ООО «СибМодуль»,,,,,,,,,,
313,ООО «ПрефабСтрой»,,,,,,,,,,
314,Каркасные Дома Сибири,ООО «Каркасные Дома Сибири»,"ул. Примерная, д. 1, Новосибирск, Новосибирская область, 630000, Россия",https://www.karkasdomsib.ru,,8,50.0,200.0,wood,1500000.0,30000.0
315,ООО «Сибирские Модульные Дома»,ООО «Сибирские Модульные Дома»,,,,,,,,,
316,ЗАО УралДомСтрой,,,,,,,,,,
317,ООО МодульСтрой,,,,,,,,,,
318,ООО Домокомплект Урал,ООО Домокомплект Урал,,,,,,,,,
319,ООО УралСборДом,,,,,,,,,,
320,ЭкоДом Урал,ООО ЭкоДом Урал,"ул. Ленина, 1, Екатеринбург, Свердловская область, 620000, Russia",https://ecodom-ural.ru,,5,50.0,200.0,wood,1500000.0,30000.0
321,ООО КаркасСтрой,,,,,,,,,,
322,ООО ПрофСтрой,ООО ПрофСтрой,,,,,,,,,
323,ООО Урал Модуль,ООО Урал Модуль,,,,,,,,,
324,ООО Префаб Урал,ООО Префаб Урал,,,,,,,,,
325,ООО ПанельДом,ООО ПанельДом,,,,,,,,,
326,ООО ДомоСтрой,ООО ДомоСтрой,,,,,,,,,
327,ООО УралКонтейнер,ООО УралКонтейнер,,,,,,,,,
328,ООО СборДом,ООО СборДом,,,,,,,,,
329,ООО Модульные Системы,,,,,,,,,,
330,ООО БлокСтрой,,,,,,,,,,
331,ООО «Челябстройдом»,ООО «Челябстройдом»,,,,,,,,,
332,ООО «Уралдом»,,,,,,,,,,
333,Челябинский завод домокомплектов,ЗАО «Челябинский завод домокомплектов»,"ул. Лесопарковая, д. 10, г. Челябинск, Челябинская область, 454000, Россия",https://www.domokomplekt74.ru,,5,50.0,200.0,wood,1500000.0,30000.0
334,ООО «Модуль-дом Челябинск»,ООО «Модуль-дом Челябинск»,,,,,,,,,
335,Каркасные Дома Южного Урала,ООО «Каркасные Дома Южного Урала»,,,,,,,,,
336,ООО «УралПанель»,ООО «УралПанель»,,,,,,,,,
337,СтройСити,ООО «СтройСити»,"ул. Ленина, 50, Челябинск, Челябинская область, 454000, Россия",https://stroysiti.ru,,8,45.0,200.0,wood,1500000.0,35000.0
338,ООО «Домокомплект Челябинск»,ООО «Домокомплект Челябинск»,,,,,,,,,
339,ООО «Сборный Дом»,,,,,,,,,,
340,ООО «Панельный Дом»,,,,,,,,,,
341,Блок-контейнер Урал,ООО «Блок-контейнер Урал»,"ул. Комсомольская, д. 103, г. Челябинск, Челябинская область, 454000, Russia",https://block-container-ural.ru,,5,15.0,60.0,steel,200000.0,25000.0
342,ООО «Префабстрой»,,,,,,,,,,
343,ООО «Челябинский завод модульных домов»,ООО «Челябинский завод модульных домов»,,,,,,,,,
344,ООО «УралКитДом»,ООО «УралКитДом»,,,,,,,,,
345,ООО «Домостроение Урала»,,,,,,,,,,
346,ООО Дома НН,ООО Дома НН,,,,,,,,,
347,Нижегородские Дома,,,,,,,,,,
348,Модульные Технологии,,,,,,,,,,
349,Строительные Решения,,,,,,,,,,
350,Архитектурный Домокомплект,,,,,,,,,,
351,Модульстрой НН,,,,,,,,,,
352,Каркасные Дома НН,,,,,,,,,,
353,Панельный Дом НН,,,,,,,,,,
354,Контейнерные Дома,,,,,,,,,,
355,Дома 21 века,,,,,,,,,,
356,Быстровозводимые Дома,,,,,,,,,,
357,Префабрикация НН,,,,,,,,,,
358,Стройкомплект,,,,,,,,,,
359,НН Модуль,,,,,,,,,,
360,Домострой НН,ООО Домострой НН,"улица Ларина, 15, Нижний Новгород, Нижегородская область, 603000, Россия",https://domostroy-nn.ru,,10,50.0,200.0,wood,1500000.0,30000.0
361,Самарский Домокомплект,"ООО ""Самарский Домокомплект""","ул. Молодогвардейская, 204, Самара, Самарская область, 443001, Россия",https://samdomkomplekt.ru,,5,45.0,150.0,wood,1500000.0,35000.0
362,Модульные Технологии Самара,,,,,,,,,,
363,Панельные Дома Самара,,,,,,,,,,
364,Контейнерные Конструкции,,,,,,,,,,
365,Каркасные Дома Поволжья,,,,,,,,,,
366,Самарские Сборные Дома,,,,,,,,,,
367,Префаб-Строй,,,,,,,,,,
368,Блок-Контейнер Самара,,,,,,,,,,
369,Кит Хаус Самара,,,,,,,,,,
370,Домострой Поволжья,"ООО ""Домострой Поволжья""","ул. Ленина, 10, Самара, Самарская область, 443000, Россия",https://domostroypovolzhya.ru,,5,50.0,150.0,wood,1500000.0,30000.0
371,ООО Сибирский Дом,,,,,,,,,,
372,Завод СБК,,,,,,,,,,
373,Компания ДомоСтрой,,,,,,,,,,
374,СтройГрад Кемерово,,,,,,,,,,
375,Модульные Системы,,,,,,,,,,
376,Кузбасс Дом,,,,,,,,,,
377,Каркасные Дома Кемерово,,,,,,,,,,
378,ООО Прогресс,ООО Прогресс,,,,,,,,,
