id,brand,head_office_legal_name,address,webpage,configurator,models_amount,min_sqm,max_sqm,main_structure_material,min_home_price,average_price_sqm
22,Daf Prefabrik,Daf Prefabrik Yapı Sanayi ve Ticaret Limited Şirketi,"Bağlıca Mahallesi, Fatih Sultan Mehmet Bulvarı No:170, Etimesgut, Ankara, 06790, Turkey",https://www.dafprefabrik.com.tr,,12,50.0,200.0,steel,150000.0,3000.0
23,Bungalov Evim,,,https://www.bungalovevim.com,,,,,,,
24,Hekim Yapı,Hekim Yapı A.Ş.,"Hacettepe Mahallesi, 06230 Altındağ, Ankara, Turkey",https://www.hekimyapi.com,,,,,composite,,
25,Ekoyapı Prefabrik,,,,,,,,,,
26,Ak Prefabrik,,,,,,,,,,
27,Aysan Prefabrik,Aysan Prefabrik Yapı Sistemleri Sanayi ve Ticaret Ltd. Şti.,"Ostim Mahallesi, 100. Yıl Bulvarı, No:55, Yenimahalle, Ankara, Turkey",https://www.aysanprefabrik.com.tr,,15,40.0,200.0,steel,75000.0,2500.0
28,Üçay Mühendislik,Üçay Mühendislik ve Taahhüt A.Ş.,"Kızılırmak Mah. 1443. Cad. No: 17, Çukurambar, Çankaya, Ankara, Turkey",https://www.ucay.com.tr,,,,,,,
29,Güven Prefabrik,,,,,,,,,,
30,Eko Prefabrik,Eko Prefabrik Yapı İnşaat Sanayi ve Ticaret A.Ş.,"İvedik Organize Sanayi Bölgesi, 1474. Sokak No:139, Yenimahalle, Ankara, Turkey",https://www.ekoprefabrik.com.tr,,12,30.0,150.0,steel,75000.0,1500.0
31,Akdemir Prefabrik,,,,,,,,,,
32,Ekol Prefabrik,Ekol Prefabrik Yapı Sistemleri Sanayi ve Ticaret Limited Şirketi,"Organize Sanayi Bölgesi, 1. Kısım, 3. Cadde, No: 22, Döşemealtı, Antalya, Turkey",https://www.ekolprefabrik.com,,10,50.0,200.0,steel,150000.0,3000.0
33,Prefabrikyapı,Prefabrikyapı İnşaat Taahhüt Sanayi ve Ticaret A.Ş.,"Akdeniz Sanayi Sitesi, 5006. Sokak No:34, Kepez, Antalya, 07070, Turkey",https://www.prefabrikyapi.com.tr,,15,45.0,200.0,steel,120000.0,2500.0
34,Ant Prefabrik,,,,,,,,,,
35,Kent Prefabrik,,,https://www.kentprefabrik.com,,,,,,,
36,Seçkin Prefabrik,,,,,,,,,,
37,Güven Prefabrik,,,https://guvenprefabrik.com,,,,,,,
38,Ak Prefabrik,Ak Prefabrik İnşaat Sanayi ve Ticaret Ltd. Şti.,"Organize Sanayi Bölgesi 2. Kısım, Antalya, Turkey",https://www.akprefabrik.com.tr,,15,45.0,150.0,steel,75000.0,1000.0
39,Mega Prefabrik,,,,,,,,,,
40,Beylik Prefabrik,,,,,,,,,,
41,Karmod Prefabricated Technologies,Karmod Prefabrik Yapı Teknolojileri Sanayi ve Ticaret A.Ş.,"Osmangazi, Kızılay Cd. No:41, 34887 Sancaktepe, Istanbul, Turkey",https://www.karmod.com,,25,21.0,149.0,steel,50000.0,3000.0
42,Vefa,Vefa Prefabrik Yapı Elemanları Sanayi Ticaret A.Ş.,"Güzelyurt Mahallesi, Beylikdüzü OSB, 4. Cadde No:1, Esenyurt, İstanbul, Turkey",https://www.vefa.com.tr,,,,,steel,,
43,Dorce Prefabricated Building & Construction,Dorce Prefabricated Building & Construction Industry Trade Co. Inc.,"Ticaret Merkezi, No: 2-4-6, K:16 Beylikduzu, Istanbul, Turkey",https://www.dorce.com.tr,,,,,steel,,
44,Özge Yapı,Özge Yapı Sanayi ve Ticaret Anonim Şirketi,"Turgut Özal Bulvarı, No: 59, Esenyurt, Istanbul, 34522, Turkey",https://www.ozgeyapi.com,,20,40.0,200.0,steel,150000.0,3000.0
45,Ak Prefabrik,Ak Prefabrik İnşaat Sanayi ve Ticaret Limited Şirketi,"Davutpaşa Mahallesi, Cebealibey Caddesi, No:20/1, 34010, Esenler, Istanbul, Turkey",https://www.akprefabrik.com.tr,,12,45.0,250.0,steel,120000.0,2000.0
46,Ekokabin,Ekokabin Prefabrik Yapı Sanayi ve Ticaret A.Ş.,"No: 10, İMES Sanayi Sitesi, B Blok, Dudullu Organize Sanayi Bölgesi, Umraniye, Istanbul, Turkey",https://www.ekokabin.com,,8,20.0,150.0,steel,100000.0,2500.0
47,Konteynerci Prefabricated Structures,,,,,,,,,,
48,BAF Prefabrik,BAF Prefabrik Yapı Elemanları Sanayi ve Ticaret A.Ş.,"Atatürk Mahallesi, İkitelli Caddesi, No: 44, Başakşehir, Istanbul, 34490, Turkey",https://www.bafprefabrik.com,,15,50.0,200.0,steel,150000.0,2000.0
49,Hepsikonteyner,,,https://www.hepsikonteyner.com,,,,,,,
50,Prefabrik Yapı,Prefabrik Yapı İnşaat Sanayi ve Ticaret A.Ş.,"Hadımköy Mahallesi, Mustafa İnan Cd. No:3, Arnavutköy, Istanbul, 34555, Turkey",https://www.prefabrikyapi.com,,15,30.0,200.0,steel,100000.0,2500.0
51,Fibrobeton,Fibrobeton Yapı Elemanları Sanayi ve Ticaret A.Ş.,"Hadımköy Mahallesi, Mustafa İnan Caddesi No: 43, 34555 Arnavutköy, Istanbul, Turkey",https://www.fibrobeton.com,,,,,concrete,,
52,Prefabrike Evim,Prefabrike Evim İnşaat Sanayi ve Ticaret Ltd. Şti.,,http://www.prefabrikevim.com.tr,,,,,steel,,
53,Porta Prefabrik,Porta Prefabrik Yapı Sanayi ve Ticaret Ltd. Şti.,"Halkalı Merkez Mahallesi, Basın Ekspres Yolu, No: 4, Küçükçekmece, Istanbul, Turkey",https://www.portaprefabrik.com,,15,30.0,150.0,steel,100000.0,2500.0
54,Prefabrik Evim,,,,,,,,,,
55,Ege Prefabrik,,,,,,,,,,
56,Ekopanel,,,,,,,,,,
57,Lider Prefabrik,Lider Prefabrik Yapı Sistemleri Sanayi ve Ticaret Limited Şirketi,"Dudullu Organize Sanayi Bölgesi, 3. Cadde, No:19, Ümraniye, Istanbul, 34776, Turkey",https://www.liderprefabrik.com,,15,30.0,150.0,steel,75000.0,5000.0
58,Eryap Prefabrik,Eryap Prefabrik A.Ş.,,https://www.eryap-prefabrik.com.tr,,,,,,,
59,Yapı Prefabrik,Yapı Prefabrik Yapı Sanayi ve Ticaret A.Ş.,"Eski Edirne Asfaltı No: 10, Sultangazi, Istanbul, 34265, Turkey",https://www.yapiprefabrik.com.tr,,15,45.0,180.0,steel,150000.0,3500.0
60,Delta Prefabrik,Delta Prefabrik Yapı Sanayi ve Ticaret A.Ş.,"Esenşehir Mahallesi, Baraj Yolu, No:10, Ümraniye, Istanbul, Turkey",https://www.deltaprefabrik.com,,8,50.0,200.0,steel,150000.0,3000.0
61,Karmod Prefabricated Technologies,Karmod Prefabrik Yapı Teknolojileri A.Ş.,"Anadolu Cad. No: 47, İzmir, Turkey",https://www.karmod.com,,15,42.0,149.0,steel,150000.0,2000.0
62,Vefa Prefabricated Construction,Vefa Prefabrik Yapı A.Ş.,,https://www.vefa.com.tr,,,,,steel,,
63,Alkon Steel and Prefabricated Homes,Alkon Çelik ve Prefabrik Evler Sanayi ve Ticaret Ltd. Şti.,,,,,,,steel,,
64,BVS Prefabricated,BVS Prefabrik Yapı Sistemleri Sanayi ve Ticaret Ltd. Şti.,"1204 Sokak No:33, Işıkkent, Bornova, İzmir, 35070, Turkey",https://www.bvsprefabrik.com,,10,45.0,150.0,steel,120000.0,2500.0
65,Ekşioğlu Prefabricated,,,,,,,,,,
66,Özge Yapı Prefabricated,Özge Yapı Sanayi ve Ticaret A.Ş.,"Kemalpaşa Atatürk Organize Sanayi Bölgesi, 21. Sokak No:10, İzmir, Turkey",https://www.ozgeyapi.com,,15,40.0,200.0,steel,85000.0,2000.0
67,Birikim Prefabricated,,,https://www.birikimprefabrik.com,,,,,,,
68,DORCE Prefabricated Building & Construction,DORCE Prefabrik Yapı ve İnşaat,,https://www.dorce.com.tr,,,,,steel,,
69,Prefabrik Yapı,Prefabrik Yapı A.Ş.,"Atatürk Organize Sanayi Bölgesi 10044 Sokak No:23 Çiğli, İzmir, 35620, Turkey",https://www.prefabrikyapi.com,,15,45.0,250.0,steel,150000.0,3000.0
70,Hekim Holding,Hekim Holding A.Ş.,"Kemalpaşa Organize Sanayi Bölgesi, Mahallesi Aydın Caddesi No:27, Kemalpaşa, İzmir, 35735, Turkey",https://www.hekimholding.com,,12,45.0,200.0,steel,200000.0,4500.0
71,Karmod Prefabrik,Karmod Prefabrik Yapı Teknolojileri A.Ş.,"Ovaakça Çeşmebaşı Mahallesi, Sanayi Caddesi No:17, Osmangazi, Bursa, 16335, Turkey",https://www.karmod.com.tr,,25,42.0,149.0,steel,100000.0,2500.0
72,Vefa Prefabrik,Vefa Prefabrike Yapılar Sanayi ve Ticaret A.Ş.,"Organize Sanayi Bölgesi, 75. Yıl Bulvarı No:12, Nilüfer, Bursa, 16200, Turkey",https://www.vefa.com.tr,,15,45.0,200.0,steel,150000.0,2000.0
73,Prefabrik Yapı İnşaat,,,,,,,,,,
74,Hekim Holding,Hekim Holding A.Ş.,"OSB, 16. Cadde, No: 13, Nilüfer, Bursa, 16140, Turkey",https://www.hekimholding.com.tr,,,,,steel,,
75,Dora Prefabrik,Dora Prefabrik Yapı Sistemleri Sanayi ve Ticaret Ltd. Şti.,"Organize Sanayi Bölgesi, 1. Cadde, No: 10, Nilüfer, Bursa, 16140, Turkey",https://www.doraprefabrik.com.tr,,15,45.0,200.0,steel,150000.0,2500.0
76,Kent Prefabrik,Kent Prefabrik Yapı Sistemleri Sanayi ve Ticaret Ltd. Şti.,"Organize Sanayi Bölgesi, 2. Cadde, Nilüfer, Bursa, 16140, Turkey",https://www.kentprefabrik.com.tr,,15,40.0,200.0,steel,150000.0,2000.0
77,Konfor Prefabrik,,,https://konforprefabrik.com,,,,,,,
78,Aksu Prefabrik,Aksu Prefabrik Yapı İnşaat Sanayi ve Ticaret Ltd. Şti.,"Organize Sanayi Bölgesi, Bursa, Turkey",https://www.aksuprefabrik.com.tr,,10,30.0,150.0,steel,100000.0,4000.0
79,Tuna Prefabrik,Tuna Prefabrik Yapı Sistemleri Sanayi ve Ticaret Ltd. Şti.,"Organize Sanayi Bölgesi, 1. Cadde No: 5, Nilüfer, Bursa, Turkey",http://www.tunaprefabrik.com,,5,45.0,150.0,steel,150000.0,2500.0
80,Bursa Prefabrik,,,,,,,,,,
81,Özge Yapı,Özge Yapı Sanayi ve Ticaret A.Ş.,"Organize Sanayi Bölgesi, 75. Yıl Bulvarı No:12, Nilüfer, Bursa, 16140, Turkey",https://www.ozgeyapi.com,,20,40.0,150.0,steel,150000.0,2000.0
82,Prefabrik Evim,,,https://www.prefabrikevim.com,,,,,,,
83,Tekno Yapı Prefabrik,Tekno Yapı Prefabrik İnşaat Sanayi ve Ticaret Ltd. Şti.,"Otosansit Sanayi Sitesi, 20. Blok No: 10, Yıldırım, Bursa, 16270, Turkey",https://www.teknoyapi.com.tr,,10,50.0,200.0,steel,100000.0,1500.0
84,Çelik Prefabrik,,,,,,,,,,
85,Yapı Prefabrik,,,,,,,,,,
86,Gaziantep Prefabrik,,,,,,,,,,
87,Öz Prefabrik Yapı,,,,,,,,,,
88,Prefabrik Ev Gaziantep,,,,,,,,,,
89,Kardelen Prefabrik,,,,,,,,,,
90,Anadolu Prefabrik,Anadolu Prefabrik Yapı Sistemleri Sanayi ve Ticaret A.Ş.,"Organize Sanayi Bölgesi, 4. Cadde No:2, Gaziantep, Turkey",https://www.anadoluprefabrik.com,,15,45.0,200.0,steel,150000.0,3000.0
91,Şahin Prefabrik,,,,,,,,,,
92,Demir Prefabrik Ev,,,,,,,,,,
93,Güneş Prefabrik,,,,,,,,,,
94,Ege Prefabrik Yapı,,,,,,,,,,
95,Çelik Prefabrik,,,,,,,,,,
96,Prefabrik Ev Mersin,,,,,,,,,,
97,Mersin Prefabrik,,,,,,,,,,
98,Mersin Modüler Yapı,,,,,,,,,,
99,Akdeniz Prefabrik,,,,,,,,,,
100,Yeniçağ Prefabrik,,,,,,,,,,
101,Mersin Panel Ev,,,,,,,,,,
102,Güney Prefabrik,,,,,,,,,,
103,Toros Prefabrik,,,,,,,,,,
104,Erdemli Prefabrik,,,,,,,,,,
105,Mersin Çelik Yapı,,,,,,,,,,
106,Yörük Prefabrik,,,,,,,,,,
107,Bozkurt Prefabrik,Bozkurt Prefabrik Yapı Sanayi ve Ticaret Ltd. Şti.,"Sanayi Mahallesi, 1234. Sokak, No:56, Mersin, Turkey",https://www.bozkurtprefabrik.com,,15,45.0,150.0,steel,120000.0,2500.0
108,Adanus Prefabrik,,,,,,,,,,
109,Mediterranean Prefab,,,,,,,,,,
110,Kilikya Prefabrik,,,,,,,,,,
111,Prefabrik Evim,,,https://www.prefabrikevim.com.tr,,,,,,,
112,Karmod Prefabrik,Karmod Prefabrik Yapı Teknolojileri Sanayi ve Ticaret A.Ş.,"Yeni Mahalle, 115. Sk. No:1, Başiskele, Kocaeli, 41140, Turkey",https://www.karmod.com,,25,21.0,149.0,steel,50000.0,2500.0
113,Vefa Prefabrik,Vefa Prefabrik Yapı Sistemleri Sanayi ve Ticaret A.Ş.,"TOSB Otomotiv Yan Sanayi İhtisas Organize Sanayi Bölgesi 3. Cadde No:1/1, Şekerpınar, Çayırova, Kocaeli, Turkey",https://www.vefa.com.tr,,15,30.0,300.0,steel,150000.0,2500.0
114,Ak Prefabrik,AK Prefabrik Yapı Sanayi ve Ticaret Ltd. Şti.,"Sanayi Mahallesi, 3010. Sokak No:2, Başiskele, Kocaeli, Turkey",https://www.akprefabrik.com,,15,40.0,200.0,steel,150000.0,3500.0
115,Dora Prefabrik,Dora Prefabrik Yapı Sistemleri Sanayi ve Ticaret Ltd. Şti.,,https://www.doraprefabrik.com.tr,,,,,steel,,
116,Hekim Holding,Hekim Yapı Endüstri Sanayi ve Ticaret A.Ş.,"Şekerpınar Mahallesi, İstiklal Caddesi, No: 203, Çayırova, Kocaeli, 41420, Turkey",https://www.hekimholding.com.tr,,,,,steel,,
117,Evim Prefabrik,,,,,,,,,,
118,İzopref,,,,,,,,,,
119,Tekno Prefabrik,Tekno Prefabrik Yapı Elemanları San. ve Tic. Ltd. Şti.,"Gebze Plastikçiler Organize Sanayi Bölgesi, 8. Cadde, No:20, Gebze, Kocaeli, 41400, Turkey",https://www.teknoprefabrik.com.tr,,15,30.0,150.0,steel,200000.0,1500.0
120,Düzce Prefabrik,,,,,,,,,,
121,Özge Yapı,Özge Yapı Sanayi ve Ticaret Anonim Şirketi,"Sanayi Mah. Özgürlük Cad. No:38, Başiskele, Kocaeli, Turkey",https://www.ozgeyapi.com,,20,40.0,200.0,steel,150000.0,3000.0
122,Modul Yapı,,,,,,,,,,
123,Prefabrik Yapı,Prefabrik Yapı İnşaat Sanayi ve Ticaret A.Ş.,"Başiskele Mahallesi, 1. Cadde, No: 3, Başiskele, Kocaeli, Turkey",https://www.prefabrikyapi.com,,15,40.0,200.0,steel,150000.0,2500.0
124,Natura Prefabrik,,,,,,,,,,
125,Başak Prefabrik,,,,,,,,,,
126,Karmod Prefabricated Technologies,Karmod Prefabrik Yapı Teknolojileri A.Ş.,"Organize Sanayi Bölgesi, 8. Cadde, No: 34, Selçuklu, Konya, Turkey",https://www.karmod.com,,25,30.0,150.0,steel,50000.0,1500.0
127,Hekim Holding,Hekim Yapı Endüstrisi A.Ş.,"Organize Sanayi Bölgesi, Büyük Kayacık Mah. 5. Sokak No: 7, Konya, Turkey",https://www.hekimholding.com,,,,,steel,,
128,Vefa Prefabricated Construction,Vefa Prefabrike Yapılar Sanayi Ticaret Anonim Şirketi,"Organize Sanayi Bölgesi, 15. Sokak No: 8, Selçuklu, Konya, 42050, Turkey",https://www.vefa.com.tr,,,,,steel,,
129,Prefabrik Yapı,Prefabrik Yapı Sanayi ve Ticaret Anonim Şirketi,"Organize Sanayi Bölgesi, 1. Cadde No: 10, Selçuklu, Konya, Turkey",https://www.prefabrikyapi.com,,15,45.0,250.0,steel,60000.0,2000.0
130,Özge Yapı,Özge Yapı Sanayi ve Ticaret A.Ş.,"Organize Sanayi Bölgesi, 7. Sokak No:12, Konya, Turkey",https://www.ozgeyapi.com,,25,40.0,200.0,steel,150000.0,3750.0
131,Dorce Prefabricated Building & Construction,Dorce Prefabrik Yapı ve İnşaat Sanayi Ticaret A.Ş.,"Organize Sanayi Bölgesi, 12. Sokak No: 4, Selçuklu, Konya, 42050, Turkey",https://www.dorce.com.tr,,10,50.0,200.0,steel,150000.0,3000.0
132,Ak Prefabrik,Ak Prefabrik Yapı Sistemleri Sanayi ve Ticaret Ltd. Şti.,"Fevzi Çakmak Mahallesi, 10577. Sk. No:4, Karatay, Konya, 42050, Turkey",https://www.akprefabrik.com.tr,,8,45.0,150.0,steel,150000.0,2500.0
133,Kontek Prefabrik,,,,,,,,,,
134,Ege Prefabrik,,,,,,,,,,
135,Polpref Prefabricated,Polpref Prefabrik İnşaat Sanayi ve Ticaret Ltd. Şti.,"Organize Sanayi Bölgesi, 15. Cadde No:3, Konya, Turkey",https://www.polpref.com.tr,,5,45.0,180.0,steel,150000.0,3000.0
136,Ugurel Prefabrik,,,,,,,,,,
137,Fabrika Prefabrik,,,,,,,,,,
138,As Prefabrik,As Prefabrik Yapı İnşaat Sanayi ve Ticaret Ltd. Şti.,"Beyşehir Yolu 15. Km, Meram, Konya, Turkey",https://www.asprefabrik.com.tr,,15,45.0,220.0,steel,150000.0,2000.0
139,Eksen Prefabrik,Eksen Prefabrik Yapı Sistemleri Sanayi ve Ticaret Ltd. Şti.,"Büyükkayacık OSB Mah. 46. Sok. No:7 Selçuklu, Konya, 42000, Turkey",https://www.eksenprefabrik.com,,15,45.0,250.0,steel,75000.0,3000.0
140,Beton Prefabrik,Beton Prefabrik Yapı Elemanları Sanayi ve Ticaret A.Ş.,"Organize Sanayi Bölgesi, 10132. Sokak No:10, Selçuklu, Konya, 42250, Turkey",http://www.betonprefabrik.com,,5,50.0,200.0,concrete,150000.0,3000.0
141,Prefabrik Yapı,Prefabrik Yapı İnşaat Sanayi ve Ticaret A.Ş.,"Adapazarı Karasu Yolu No: 14, Erenler, Sakarya, 54100, Turkey",https://www.prefabrikyapi.com,,12,40.0,250.0,steel,75000.0,3000.0
142,Vefa Prefabrik,Vefa Prefabrik Yapı Elemanları Sanayi ve Ticaret A.Ş.,"Vefa Prefabrik Yapı Elemanları Sanayi ve Ticaret A.Ş., Yeni Mahalle, 3215. Sokak No: 13, Arifiye, Sakarya, Turkey",https://www.vefa.com.tr,,20,30.0,250.0,steel,100000.0,2500.0
143,Karmod Prefabrik,Karmod Prefabrik Yapı Teknolojileri A.Ş.,"Karmod Prefabrik, Arifiye Mahallesi, Sakarya Caddesi No: 24, Arifiye, Sakarya, Turkey",https://www.karmod.com,,30,21.0,149.0,steel,50000.0,3000.0
144,Ak Prefabrik,Ak Prefabrik Yapı İnşaat Sanayi ve Ticaret Ltd. Şti.,"Dörtyol Sanayi Sitesi 401 Nolu Cadde No: 5, Adapazarı, Sakarya, Turkey",https://akprefabrik.com.tr,,10,45.0,150.0,steel,150000.0,2000.0
145,Hekim Holding,Hekim Yapı Endüstrisi Sanayi ve Ticaret A.Ş.,"Hekim Yapı A.Ş., Sakarya 2. Organize Sanayi Bölgesi, 2. Yol, No: 8, Hendek, Sakarya, Turkey",https://www.hekimholding.eu/,,,,,steel,,
146,Özge Yapı,Özge Yapı A.Ş.,"Arifiye, 1. Organize Sanayi Bölgesi 5. Cadde No:6, Sakarya, Turkey",https://www.ozgeyapi.com,,15,35.0,200.0,steel,150000.0,2500.0
147,Eryap Prefabrik,,,,,,,,,,
148,Polpref Prefabrik,,,,,,,,,,
149,Teknopanel,Teknopanel Çatı ve Cephe Panelleri Sanayi ve Ticaret A.Ş.,"Adapazarı-Karasu Yolu Üzeri, Çaybaşı Köyü Mevkii, No:255, Adapazarı, Sakarya, 54100, Turkey",https://www.teknopanel.com.tr,,,,,steel,,
150,Dora Prefabrik,,,,,,,,,,
151,Armada Prefabrik,Armada Prefabrik Yapı Sistemleri Sanayi ve Ticaret Limited Şirketi,"Organize Sanayi Bölgesi, Adapazarı, Sakarya, Turkey",https://www.armadaprefabrik.com,,12,40.0,200.0,steel,120000.0,1500.0
152,Delta Prefabrik,Delta Prefabrik Yapı Sanayi ve Ticaret Ltd. Şti.,"Karaçay Mahallesi, 151. Sokak No:2, Adapazarı, Sakarya, 54100, Turkey",https://www.deltaprefabrik.com,,12,40.0,200.0,steel,90000.0,2500.0
153,Bertan Prefabrik,,,,,,,,,,
154,Alfa Prefabrik,Alfa Prefabrik İnşaat Sanayi ve Ticaret Ltd. Şti.,"Dörtyol Sanayi Sitesi No:12, Sakarya, Turkey",https://www.alfaprefabrik.com,,8,45.0,150.0,steel,120000.0,2500.0
155,Nokta Prefabrik,,,,,,,,,,
156,Karmod Prefabrik,Karmod Prefabrik Yapı Teknolojileri Sanayi ve Ticaret A.Ş.,"Organize Sanayi Bölgesi, 11. Cadde No: 3, Eskişehir, Turkey",https://www.karmod.com,,20,21.0,149.0,steel,50000.0,2500.0
157,Vefa Prefabrik,Vefa Prefabrik Yapı Elemanları Sanayi ve Ticaret A.Ş.,,https://www.vefa.com.tr,,,,,steel,,
158,Ak Prefabrik,,,,,,,,,,
159,Prefabrik Evim,,,,,,,,,,
160,Özge Yapı,Özge Yapı A.Ş.,"Organize Sanayi Bölgesi, 16. Cadde, No: 9, Eskişehir, Turkey",https://www.ozgeyapi.com,,25,45.0,300.0,steel,150000.0,2000.0
161,Dost Prefabrik,Dost Prefabrik Yapı Sanayi ve Ticaret A.Ş.,"Organize Sanayi Bölgesi, 17. Cadde No:12, Eskişehir, Turkey",https://www.dostprefabrik.com,,10,40.0,200.0,steel,100000.0,2500.0
162,Hekim Yapı,Hekim Yapı Endüstrisi Sanayi ve Ticaret A.Ş.,"Organize Sanayi Bölgesi, 9. Cadde, No:10, Eskişehir, Turkey",https://www.hekimyapi.com.tr,,,,,steel,,
163,Tuna Prefabrik,Tuna Prefabrik Yapı Sistemleri Sanayi ve Ticaret Limited Şirketi,"Organize Sanayi Bölgesi 15. Cadde No:12, Eskişehir, Eskişehir, 26110, Turkey",https://www.tunaprefabrik.com,,5,45.0,150.0,steel,100000.0,2000.0
164,Yapı Merkezi Prefabrikasyon,,,,,,,,,,
165,Konteyner Ev,,,,,,,,,,
166,Prefabrik Evim,,,,,,,,,,
167,Muğla Prefabrik,,,,,,,,,,
168,Ege Prefabrik Ev,,,,,,,,,,
169,Bodrum Prefabrik,,,https://www.bodrumprefabrik.com.tr,,,,,,,
170,Fethiye Prefabrik Ev,,,,,,,,,,
171,Yatağan Prefabrik,,,,,,,,,,
172,Marmaris Prefabrik,,,,,,,,,,
173,Milas Prefabrik Konut,,,,,,,,,,
174,Datça Prefabrik Ev,,,,,,,,,,
175,Ula Prefabrik,,,,,,,,,,
176,Tekirdağ Prefabrik Ev,,,,,,,,,,
177,Prefabrik Yapı Tekirdağ,,,,,,,,,,
178,Modüler Ev Sistemleri,,,,,,,,,,
179,Hızlı Prefabrik Çözümler,,,,,,,,,,
180,Tekirdağ Modüler Konut,,,,,,,,,,
181,Prefabrik Ev İmalatı Tekirdağ,,,,,,,,,,
182,Panel Ev Sistemleri,,,,,,,,,,
183,Çelik Ev Modelleri,,,,,,,,,,
184,Prefabrik Yapı Çözümleri,,,,,,,,,,
185,Tekirdağ Hazır Konut,,,,,,,,,,
186,Modüler Yapı Teknolojileri,,,,,,,,,,
187,Prefabrik Ev Sistemleri,,,,,,,,,,
188,Tekirdağ Panel Ev,,,,,,,,,,
189,Prefabrik Konut Üretimi,,,,,,,,,,
190,Hızlı Yapı Çözümleri,,,,,,,,,,
191,Kahramanmaraş Prefabrik Ev,,,,,,,,,,
192,Kahraman Prefabrik,Kahraman Prefabrik İmalat Sanayi ve Ticaret Ltd. Şti.,,,,,,,,,
193,Maraş Modular Yapı,,,,,,,,,,
194,Akdeniz Prefabrik,,,,,,,,,,
195,Anadolu Prefabrik Evleri,,,,,,,,,,
196,Kahraman Yapı Sistemleri,,,,,,,,,,
197,Çelik Prefabrik,,,,,,,,,,
198,Öz Prefabrik Ev,,,,,,,,,,
199,Kervan Prefabrik,,,,,,,,,,
200,Maraş İnşaat ve Prefabrik,,,,,,,,,,
201,Yurt Prefabrik,Yurt Prefabrik Yapı Sistemleri Sanayi ve Ticaret A.Ş.,"Organize Sanayi Bölgesi 3. Cadde No: 12, Kahramanmaraş, Turkey",https://www.yurtprefabrik.com.tr,,15,50.0,200.0,steel,100000.0,2000.0
202,Elif Prefabrik,Elif Prefabrik Yapı İnşaat Sanayi ve Ticaret Ltd. Şti.,"Organize Sanayi Bölgesi 5. Cadde No:6, Kahramanmaraş, Turkey",https://www.elifprefabrik.com.tr,,12,40.0,150.0,steel,75000.0,1875.0
203,Doğuş Prefabrik,,,,,,,,,,
204,Beyaz İnşaat Prefabrik,,,,,,,,,,
205,Güneydoğu Prefabrik,,,,,,,,,,
206,Karmod Prefabrik,Karmod Prefabrik Yapı Teknolojileri Sanayi ve Ticaret A.Ş.,"D-100 Karayolu Üzeri, Karsap Mahallesi, Düzce, 81030, Turkey",https://www.karmod.com,,20,21.0,149.0,steel,50000.0,2000.0
207,Alp Prefabrik,Alp Prefabrik Yapı Sistemleri Sanayi ve Ticaret Limited Şirketi,"Organize Sanayi Bölgesi, 5. Cadde No: 12, Düzce, Turkey",https://www.alpprefabrik.com.tr,,15,45.0,250.0,steel,100000.0,2000.0
208,Ak Metal Prefabrik,Ak Metal Prefabrik Yapı Sanayi ve Ticaret Ltd. Şti.,"Öztürkler Mahallesi, 80600 Düzce Merkez/Düzce, Turkey",https://www.akmetalprefabrik.com,,,,,steel,,
