id,brand,head_office_legal_name,address,webpage,configurator,models_amount,min_sqm,max_sqm,main_structure_material,min_home_price,average_price_sqm
100,"Jiangsu Xinhai Construction Machinery Co., Ltd.","Jiangsu Xinhai Construction Machinery Co., Ltd.",,,,,,,,,
101,Weidu Steel,"Zhejiang Weidu Steel Structure Co., Ltd.","No. 1234, Haining Avenue, Haining City, Zhejiang Province, China",https://www.weidusteel.com,,5,50.0,200.0,steel,100000.0,2500.0
102,Xiaoya Prefab House,"Hangzhou Xiaoya Prefabricated House Co., Ltd.","No. 123, Sample Road, Hangzhou, Zhejiang, 310000, China",https://www.xiaoyaprefabhouse.com,,15,45.0,250.0,steel,120000.0,5000.0
103,PTH,"Zhejiang Putian Integrated Housing Co., Ltd.","No.1 Putian Road, Yingzhou Industrial Park, Fuyang District, Hangzhou, Zhejiang, 311400, China",http://www.pthhouse.com,,15,30.0,300.0,steel,50000.0,3500.0
104,"Zhejiang Green Ecological Construction Co., Ltd.","Zhejiang Green Ecological Construction Co., Ltd.",,,,,,,,,
105,Huadong Steel Structure,"Zhejiang Huadong Steel Structure Co., Ltd.","No. 1 Huadong Road, Xiaoshan Economic & Technological Development Zone, Hangzhou, Zhejiang, 310000, China",http://www.hdsteelstructure.com,,,,,steel,,
106,Yijia Prefab House,"Hangzhou Yijia Prefabricated House Manufacturing Co., Ltd.","No. 18, Jiangnan Road, Xiaoshan District, Hangzhou, Zhejiang, China",http://www.yijiaprefabhouse.com,,15,36.0,200.0,steel,50000.0,3000.0
107,"Zhejiang Dongfanghong Construction Technology Co., Ltd.","Zhejiang Dongfanghong Construction Technology Co., Ltd.",,,,,,,,,
108,"Zhejiang Weifang Modular House Co., Ltd.","Zhejiang Weifang Modular House Co., Ltd.",,,,,,,,,
109,Future Home,"Hangzhou Future Home Technology Co., Ltd.","No. 123, Future Road, Hangzhou, Zhejiang, 310000, China",https://www.futurehome.cn,,8,50.0,200.0,steel,150000.0,5000.0
110,"Zhejiang Yumei Prefabricated House Co., Ltd.","Zhejiang Yumei Prefabricated House Co., Ltd.",,,,,,,,,
111,"Zhejiang Runda Building Materials Co., Ltd.","Zhejiang Runda Building Materials Co., Ltd.","No. 168, Xinfeng Road, Haining City, Zhejiang, China",http://www.rundabuilding.com,,,,,,,
112,"Zhejiang Zhongnan Building Materials Co., Ltd.",,,,,,,,,,
113,"Zhejiang Donghe Prefabricated House Co., Ltd.","Zhejiang Donghe Prefabricated House Co., Ltd.",,,,,,,,,
114,Jindi House,"Zhejiang Jindi Prefabricated House Co., Ltd.","No. 68, Jindi Road, Deqing County, Huzhou City, Zhejiang Province, 313200, China",http://www.jindihouse.com,,12,45.0,200.0,steel,50000.0,2500.0
115,"Zhejiang Longyuan Construction Group Co., Ltd.","Zhejiang Longyuan Construction Group Co., Ltd.","No. 688 Xinfeng Road, Wenzhou, Zhejiang, 325000, China",https://www.longyuan.com.cn,,,,,,,
116,Seiko Steel Structure,"Zhejiang Seiko Steel Structure Co., Ltd.","No. 5 East Jincheng Road, Zhuji City, Zhejiang Province, 311800, China",http://www.chinaseiko.com,,12,60.0,300.0,steel,150000.0,3500.0
117,"Hangzhou Wenzhou Prefabricated House Co., Ltd.","Hangzhou Wenzhou Prefabricated House Co., Ltd.",,,,,,,,,
118,"Zhejiang Sunflower Prefabricated House Co., Ltd.","Zhejiang Sunflower Prefabricated House Co., Ltd.",,,,,,,,,
119,"Zhejiang Haiyan Construction Technology Co., Ltd.","Zhejiang Haiyan Construction Technology Co., Ltd.",,,,,,,,,
120,"Zhejiang Xinhai Prefabricated House Co., Ltd.","Zhejiang Xinhai Prefabricated House Co., Ltd.",,,,,,,,,
121,Keda Industrial,"Anhui Keda Industrial Co., Ltd.","No. 888 Keda Road, Shushan District, Hefei, Anhui, 230088, China",https://www.kedaindustrial.com,,,,,steel,,
122,"Anhui Huaheng Building Materials Co., Ltd.","Anhui Huaheng Building Materials Co., Ltd.",,,,,,,,,
123,"Anhui Sunshine Home Co., Ltd.",,,,,,,,,,
124,"Anhui Weijing Modular House Co., Ltd.","Anhui Weijing Modular House Co., Ltd.",,,,,,,,,
125,"Anhui Zijing Modular House Co., Ltd.","Anhui Zijing Modular House Co., Ltd.",,,,,,,,,
126,"Anhui Hongye Prefabricated Housing Co., Ltd.","Anhui Hongye Prefabricated Housing Co., Ltd.",,,,,,,,,
127,Lida Modular,"Anhui Lida Modular Building Co., Ltd.","No. 6, Industrial Park, Hefei, Anhui, 230000, China",https://www.lidamodular.com,,10,45.0,200.0,steel,80000.0,5000.0
128,"Anhui Ruilin Modular House Co., Ltd.","Anhui Ruilin Modular House Co., Ltd.",,,,,,,,,
129,"Anhui Tianwei Modular Building Co., Ltd.","Anhui Tianwei Modular Building Co., Ltd.",,,,,,,,,
130,"Anhui Zhongyuan Prefabricated Building Co., Ltd.","Anhui Zhongyuan Prefabricated Building Co., Ltd.",,,,,,,,,
131,"Hefei Dazhong Modular Housing Co., Ltd.",,,,,,,,,,
132,Hefei Hongxin Prefabricated House,"Hefei Hongxin Prefabricated House Co., Ltd.","No. 108, Shushan Road, Hefei, Anhui, China",http://www.hongxinhouse.com,,15,45.0,200.0,steel,50000.0,3000.0
133,"Wuhu Huaxin Modular Building Co., Ltd.","Wuhu Huaxin Modular Building Co., Ltd.",,,,,,,,,
134,"Chuzhou Jinyuan Prefabricated House Co., Ltd.","Chuzhou Jinyuan Prefabricated House Co., Ltd.","No. 8, East Section of Huashan Road, Nanqiao District, Chuzhou City, Anhui Province, China",,,,,,,,
135,"Tongling Hengxin Modular House Co., Ltd.","Tongling Hengxin Modular House Co., Ltd.",,,,,,,,,
136,"Fujian Hongsheng Housing Technology Co., Ltd.","Fujian Hongsheng Housing Technology Co., Ltd.",,,,,,,,,
137,Zhongjingtai,"Xiamen Zhongjingtai Building Materials Co., Ltd.","No. 506, Xiangyu Building, No. 66, Xiangyu Road, Huli District, Xiamen, Fujian, 361006, China",https://www.zhongjingtai.com,,12,45.0,200.0,steel,100000.0,5000.0
138,K-Home Steel Structure,"Fujian K-Home Steel Structure Co., Ltd.","No. 88, Changle Road, Fuzhou City, Fujian Province, 350000, China",https://www.khomechina.com,,12,30.0,120.0,steel,50000.0,3000.0
139,Wellcamp,"Fujian Wellcamp Steel Structure & Modular Housing Co., Ltd.","No. 7, Wangchun Industrial Park, Anxi County, Quanzhou, Fujian Province, China",https://www.prefabricatedvillas.com,,15,40.0,200.0,steel,100000.0,5000.0
140,"Fuzhou Rixing Timber & Bamboo Co., Ltd.","Fuzhou Rixing Timber & Bamboo Co., Ltd.",,,,,,,,,
141,Yixin Homes,"Xiamen Yixin Industrial Co., Ltd.","No. 1, Yixin Road, Jimei District, Xiamen, Fujian, 361021, China",https://www.yixinmodularhomes.com,,15,45.0,250.0,steel,150000.0,5000.0
142,"Fujian Putian Tianying Steel Structure Co., Ltd.","Fujian Putian Tianying Steel Structure Co., Ltd.",,,,,,,steel,,
143,"Fujian Rishang Integrated Housing Co., Ltd.",,,,,,,,,,
144,"Quanzhou New Energy Technology Co., Ltd.","Quanzhou New Energy Technology Co., Ltd.",,,,,,,,,
145,"Fujian Haixin Green Construction Development Co., Ltd.",,,,,,,,,,
146,Shenghongda Integrated Housing,"Fujian Shenghongda Integrated Housing Co., Ltd.","No. 68, Donghai Binhai New City, Fuzhou, Fujian, China",https://www.shenghongda.com,,15,45.0,250.0,steel,100000.0,2000.0
147,Tianhua Housing,"Fujian Tianhua Housing Technology Co., Ltd.","No. 6, Xincheng Road, Economic Development Zone, Changle City, Fujian Province, 350200, China",https://www.tianhuahousing.com,,12,45.0,200.0,steel,150000.0,5000.0
148,Xiamen Aipu Integrated Housing,"Xiamen Aipu Integrated Housing Co., Ltd.","No. 10, Xiangyue Road, Haicang District, Xiamen, Fujian, China",https://www.apihouse.com,,12,45.0,180.0,steel,80000.0,5000.0
149,Guanhao Steel Structure,"Fujian Guanhao Steel Structure Co., Ltd.","No. 5, Jinyuan Road, Tieling Industrial Zone, Minhou County, Fuzhou City, Fujian Province, China",http://www.ghsteelstructure.com,,8,50.0,200.0,steel,50000.0,3000.0
150,"Fujian Huasheng Construction Engineering Co., Ltd.","Fujian Huasheng Construction Engineering Co., Ltd.",,,,,,,,,
151,"Fujian Changtai Changsheng Wood Industry Co., Ltd.","Fujian Changtai Changsheng Wood Industry Co., Ltd.","No. 66, Changsheng Road, Changtai County, Zhangzhou City, Fujian Province, China",,,,,,wood,,
152,"Fujian Nanping Nanfu Green Building Co., Ltd.","Fujian Nanping Nanfu Green Building Co., Ltd.",,,,,,,,,
153,Jinhongxin Steel Structure,"Xiamen Jinhongxin Steel Structure Co., Ltd.","No. 59, Chuangxin Road, Haicang District, Xiamen, Fujian, China",http://www.jhxsteelstructure.com/,,,,,steel,,
154,"Fujian Jianlei Group Co., Ltd.","Fujian Jianlei Group Co., Ltd.",,,,,,,,,
155,New Continent,"Xiamen New Continent Construction Co., Ltd.","No. 12, Chuangxin Road, Torch High-Tech Zone, Xiamen, Fujian, China",https://www.newcontinent.com.cn,,15,60.0,300.0,steel,150000.0,3500.0
156,Jiangxi Huake,"Jiangxi Huake Prefabricated Construction Co., Ltd.","No. 88, Jinggangshan Avenue, Nanchang, Jiangxi, 330000, China",https://www.jxhuake.com,,12,40.0,180.0,steel,120000.0,5000.0
157,"Jiangxi Weitian Modular Building Co., Ltd.","Jiangxi Weitian Modular Building Co., Ltd.",,,,,,,,,
158,"Jiangxi Kexin Modular Housing Co., Ltd.","Jiangxi Kexin Modular Housing Co., Ltd.",,,,,,,,,
159,"Jiangxi Zhonghui Modular Construction Co., Ltd.","Jiangxi Zhonghui Modular Construction Co., Ltd.",,,,,,,,,
160,"Jiangxi Jinyuan Prefab House Co., Ltd.","Jiangxi Jinyuan Prefab House Co., Ltd.",,,,,,,,,
161,"Jiangxi Taisheng Modular Building Co., Ltd.","Jiangxi Taisheng Modular Building Co., Ltd.",,,,,,,,,
162,"Jiangxi Hengyuan Prefabricated Building Co., Ltd.","Jiangxi Hengyuan Prefabricated Building Co., Ltd.",,,,,,,,,
163,"Nanchang Hongyuan Modular Homes Co., Ltd.","Nanchang Hongyuan Modular Homes Co., Ltd.",,,,,,,,,
164,"Ganzhou Xinyue Prefab House Co., Ltd.","Ganzhou Xinyue Prefab House Co., Ltd.",,,,,,,,,
165,"Fuzhou Zhongcheng Manufactured Homes Co., Ltd.","Fuzhou Zhongcheng Manufactured Homes Co., Ltd.",,,,,,,,,
166,"Yichun Green Modular Homes Co., Ltd.","Yichun Green Modular Homes Co., Ltd.",,,,,,,,,
167,Lida Prefab House,"Jiangxi Lida Prefab House Co., Ltd.","No. 408, East Section of Hongdu Avenue, Nanchang, Jiangxi, 330000, China",https://www.lidaprefabhouse.com,,12,30.0,120.0,steel,50000.0,3500.0
168,"Jiangxi Liansheng Modular Building Co., Ltd.","Jiangxi Liansheng Modular Building Co., Ltd.",,,,,,,,,
169,"Jiangxi Xinhong Prefabricated Construction Co., Ltd.","Jiangxi Xinhong Prefabricated Construction Co., Ltd.",,,,,,,,,
170,"Jiangxi Yuhong Modular Homes Co., Ltd.","Jiangxi Yuhong Modular Homes Co., Ltd.",,,,,,,,,
171,Henglida,"Weifang Henglida Steel Structure Co., Ltd.","No. 88, Yinfeng Road, Weifang, Shandong, 261000, China",http://www.henglidaprefab.com,,10,30.0,300.0,steel,50000.0,2000.0
172,Xinguangzheng Steel Structure,"Qingdao Xinguangzheng Steel Structure Co., Ltd.","No. 268, Sancheng Road, Pingdu, Qingdao, Shandong, China",https://www.steelstructureonline.com,,,,,steel,,
173,Wiskind,"Shandong Wiskind Steel Building Stock Co., Ltd.","No.6 Yanzhuang Road, Boxing County, Binzhou City, Shandong Province, 256510, China",https://www.wiskindsteelstructure.com,,,,,steel,,
174,Chuangxin Building Materials,"Shandong Chuangxin Building Materials Complete Equipments Co., Ltd.","No. 88, Industrial Park, Anqiu City, Weifang, Shandong, 262100, China",http://www.sdcxcl.com,,5,50.0,200.0,steel,80000.0,1500.0
175,"Shouguang Sunrise Construction Engineering Co., Ltd.",,,,,,,,,,
176,"Liaocheng Xinzheng Steel Structure Co., Ltd.","Liaocheng Xinzheng Steel Structure Co., Ltd.",,,,,,,steel,,
177,"Shandong Jiren Building Materials Co., Ltd.","Shandong Jiren Building Materials Co., Ltd.",,,,,,,,,
178,"Shandong Chuangxin Building Materials Complete Equipments Co., Ltd.","Shandong Chuangxin Building Materials Complete Equipments Co., Ltd.",,,,,,,,,
179,Sinoacme,"Shandong Sinoacme Steel Structure Co., Ltd.","No. 66, Yantai Road, Economic Development Zone, Taian City, Shandong Province, China",https://www.sinoacme.com,,,,,steel,,
180,Director Prefab House,"Qingdao Director Integrated House Co., Ltd.","No. 39, Xinyang Road, Qingdao, Shandong, China",https://www.prefabhouse.com,,10,30.0,300.0,steel,50000.0,1500.0
181,"Shandong Jiren Building Materials Co., Ltd.",,,,,,,,,,
