id,brand,head_office_legal_name,address,country,country_code,region,webpage,configurator,models_amount,min_sqm,max_sqm,main_structure_material,min_home_price,average_price_sqm
61,Casas de Ensueño Prefabricadas,,,Mexico,MEX,Baja California Sur,,,,,,,,
62,Construcciones Modulares BCS,,,Mexico,MEX,Baja California Sur,,,,,,,,
63,Viviendas Prefabricadas Baja,,,Mexico,MEX,Baja California Sur,,,,,,,,
64,Casas Rápidas y Económicas,,,Mexico,MEX,Baja California Sur,,,,,,,,
65,Modulares y Prefabricados Cabo,Modulares y Prefabricados Cabo S.A. de C.V.,"Carretera Transpeninsular Km 3.5, El Tezal, Cabo San Lucas, Baja California Sur, 23454, México",Mexico,MEX,Baja California Sur,https://www.modularesyprefabricadoscabo.com,,,,,concrete,,
66,Casas Prefabricadas Todos Santos,,,Mexico,MEX,Baja California Sur,,,,,,,,
67,Paneles y Prefabricados del Sur,,,Mexico,MEX,Baja California Sur,,,,,,,,
68,Casas Prefabricadas de Chihuahua,,,Mexico,MEX,Chihuahua,,,,,,,,
69,Modular Homes Chihuahua,,,Mexico,MEX,Chihuahua,,,,,,,,
70,Construcciones Modulares del Norte,,,Mexico,MEX,Chihuahua,,,,,,,,
71,Prefabricados y Modulares de México,,,Mexico,MEX,Chihuahua,,,,,,,,
72,Prefabricados Chihuahua,Prefabricados Chihuahua S.A. de C.V.,"Av. Juárez 1234, Chihuahua, Chihuahua, 31000, México",Mexico,MEX,Chihuahua,https://prefabricadoschihuahua.com,,8,50.0,150.0,concrete,500000.0,10000.0
73,Casas Armadas de Chihuahua,,,Mexico,MEX,Chihuahua,,,,,,,,
74,Innovación Modular,Innovación Modular S.A. de C.V.,"Calle de Ejemplo 123, Chihuahua, Chihuahua, 31000, México",Mexico,MEX,Chihuahua,https://www.innovacionmodular.com.mx,,5,60.0,150.0,steel,800000.0,10000.0
75,Casas y Construcciones Prefabricadas,,,Mexico,MEX,Chihuahua,,,,,,,,
76,Construcciones Prefabricadas del Estado,,,Mexico,MEX,Chihuahua,,,,,,,,
77,Panelizados del Norte,,,Mexico,MEX,Chihuahua,,,,,,,,
78,Casas de Panel Modular,,,Mexico,MEX,Chihuahua,,,,,,,,
79,Hogar Prefabricado Chihuahua,,,Mexico,MEX,Chihuahua,,,,,,,,
80,Fábrica de Casas Prefabricadas,,,Mexico,MEX,Chihuahua,,,,,,,,
81,Modulares y Prefabricados de Chihuahua,,,Mexico,MEX,Chihuahua,,,,,,,,
82,Viviendas Prefabricadas del Norte,Viviendas Prefabricadas del Norte S.A. de C.V.,"Avenida Tecnológico 1234, Chihuahua, Chihuahua, 31000, México",Mexico,MEX,Chihuahua,https://www.viviendasprefabricadasdelnorte.com,,5,45.0,120.0,concrete,350000.0,8500.0
83,Casas Prefabricadas del Norte,,,Mexico,MEX,Coahuila,,,,,,,,
84,Modular Homes Coahuila,,,Mexico,MEX,Coahuila,,,,,,,,
85,Prefabricados Laguna,,,Mexico,MEX,Coahuila,,,,,,,,
86,Viviendas Industriales Coahuila,Viviendas Industriales Coahuila S.A. de C.V.,"Carr. Torreón - San Pedro Km 10, Torreón, Coahuila, 27100, México",Mexico,MEX,Coahuila,https://viviendasindustrialescoahuila.com,,5,50.0,150.0,concrete,500000.0,10000.0
87,Panelizados Saltillo,,,Mexico,MEX,Coahuila,,,,,,,,
88,Casas Modular del Desierto,,,Mexico,MEX,Coahuila,,,,,,,,
89,Construcciones Rápidas del Norte,,,Mexico,MEX,Coahuila,,,,,,,,
90,Kit Homes Ramos,,,Mexico,MEX,Coahuila,,,,,,,,
91,Casas Listas Torreón,,,Mexico,MEX,Coahuila,,,,,,,,
92,Prefabricados Monclova,,,Mexico,MEX,Coahuila,,,,,,,,
93,Casas y Construcciones Express,,,Mexico,MEX,Coahuila,,,,,,,,
94,Modular Industrializados,,,Mexico,MEX,Coahuila,,,,,,,,
95,Casas Panelizadas Saltillo,,,Mexico,MEX,Coahuila,,,,,,,,
96,Inmobiliaria Prefabricada,,,Mexico,MEX,Coahuila,,,,,,,,
97,Hogar Modular Coahuila,,,Mexico,MEX,Coahuila,,,,,,,,
98,Casas Krea,,,Mexico,MEX,Ciudad de México,,,,,,,,
99,Modulcasas,,,Mexico,MEX,Ciudad de México,,,,,,,,
100,Espaciomovil,Espaciomovil S.A. de C.V.,"Av. Río San Joaquín 498, Ampliación Granada, Miguel Hidalgo, Ciudad de México, 11520, México",Mexico,MEX,Ciudad de México,https://www.espaciomovil.com.mx,,,,,steel,,
101,Casas Prefabricadas México,,,Mexico,MEX,Ciudad de México,https://www.casasprefabricadasmexico.com,,,,,,,
102,Modular Home,,,Mexico,MEX,Ciudad de México,,,,,,,,
103,Constructora Modular,,,Mexico,MEX,Ciudad de México,,,,,,,,
104,Casas Prefabricadas y Modulares,,,Mexico,MEX,Ciudad de México,,,,,,,,
105,Casas Prefabricadas Elizondo,Casas Prefabricadas Elizondo S.A. de C.V.,"Calle de Ejemplo 123, Colonia Ejemplo, Ciudad de México, CDMX, 01000, México",Mexico,MEX,Ciudad de México,https://www.casasprefabricadaselizondo.com.mx,,5,50.0,150.0,concrete,500000.0,10000.0
106,Casa Modular,Casa Modular S.A. de C.V.,"Avenida Insurgentes Sur 1234, Ciudad de México, CDMX, 01234, México",Mexico,MEX,Ciudad de México,https://www.casamodular.com.mx,,5,50.0,200.0,concrete,850000.0,17000.0
107,Casas Prefabricadas Hidalgo,,,Mexico,MEX,Ciudad de México,,,,,,,,
108,Prefabricasa,,,Mexico,MEX,Ciudad de México,,,,,,,,
109,GeoVivienda,,,Mexico,MEX,Ciudad de México,,,,,,,,
110,Vivienda Modular,,,Mexico,MEX,Ciudad de México,,,,,,,,
111,Modular Casas,,,Mexico,MEX,Ciudad de México,,,,,,,,
112,Casas Prefabricadas Modernas,,,Mexico,MEX,Ciudad de México,,,,,,,,
113,Casas Prefabricadas Durango,,,Mexico,MEX,Durango,,,,,,,,
114,Modular Homes de México,,,Mexico,MEX,Durango,,,,,,,,
115,Prefabricados y Modulares Durango,,,Mexico,MEX,Durango,,,,,,,,
116,Casas Industrializadas del Norte,,,Mexico,MEX,Durango,,,,,,,,
117,Viviendas Prefabricadas Durango,,,Mexico,MEX,Durango,,,,,,,,
118,Durango Modular Solutions,,,Mexico,MEX,Durango,,,,,,,,
119,Fabricantes de Casas Modulares Durango,,,Mexico,MEX,Durango,,,,,,,,
120,Panelized Homes Durango,,,Mexico,MEX,Durango,,,,,,,,
121,Kit Homes Durango,,,Mexico,MEX,Durango,,,,,,,,
122,Durango Factory-Built Homes,,,Mexico,MEX,Durango,,,,,,,,
123,Constructores Modulares Durango,,,Mexico,MEX,Durango,,,,,,,,
124,Casas de Panel Prefabricado Durango,,,Mexico,MEX,Durango,,,,,,,,
125,Casas en Serie Durango,,,Mexico,MEX,Durango,,,,,,,,
126,Durango Home Builders,,,Mexico,MEX,Durango,,,,,,,,
127,Soluciones Prefabricadas del Centro,,,Mexico,MEX,Durango,,,,,,,,
128,Casas Prefabricadas de Guanajuato,,,Mexico,MEX,Guanajuato,,,,,,,,
129,Construcciones Modulares del Bajío,,,Mexico,MEX,Guanajuato,,,,,,,,
130,Viviendas Industriales Guanajuato,,,Mexico,MEX,Guanajuato,,,,,,,,
131,Paneles y Estructuras Prefabricadas GTO,,,Mexico,MEX,Guanajuato,,,,,,,,
132,Hogares Prefabricados del Centro,,,Mexico,MEX,Guanajuato,,,,,,,,
133,Modular Homes Bajío,,,Mexico,MEX,Guanajuato,,,,,,,,
134,Casas Económicas Prefabricadas Guanajuato,,,Mexico,MEX,Guanajuato,,,,,,,,
135,Fabricantes de Casas Modulares Leon,,,Mexico,MEX,Guanajuato,,,,,,,,
136,Casas de Acero y Prefabricados,,,Mexico,MEX,Guanajuato,,,,,,,,
137,Prefabricados y Estructuras León,Prefabricados y Estructuras León S.A. de C.V.,"Calle Ficticia 123, León, Guanajuato, 37000, México",Mexico,MEX,Guanajuato,https://www.prefabricadosleon.com.mx,,5,45.0,200.0,concrete,350000.0,8000.0
138,Desarrollos Prefabricados Irapuato,,,Mexico,MEX,Guanajuato,,,,,,,,
139,Guanajuato Kit Homes,,,Mexico,MEX,Guanajuato,,,,,,,,
140,Estructuras Modulares del Bajío,,,Mexico,MEX,Guanajuato,,,,,,,,
141,Casas Prefabricadas San Miguel,,,Mexico,MEX,Guanajuato,,,,,,,,
142,Proyectos Prefabricados Celaya,,,Mexico,MEX,Guanajuato,,,,,,,,
143,Casas Prefabricadas Modulares,,,Mexico,MEX,Jalisco,,,,,,,,
144,Constructora Modular Jalisco,,,Mexico,MEX,Jalisco,,,,,,,,
145,Prefab Homes Jalisco,,,Mexico,MEX,Jalisco,,,,,,,,
146,Casas Industrializadas de Occidente,,,Mexico,MEX,Jalisco,,,,,,,,
147,Viviendas Prefabricadas del Bajío,,,Mexico,MEX,Jalisco,,,,,,,,
148,Modular Homes Guadalajara,,,Mexico,MEX,Jalisco,,,,,,,,
149,Prefabricados y Modulares,,,Mexico,MEX,Jalisco,,,,,,,,
150,Casas de Panel Jalisco,,,Mexico,MEX,Jalisco,,,,,,,,
151,Constructora Casas Prefab,,,Mexico,MEX,Jalisco,,,,,,,,
152,Fabricante de Casas Modulares de Jalisco,,,Mexico,MEX,Jalisco,,,,,,,,
153,Innovaciones Prefabricadas,,,Mexico,MEX,Jalisco,,,,,,,,
154,Casas Armables Jalisco,,,Mexico,MEX,Jalisco,,,,,,,,
155,Soluciones Prefabricadas,,,Mexico,MEX,Jalisco,,,,,,,,
156,Constructores de Casas Prefabricadas,,,Mexico,MEX,Jalisco,,,,,,,,
157,Casas Modulares Tlaquepaque,,,Mexico,MEX,Jalisco,,,,,,,,
158,Casas Prefabricadas México,,,Mexico,MEX,Estado de México,https://casasprefabricadasmexico.com,,,,,,,
159,Modular Home Builders,,,Mexico,MEX,Estado de México,,,,,,,,
160,Constructores Prefabricados del Valle,,,Mexico,MEX,Estado de México,,,,,,,,
161,Fabricantes de Viviendas Modulares,,,Mexico,MEX,Estado de México,,,,,,,,
162,Casas de Ensamble Rápido,,,Mexico,MEX,Estado de México,,,,,,,,
163,Viviendas Prefabricadas del Centro,,,Mexico,MEX,Estado de México,,,,,,,,
164,Habitat Modular,,,Mexico,MEX,Estado de México,,,,,,,,
165,Panel Homes México,,,Mexico,MEX,Estado de México,https://www.panelhomes.mx,,,,,,,
166,Estructuras Prefabricadas del Estado,Estructuras Prefabricadas del Estado S.A. de C.V.,"Calle Ficticia 123, Naucalpan de Juárez, Estado de México, 53000, México",Mexico,MEX,Estado de México,https://www.estructurasprefabricadasdelestado.com.mx,,5,50.0,150.0,concrete,500000.0,10000.0
167,Vivienda Industrializada,,,Mexico,MEX,Estado de México,,,,,,,,
168,Casas Prefabricadas del Estado de México,,,Mexico,MEX,Estado de México,,,,,,,,
169,Soluciones Modulares,,,Mexico,MEX,Estado de México,,,,,,,,
170,Innovación en Viviendas Prefabricadas,,,Mexico,MEX,Estado de México,,,,,,,,
171,Casas Rápidas y Eficientes,,,Mexico,MEX,Estado de México,,,,,,,,
172,Construcciones Modulares de Calidad,,,Mexico,MEX,Estado de México,,,,,,,,
173,Diseños Modulares del Valle,,,Mexico,MEX,Estado de México,,,,,,,,
174,Casas Modulares Toluca,,,Mexico,MEX,Estado de México,,,,,,,,
175,Prefabricados y Modularizaciones del Centro,,,Mexico,MEX,Estado de México,,,,,,,,
176,Viviendas Rápidas del Estado,,,Mexico,MEX,Estado de México,,,,,,,,
177,Construcciones Prefabricadas del Sur,,,Mexico,MEX,Estado de México,,,,,,,,
178,Casas Armables del Estado,,,Mexico,MEX,Estado de México,,,,,,,,
179,Construcciones Prefabricadas del Norte,,,Mexico,MEX,Estado de México,,,,,,,,
180,Modular Solutions México,,,Mexico,MEX,Estado de México,,,,,,,,
181,Casas Prefabricadas y Modulares del Estado,,,Mexico,MEX,Estado de México,,,,,,,,
182,Innovaciones en Viviendas Prefabricadas,,,Mexico,MEX,Estado de México,,,,,,,,
183,Viviendas Modulares del Centro,,,Mexico,MEX,Estado de México,,,,,,,,
184,Casas Prefabricadas del Norte,,,Mexico,MEX,Estado de México,,,,,,,,
185,Modular Homes Innovadores,,,Mexico,MEX,Estado de México,,,,,,,,
186,Construcciones Rápidas del Valle,,,Mexico,MEX,Estado de México,,,,,,,,
187,Prefabricados del Centro,Prefabricados del Centro S.A. de C.V.,"Calle Ficticia 123, Colonia Ejemplo, Naucalpan de Juárez, Estado de México, 53000, México",Mexico,MEX,Estado de México,https://www.prefabricadosdelcentro.com.mx,,5,50.0,200.0,concrete,500000.0,10000.0
188,Viviendas Modulares Eficientes,,,Mexico,MEX,Estado de México,,,,,,,,
189,Casas del Futuro Modulares,,,Mexico,MEX,Estado de México,,,,,,,,
190,Soluciones Prefabricadas del Estado,,,Mexico,MEX,Estado de México,,,,,,,,
191,Innovación Modular y Prefabricada,,,Mexico,MEX,Estado de México,,,,,,,,
192,Estructuras Modulares del Estado de México,,,Mexico,MEX,Estado de México,,,,,,,,
193,Casas y Estructuras Prefabricadas,,,Mexico,MEX,Estado de México,,,,,,,,
194,Modular Arquitectura y Construcción,,,Mexico,MEX,Estado de México,,,,,,,,
195,Edificaciones Industriales Prefabricadas,Edificaciones Industriales Prefabricadas S.A. de C.V.,"Calle Industria 45, Naucalpan de Juárez, Estado de México, 53370, México",Mexico,MEX,Estado de México,https://www.eiprefabricadas.com.mx,,5,50.0,200.0,concrete,500000.0,10000.0
196,Innovación Modular Industrializada,,,Mexico,MEX,Estado de México,,,,,,,,
197,Prefabricados de Vivienda Avanzada,,,Mexico,MEX,Estado de México,,,,,,,,
198,Casas y Soluciones Prefabricadas,,,Mexico,MEX,Estado de México,,,,,,,,
199,Espacios Modulares del Estado,,,Mexico,MEX,Estado de México,,,,,,,,
200,Construcciones Industrializadas del Valle,,,Mexico,MEX,Estado de México,,,,,,,,
201,Desarrollos Prefabricados Integrales,Desarrollos Prefabricados Integrales S.A. de C.V.,"Avenida Gustavo Baz No. 2160, Colonia La Loma, Tlalnepantla, Estado de México, 54060, México",Mexico,MEX,Estado de México,https://www.desarrollosprefabricadosintegrales.com.mx,,5,45.0,120.0,concrete,450000.0,10000.0
202,Sistemas Constructivos Modernos,,,Mexico,MEX,Estado de México,,,,,,,,
203,Arquitectura Modular del Centro,,,Mexico,MEX,Estado de México,,,,,,,,
204,Casas Konstruktora,,,Mexico,MEX,Morelos,,,,,,,,
205,Modular Homes Morelos,,,Mexico,MEX,Morelos,,,,,,,,
206,Prefabricados Morelos,,,Mexico,MEX,Morelos,,,,,,,,
207,Casa Modular MX,,,Mexico,MEX,Morelos,,,,,,,,
208,Viviendas Prefabricadas de Morelos,,,Mexico,MEX,Morelos,,,,,,,,
209,Eco Panel Homes,,,Mexico,MEX,Morelos,,,,,,,,
210,Constructora Modular del Centro,,,Mexico,MEX,Morelos,,,,,,,,
211,Casas de Ensueño Prefabricadas,,,Mexico,MEX,Morelos,,,,,,,,
212,Innovación Modular,,,Mexico,MEX,Morelos,,,,,,,,
213,Modular Solutions Morelos,,,Mexico,MEX,Morelos,,,,,,,,
214,Casas Morelos Prefab,,,Mexico,MEX,Morelos,,,,,,,,
215,Arquitectura Modular Morelos,,,Mexico,MEX,Morelos,,,,,,,,
216,Casa Kit Morelos,,,Mexico,MEX,Morelos,,,,,,,,
217,Panel Homes Morelos,,,Mexico,MEX,Morelos,,,,,,,,
218,Morelos Factory-Built Homes,,,Mexico,MEX,Morelos,,,,,,,,
219,Casas Prefabricadas Monterrey,,,Mexico,MEX,Nuevo León,https://casasprefabricadasmonterrey.com,,,,,,,
220,Modular Homes Monterrey,,,Mexico,MEX,Nuevo León,,,,,,,,
221,Construcciones Prefabricadas NL,,,Mexico,MEX,Nuevo León,,,,,,,,
222,Prefab Modular Monterrey,,,Mexico,MEX,Nuevo León,,,,,,,,
223,Casas Modulares del Norte,,,Mexico,MEX,Nuevo León,,,,,,,,
224,Industrializadas y Prefabricadas,Industrializadas y Prefabricadas SA,,Mexico,MEX,Nuevo León,,,,,,,,
225,Panelized Homes de Monterrey,,,Mexico,MEX,Nuevo León,,,,,,,,
226,Viviendas Prefabricadas de NL,,,Mexico,MEX,Nuevo León,,,,,,,,
227,Modular Factory Homes MX,,,Mexico,MEX,Nuevo León,,,,,,,,
228,Fabricantes de Casas Prefabricadas Monterrey,,,Mexico,MEX,Nuevo León,,,,,,,,
229,Kit Homes Monterrey,,,Mexico,MEX,Nuevo León,,,,,,,,
230,Construcciones Modulares de Nuevo León,,,Mexico,MEX,Nuevo León,,,,,,,,
231,Casas Industrializadas Monterrey,Casas Industrializadas Monterrey S.A. de C.V.,,Mexico,MEX,Nuevo León,https://www.casasindustrializadasmonterrey.com,,,,,,,
232,Monterrey Prefab Solutions,,,Mexico,MEX,Nuevo León,,,,,,,,
233,Norte Prefabricated Homes,,,Mexico,MEX,Nuevo León,,,,,,,,
234,Casas Prefabricadas Oaxaca,,,Mexico,MEX,Oaxaca,,,,,,,,
235,Modular Homes de Oaxaca,,,Mexico,MEX,Oaxaca,,,,,,,,
236,Viviendas Prefabricadas del Sur,,,Mexico,MEX,Oaxaca,,,,,,,,
237,Construcciones Modulares Oaxaca,,,Mexico,MEX,Oaxaca,,,,,,,,
238,Casas Industrializadas del Pacífico,Casas Industrializadas del Pacífico S.A. de C.V.,"Calle de la Industria 123, Centro, Oaxaca de Juárez, Oaxaca, 68000, México",Mexico,MEX,Oaxaca,https://www.casasindustrializadasdelpacifico.com,,5,50.0,200.0,concrete,500000.0,10000.0
239,Panelized Homes Oaxaca,,,Mexico,MEX,Oaxaca,,,,,,,,
240,Fabricantes de Casas Prefabricadas Oaxaca,,,Mexico,MEX,Oaxaca,,,,,,,,
241,Oaxaca Modular Constructores,,,Mexico,MEX,Oaxaca,,,,,,,,
242,Casas de Kit Oaxaca,,,Mexico,MEX,Oaxaca,,,,,,,,
243,Viviendas de Ensamble Oaxaca,,,Mexico,MEX,Oaxaca,,,,,,,,
244,Casas de Fábrica Oaxaca,,,Mexico,MEX,Oaxaca,,,,,,,,
245,Edificaciones Prefabricadas Oaxaca,,,Mexico,MEX,Oaxaca,,,,,,,,
246,Casas Modulares del Istmo,,,Mexico,MEX,Oaxaca,,,,,,,,
247,Innovación Modular Oaxaca,,,Mexico,MEX,Oaxaca,,,,,,,,
248,Residencias Prefabricadas Oaxaca,,,Mexico,MEX,Oaxaca,,,,,,,,
249,Casas Prefabricadas Puebla,,,Mexico,MEX,Puebla,,,,,,,,
250,Modular Home Solutions,,,Mexico,MEX,Puebla,,,,,,,,
251,Prefabricados y Modulares de Puebla,,,Mexico,MEX,Puebla,,,,,,,,
252,Viviendas Industriales Puebla,,,Mexico,MEX,Puebla,,,,,,,,
253,Construcciones Modulares Puebla,,,Mexico,MEX,Puebla,,,,,,,,
254,Prefab Home Builders Puebla,,,Mexico,MEX,Puebla,,,,,,,,
255,Fabricantes de Casas Prefabricadas,,,Mexico,MEX,Puebla,,,,,,,,
256,Modular Innovations Puebla,,,Mexico,MEX,Puebla,,,,,,,,
257,Casas Modulares y Prefabricadas,,,Mexico,MEX,Puebla,,,,,,,,
258,Hogares Prefabricados Puebla,,,Mexico,MEX,Puebla,,,,,,,,
259,Construcciones Prefabricadas Puebla,,,Mexico,MEX,Puebla,,,,,,,,
260,Casas de Ensamble Puebla,,,Mexico,MEX,Puebla,,,,,,,,
261,Habitats Modulares Puebla,,,Mexico,MEX,Puebla,,,,,,,,
262,Panelized Homes Puebla,,,Mexico,MEX,Puebla,,,,,,,,
263,Casas Económicas Modulares,,,Mexico,MEX,Puebla,,,,,,,,
264,Casas Krea,,,Mexico,MEX,Querétaro,,,,,,,,
265,Casas Prefabricadas y Modulares de Querétaro,,,Mexico,MEX,Querétaro,,,,,,,,
266,Modular Home Querétaro,,,Mexico,MEX,Querétaro,,,,,,,,
267,Prefabricados y Modulares de México,,,Mexico,MEX,Querétaro,,,,,,,,
268,Casa Modular MX,,,Mexico,MEX,Querétaro,,,,,,,,
269,Prefabricados y Panelizados de Querétaro,,,Mexico,MEX,Querétaro,,,,,,,,
270,Arquitectura Modular,Arquitectura Modular S.A. de C.V.,"Calle del Diseño 102, Parque Industrial Querétaro, Querétaro, 76220, México",Mexico,MEX,Querétaro,https://www.arquitecturamodular.com.mx,,5,50.0,200.0,steel,500000.0,10000.0
271,Construcciones Prefabricadas Querétaro,,,Mexico,MEX,Querétaro,,,,,,,,
272,Viviendas Modulares QRO,,,Mexico,MEX,Querétaro,,,,,,,,
273,Casas Panelizadas de Querétaro,,,Mexico,MEX,Querétaro,,,,,,,,
274,Casas Manufacturadas México,,,Mexico,MEX,Querétaro,,,,,,,,
275,Soluciones Prefabricadas Querétaro,,,Mexico,MEX,Querétaro,,,,,,,,
276,Construcciones Industrializadas Querétaro,,,Mexico,MEX,Querétaro,,,,,,,,
277,Casas Modulares y Prefabricadas QRO,,,Mexico,MEX,Querétaro,,,,,,,,
278,Innovaciones Prefabricadas,,,Mexico,MEX,Querétaro,,,,,,,,
279,Casas Prefabricadas de San Luis,,,Mexico,MEX,San Luis Potosí,,,,,,,,
280,Modular Homes SLP,,,Mexico,MEX,San Luis Potosí,,,,,,,,
281,Prefabricados del Centro,Prefabricados del Centro S.A. de C.V.,,Mexico,MEX,San Luis Potosí,,,,,,,,
282,Industria de Casas Móviles,,,Mexico,MEX,San Luis Potosí,,,,,,,,
283,Construcciones Prefabricadas SLP,,,Mexico,MEX,San Luis Potosí,,,,,,,,
284,Casas Panelizadas Potosinas,,,Mexico,MEX,San Luis Potosí,,,,,,,,
285,SLP Modular Construction,,,Mexico,MEX,San Luis Potosí,,,,,,,,
286,Fabricantes de Casas Modulares,,,Mexico,MEX,San Luis Potosí,,,,,,,,
287,Casas de Ensamblaje Rápido,,,Mexico,MEX,San Luis Potosí,,,,,,,,
288,Prefabricados y Modulares,,,Mexico,MEX,San Luis Potosí,,,,,,,,
289,Casas Económicas Prefabricadas,,,Mexico,MEX,San Luis Potosí,,,,,,,,
290,Innovación en Vivienda Prefabricada,,,Mexico,MEX,San Luis Potosí,,,,,,,,
291,Construcción Modular Potosina,,,Mexico,MEX,San Luis Potosí,,,,,,,,
